Cluster Repr	Cluster Member
XP_032235503.1_PF00097_1_1	XP_032235511.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235512.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235513.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235514.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235515.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235516.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235517.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235518.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235519.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235520.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235521.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235522.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235523.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235503.2_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235504.2_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235506.2_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235507.2_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235509.2_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235515.2_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235516.2_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235519.2_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235520.2_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_032235521.2_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_048587182.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_048587183.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_048587184.1_PF00097_1_1
XP_032235503.1_PF00097_1_1	XP_048587185.1_PF00097_1_1
XP_058945172.2_PF00097_1_1	XP_058945172.2_PF00097_1_1
XP_058945172.2_PF00097_1_1	XP_022790438.1_PF00097_1_1
XP_058967136.2_PF00097_1_1	XP_058967136.2_PF00097_1_1
XP_058967136.2_PF00097_1_1	CAH3119878.1_PF00097_1_1
XP_058967136.2_PF00097_1_1	XP_058967136.1_PF00097_1_1
XP_058967136.2_PF00097_1_1	KAJ7384290.1_PF00097_1_1
XP_058967136.2_PF00097_1_1	XP_022791199.1_PF00097_1_1
XP_058967136.2_PF00097_1_1	XP_027058408.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	XP_066021289.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	CAH3034355.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	CAH3034356.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	CAH3034357.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	CAH3034358.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	CAH3167766.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	XP_022797230.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	XP_022797231.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	XP_022797232.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	XP_058946718.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	XP_058946745.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	XP_066021281.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	XP_066021282.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	XP_066021283.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	XP_066021284.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	XP_066021285.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	XP_066021286.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	XP_066021287.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	XP_066021288.1_PF00097_1_1
XP_066021289.1_PF00097_1_1	KAJ7383310.1_PF00097_1_1
XP_068716780.1_PF00097_1_1	XP_068716780.1_PF00097_1_1
XP_068716780.1_PF00097_1_1	XP_068735414.1_PF00097_1_1
XP_068716780.1_PF00097_1_1	XP_068689462.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_068717058.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	KAK2546947.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	KAK2569284.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	CAH3027515.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	CAH3027522.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	CAH3137011.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	CAH3137014.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	CAH3106875.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015750498.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015752423.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015776359.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777793.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777794.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777795.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777796.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777797.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777798.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777799.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777800.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777801.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777802.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777804.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777805.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777806.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777809.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777898.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777899.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777901.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777902.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777903.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777904.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777905.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777906.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777907.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777909.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777910.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777911.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777912.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777913.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777914.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777915.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777916.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777917.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777918.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777919.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777920.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777923.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_015777925.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_020620402.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_020620787.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_022807668.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_029185100.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_029185101.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_029185102.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_029185105.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_029185230.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_031574150.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_044174895.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_044174906.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_044174907.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_044174912.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_044174913.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_044174914.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_044174915.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_044174916.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_044174917.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_044174929.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_044175461.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_058948854.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_058965958.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_067043161.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_067043171.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_067043175.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_067043176.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_067043177.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_067043178.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_067043179.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_067043180.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_067043181.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_067043184.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_067043185.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_066027720.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_068717051.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_068760697.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_068761369.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_068762530.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_068674158.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_068674252.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_073246440.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_073247202.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_073247204.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	CAH3178602.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_073229366.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_073231472.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_073239917.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_073243627.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_073247046.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_073249937.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	CAH3106864.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_020913585.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_028514611.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_028518665.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_028518670.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_066027633.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_032221863.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	KAK2569163.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_032221864.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_032221865.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_032221866.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_032221864.2_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_029185245.1_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_029185245.2_PF00097_1_1
XP_068717058.1_PF00097_1_1	XP_067043182.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068718087.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068718085.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068718086.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068718088.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068718089.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068718091.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068718092.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068738064.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068738065.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068700854.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068701662.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068701663.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068703756.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068703757.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068682696.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068731084.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068682840.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068683026.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068683028.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068683242.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068683549.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068683551.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068684546.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068700855.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068700851.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068718090.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068718094.1_PF00097_1_1
XP_068718087.1_PF00097_1_1	XP_068720751.1_PF00097_1_1
XP_068733418.1_PF00097_1_1	XP_068733418.1_PF00097_1_1
XP_068733418.1_PF00097_1_1	XP_068734887.1_PF00097_1_1
XP_068733418.1_PF00097_1_1	XP_068735612.1_PF00097_1_1
XP_068733418.1_PF00097_1_1	XP_068739797.1_PF00097_1_1
XP_068733418.1_PF00097_1_1	XP_068756640.1_PF00097_1_1
XP_068733418.1_PF00097_1_1	XP_068674467.1_PF00097_1_1
XP_068733418.1_PF00097_1_1	XP_068692487.1_PF00097_1_1
XP_068733418.1_PF00097_1_1	XP_068692499.1_PF00097_1_1
XP_068735296.1_PF00097_1_1	XP_068735296.1_PF00097_1_1
XP_068735296.1_PF00097_1_1	XP_068692310.1_PF00097_1_1
XP_068735296.1_PF00097_1_1	XP_068692311.1_PF00097_1_1
XP_068735296.1_PF00097_1_1	XP_068692312.1_PF00097_1_1
XP_068735296.1_PF00097_1_1	XP_068695833.1_PF00097_1_1
XP_068735296.1_PF00097_1_1	XP_068695834.1_PF00097_1_1
XP_068735296.1_PF00097_1_1	XP_068695835.1_PF00097_1_1
XP_068735296.1_PF00097_1_1	XP_068695836.1_PF00097_1_1
XP_031554759.1_PF00097_1_1	XP_031554759.1_PF00097_1_1
XP_031554759.1_PF00097_1_1	XP_020894946.1_PF00097_1_1
XP_031555050.1_PF00097_1_1	XP_031555050.1_PF00097_1_1
XP_031555050.1_PF00097_1_1	XP_031555051.1_PF00097_1_1
XP_031555050.1_PF00097_1_1	XP_031555052.1_PF00097_1_1
XP_031555050.1_PF00097_1_1	XP_031555053.1_PF00097_1_1
XP_031555050.1_PF00097_1_1	KAK3740050.1_PF00097_1_1
XP_031558388.1_PF00097_1_1	XP_031558388.1_PF00097_1_1
XP_031558388.1_PF00097_1_1	XP_031558390.1_PF00097_1_1
XP_031558388.1_PF00097_1_1	XP_031558391.1_PF00097_1_1
XP_031558388.1_PF00097_1_1	XP_031558392.1_PF00097_1_1
XP_031558388.1_PF00097_1_1	XP_031558393.1_PF00097_1_1
XP_031558388.1_PF00097_1_1	XP_031558394.1_PF00097_1_1
XP_031558388.1_PF00097_1_1	XP_031558395.1_PF00097_1_1
XP_031558388.1_PF00097_1_1	XP_031558396.1_PF00097_1_1
XP_031558388.1_PF00097_1_1	XP_031558397.1_PF00097_1_1
XP_031568439.1_PF00097_1_1	XP_031568439.1_PF00097_1_1
XP_031570478.1_PF00097_1_1	XP_031570478.1_PF00097_1_1
XP_031570478.1_PF00097_1_1	XP_031570479.1_PF00097_1_1
XP_031570478.1_PF00097_1_1	XP_031570480.1_PF00097_1_1
XP_031570478.1_PF00097_1_1	XP_031570482.1_PF00097_1_1
XP_031570478.1_PF00097_1_1	XP_031570483.1_PF00097_1_1
XP_031570478.1_PF00097_1_1	XP_031570484.1_PF00097_1_1
XP_031572712.1_PF00097_1_1	XP_031572712.1_PF00097_1_1
XP_031572712.1_PF00097_1_1	XP_031565616.1_PF00097_1_1
XP_031572712.1_PF00097_1_1	XP_031572713.1_PF00097_1_1
XP_029186973.2_PF00097_1_1	XP_029186973.2_PF00097_1_1
XP_029186973.2_PF00097_1_1	XP_029186973.1_PF00097_1_1
XP_029186973.2_PF00097_1_1	XP_044174866.1_PF00097_1_1
XP_029186973.2_PF00097_1_1	XP_067052168.1_PF00097_1_1
XP_029186973.2_PF00097_1_1	XP_067052175.1_PF00097_1_1
XP_029186973.2_PF00097_1_1	XP_067052176.1_PF00097_1_1
XP_029186973.2_PF00097_1_1	XP_067052177.1_PF00097_1_1
XP_029186973.2_PF00097_1_1	XP_067054385.1_PF00097_1_1
XP_029186973.2_PF00097_1_1	XP_067054909.1_PF00097_1_1
XP_044174908.1_PF00097_1_1	XP_044174908.1_PF00097_1_1
XP_046848212.1_PF00097_1_1	XP_046848212.1_PF00097_1_1
XP_046849153.1_PF00097_1_1	XP_046849153.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855200.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855196.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855608.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855609.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855610.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855611.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855612.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855613.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855614.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855615.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855616.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855623.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855624.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855628.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855629.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855631.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855633.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855634.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855635.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855637.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855663.1_PF00097_1_1
XP_046855200.1_PF00097_1_1	XP_046855665.1_PF00097_1_1
XP_046855619.1_PF00097_1_1	XP_046855619.1_PF00097_1_1
XP_046855619.1_PF00097_1_1	XP_046855204.1_PF00097_1_1
XP_046855622.1_PF00097_1_1	XP_046855622.1_PF00097_1_1
XP_046864486.1_PF00097_1_1	XP_046864486.1_PF00097_1_1
XP_046864486.1_PF00097_1_1	XP_046864487.1_PF00097_1_1
XP_046864486.1_PF00097_1_1	XP_046864488.1_PF00097_1_1
XP_046864486.1_PF00097_1_1	XP_046864489.1_PF00097_1_1
XP_058940193.1_PF00097_1_1	XP_058940193.1_PF00097_1_1
XP_058940193.1_PF00097_1_1	CAH3037733.1_PF00097_1_1
XP_058940193.1_PF00097_1_1	CAH3037735.1_PF00097_1_1
XP_058940193.1_PF00097_1_1	XP_020613332.1_PF00097_1_1
XP_058940193.1_PF00097_1_1	XP_027060193.1_PF00097_1_1
XP_058940193.1_PF00097_1_1	XP_058955373.1_PF00097_1_1
XP_058940193.1_PF00097_1_1	XP_058957789.1_PF00097_1_1
XP_058940193.1_PF00097_1_1	XP_066020838.1_PF00097_1_1
XP_058940193.1_PF00097_1_1	XP_066020839.1_PF00097_1_1
XP_058940193.1_PF00097_1_1	CAH3043084.1_PF00097_1_1
XP_058940193.1_PF00097_1_1	CAH3170364.1_PF00097_1_1
XP_058940193.1_PF00097_1_1	CAH3041632.1_PF00097_1_1
XP_058940193.1_PF00097_1_1	CAH3183528.1_PF00097_1_1
XP_058940193.1_PF00097_1_1	XP_073244846.1_PF00097_1_1
XP_058947887.1_PF00097_1_1	XP_058947887.1_PF00097_1_1
XP_058947887.1_PF00097_1_1	XP_058947888.1_PF00097_1_1
XP_058947887.1_PF00097_1_1	XP_058947887.2_PF00097_1_1
XP_058947887.1_PF00097_1_1	XP_068751770.1_PF00097_1_1
XP_058947887.1_PF00097_1_1	XP_068751771.1_PF00097_1_1
XP_058947887.1_PF00097_1_1	XP_068751772.1_PF00097_1_1
XP_058947887.1_PF00097_1_1	XP_068751773.1_PF00097_1_1
XP_058947887.1_PF00097_1_1	XP_068751774.1_PF00097_1_1
XP_058947887.1_PF00097_1_1	XP_068688041.1_PF00097_1_1
XP_058964588.1_PF00097_1_1	XP_058964588.1_PF00097_1_1
XP_058964588.1_PF00097_1_1	XP_058964588.2_PF00097_1_1
XP_067051967.1_PF00097_1_1	XP_067051967.1_PF00097_1_1
XP_067052825.1_PF00097_1_1	XP_067052825.1_PF00097_1_1
XP_067052825.1_PF00097_1_1	XP_067052824.1_PF00097_1_1
XP_068669883.1_PF00097_1_1	XP_068669883.1_PF00097_1_1
XP_068682110.1_PF00097_1_1	XP_068682110.1_PF00097_1_1
XP_068682110.1_PF00097_1_1	XP_068731080.1_PF00097_1_1
XP_068682694.1_PF00097_1_1	XP_068682694.1_PF00097_1_1
XP_068682694.1_PF00097_1_1	XP_068731079.1_PF00097_1_1
XP_068682806.1_PF00097_1_1	XP_068682806.1_PF00097_1_1
XP_068682806.1_PF00097_1_1	XP_068730040.1_PF00097_1_1
XP_068682806.1_PF00097_1_1	XP_068730713.1_PF00097_1_1
XP_068682806.1_PF00097_1_1	XP_068683093.1_PF00097_1_1
XP_068682806.1_PF00097_1_1	KAK2560917.1_PF00097_1_1
XP_068682806.1_PF00097_1_1	XP_015758364.1_PF00097_1_1
XP_068682806.1_PF00097_1_1	XP_029189366.1_PF00097_1_1
XP_068682806.1_PF00097_1_1	XP_029189366.2_PF00097_1_1
XP_068682806.1_PF00097_1_1	XP_067024770.1_PF00097_1_1
XP_068684553.1_PF00097_1_1	XP_068684553.1_PF00097_1_1
XP_068684553.1_PF00097_1_1	XP_068682695.1_PF00097_1_1
XP_068684553.1_PF00097_1_1	XP_073249990.1_PF00097_1_1
XP_068688042.1_PF00097_1_1	XP_068688042.1_PF00097_1_1
XP_068688042.1_PF00097_1_1	CAH3150019.1_PF00097_1_1
XP_068688042.1_PF00097_1_1	XP_022787383.1_PF00097_1_1
XP_068688042.1_PF00097_1_1	XP_068688043.1_PF00097_1_1
XP_068688042.1_PF00097_1_1	XP_068688044.1_PF00097_1_1
XP_001627337.3_PF00097_1_1	XP_001627337.3_PF00097_1_1
XP_001627337.3_PF00097_1_1	XP_001627337.2_PF00097_1_1
KAJ7365566.1_PF00097_1_1	KAJ7365566.1_PF00097_1_1
KAJ7365566.1_PF00097_1_1	CAH3143860.1_PF00097_1_1
KAJ7365566.1_PF00097_1_1	KAK2560916.1_PF00097_1_1
KAJ7365566.1_PF00097_1_1	CAH3195770.1_PF00097_1_1
KAJ7365566.1_PF00097_1_1	CAH3111634.1_PF00097_1_1
KAJ7365566.1_PF00097_1_1	XP_015758361.1_PF00097_1_1
KAJ7365566.1_PF00097_1_1	XP_029189387.1_PF00097_1_1
