KAJ7390115.1_bounded_37-242|SP_cnidaria	KAJ7390115.1_bounded_37-242|SP_cnidaria
MU825420.1_K04564_3d91ab54_with_leader_u34_PF00081_M_bounded_37-227|SP_cnidaria	MU825420.1_K04564_3d91ab54_with_leader_u34_PF00081_M_bounded_37-227|SP_cnidaria
JAUJYZ010000745.1_K04564_47603ed6_with_leader_u31_PF00081_M_bounded_34-219|SP_cnidaria	JAUJYZ010000745.1_K04564_47603ed6_with_leader_u31_PF00081_M_bounded_34-219|SP_cnidaria
KAK3736516.1_bounded_34-235|SP_cnidaria	KAK3736516.1_bounded_34-235|SP_cnidaria
CM106378.1_K04564_64fa28d1_with_leader_u33_PF00081_M_bounded_36-222|SP_cnidaria	CM106378.1_K04564_64fa28d1_with_leader_u33_PF00081_M_bounded_36-222|SP_cnidaria
CAB3989857.1_bounded_38-241|SP_cnidaria	CAB3989857.1_bounded_38-241|SP_cnidaria
CACRXK020001562.1_K04564_ba438d0e_with_leader_u35_PF00081_M_bounded_38-224|SP_cnidaria	CACRXK020001562.1_K04564_ba438d0e_with_leader_u35_PF00081_M_bounded_38-224|SP_cnidaria
CAH3113625.1_bounded_38-240|SP_cnidaria	CAH3113625.1_bounded_38-240|SP_cnidaria
CALNXK010000026.1_K04564_ed584393_with_leader_u35_PF00081_anchor_M_bounded_38-224|SP_cnidaria	CALNXK010000026.1_K04564_ed584393_with_leader_u35_PF00081_anchor_M_bounded_38-224|SP_cnidaria
NW_001834379.1_K04564_218b7627_with_leader_u35_PF00081_M_bounded_38-223|SP_cnidaria	NW_001834379.1_K04564_218b7627_with_leader_u35_PF00081_M_bounded_38-223|SP_cnidaria
XP_032242609.1_bounded_38-239|SP_cnidaria	XP_032242609.1_bounded_38-239|SP_cnidaria
NW_018385051.1_K04564_bf905449_with_leader_u32_PF00081_M_bounded_35-219|SP_cnidaria	NW_018385051.1_K04564_bf905449_with_leader_u32_PF00081_M_bounded_35-219|SP_cnidaria
XP_020896468.1_bounded_35-236|SP_cnidaria	XP_020896468.1_bounded_35-236|SP_cnidaria
NW_019217915.1_K04564_8c7a1a6e_with_leader_u35_PF00081_M_bounded_38-225|SP_cnidaria	NW_019217915.1_K04564_8c7a1a6e_with_leader_u35_PF00081_M_bounded_38-225|SP_cnidaria
XP_022789717.1_bounded_38-240|SP_cnidaria	XP_022789717.1_bounded_38-240|SP_cnidaria
XP_027045969.1_bounded_38-240|SP_cnidaria	XP_027045969.1_bounded_38-240|SP_cnidaria
XP_027045969.1_bounded_38-240|SP_cnidaria	XP_058945240.1_bounded_38-240|SP_cnidaria
XP_027045969.1_bounded_38-240|SP_cnidaria	XP_058945240.2_bounded_38-240|SP_cnidaria
NW_021163045.1_K04564_93184bc0_with_leader_u35_PF00081_M_bounded_38-224|SP_cnidaria	NW_021163045.1_K04564_93184bc0_with_leader_u35_PF00081_M_bounded_38-224|SP_cnidaria
XP_028402961.1_bounded_38-241|SP_cnidaria	XP_028402961.1_bounded_38-241|SP_cnidaria
XP_065051554.1_bounded_37-238|SP_cnidaria	XP_065051554.1_bounded_37-238|SP_cnidaria
NW_026709483.1_K04564_f6c44c1b_with_leader_u35_PF00081_M_bounded_38-228|SP_cnidaria	NW_026709483.1_K04564_f6c44c1b_with_leader_u35_PF00081_M_bounded_38-228|SP_cnidaria
NW_026709483.1_K04564_f6c44c1b_with_leader_u35_PF00081_M_bounded_38-228|SP_cnidaria	NC_089313.1_K04564_d4ce240d_with_leader_u35_PF00081_M_bounded_38-227|SP_cnidaria
MPSW01001707.1_K04564_7b9e297c_with_leader_u26_PF00081_M_bounded_29-216|mT_cnidaria	MPSW01001707.1_K04564_7b9e297c_with_leader_u26_PF00081_M_bounded_29-216|mT_cnidaria
MPSW01001707.1_K04564_7b9e297c_with_leader_u26_PF00081_M_bounded_29-216|mT_cnidaria	OZ116702.1_K04564_7a632fe8_with_leader_u26_PF00081_M_bounded_29-216|mT_cnidaria
RDEB01000110.1_K04564_86e229fd_with_leader_u26_PF00081_M_bounded_29-211|mT_cnidaria	RDEB01000110.1_K04564_86e229fd_with_leader_u26_PF00081_M_bounded_29-211|mT_cnidaria
BLAZ01000169.1_K04564_9f65b912_with_leader_u27_PF00081_M_bounded_30-211|mT_cnidaria	BLAZ01000169.1_K04564_9f65b912_with_leader_u27_PF00081_M_bounded_30-211|mT_cnidaria
BLAZ01000169.1_K04564_9f65b912_with_leader_u27_PF00081_M_bounded_30-211|mT_cnidaria	BLFE01002088.1_K04564_10e43317_with_leader_u27_PF00081_M_bounded_30-211|mT_cnidaria
BLAZ01000169.1_K04564_9f65b912_with_leader_u27_PF00081_M_bounded_30-211|mT_cnidaria	JARQWQ010000030.1_K04564_a7361c5a_with_leader_u27_PF00081_M_bounded_30-211|mT_cnidaria
BLAZ01000169.1_K04564_9f65b912_with_leader_u27_PF00081_M_bounded_30-211|mT_cnidaria	NC_058072.1_K04564_d76f083e_with_leader_u27_PF00081_M_bounded_30-211|mT_cnidaria
BLAZ01000169.1_K04564_9f65b912_with_leader_u27_PF00081_M_bounded_30-211|mT_cnidaria	NC_090047.1_K04564_9ff9e7e6_with_leader_u27_PF00081_M_bounded_30-211|mT_cnidaria
BLEZ01003184.1_K04564_dc8bf6ad_with_leader_u27_PF00081_M_bounded_30-213|mT_cnidaria	BLEZ01003184.1_K04564_dc8bf6ad_with_leader_u27_PF00081_M_bounded_30-213|mT_cnidaria
BLEZ01003184.1_K04564_dc8bf6ad_with_leader_u27_PF00081_M_bounded_30-213|mT_cnidaria	NC_058072.1_K04564_e7306cec_with_leader_u27_PF00081_M_bounded_30-213|mT_cnidaria
JAJLRJ010000007.1_K04564_fcb962ee_with_leader_u25_PF00081_M_bounded_28-212|mT_cnidaria	JAJLRJ010000007.1_K04564_fcb962ee_with_leader_u25_PF00081_M_bounded_28-212|mT_cnidaria
KAJ7371307.1_bounded_29-215|mT_cnidaria	KAJ7371307.1_bounded_29-215|mT_cnidaria
MU826849.1_K04564_291d850d_with_leader_u26_PF00081_M_bounded_29-213|mT_cnidaria	MU826849.1_K04564_291d850d_with_leader_u26_PF00081_M_bounded_29-213|mT_cnidaria
JAUJYZ010000740.1_K04564_87e6c451_with_leader_u26_PF00081_anchor_M_bounded_29-209|mT_cnidaria	JAUJYZ010000740.1_K04564_87e6c451_with_leader_u26_PF00081_anchor_M_bounded_29-209|mT_cnidaria
KAK3736644.1_bounded_29-215|mT_cnidaria	KAK3736644.1_bounded_29-215|mT_cnidaria
CM106374.1_K04564_529830d2_with_leader_u26_PF00081_M_bounded_29-213|mT_cnidaria	CM106374.1_K04564_529830d2_with_leader_u26_PF00081_M_bounded_29-213|mT_cnidaria
CAH3015114.1_with_leader_u26_PF00081_M_bounded_29-215|mT_cnidaria	CAH3015114.1_with_leader_u26_PF00081_M_bounded_29-215|mT_cnidaria
CAH3015114.1_with_leader_u26_PF00081_M_bounded_29-215|mT_cnidaria	CAH3015114.1_with_leader_u17_PF00081_M_bounded_20-206|mT_cnidaria
CAH3015114.1_with_leader_u26_PF00081_M_bounded_29-215|mT_cnidaria	CAH3121122.1_bounded_29-215|mT_cnidaria
CAH3015114.1_with_leader_u26_PF00081_M_bounded_29-215|mT_cnidaria	CAH3121122.1_with_leader_u17_PF00081_M_bounded_20-206|mT_cnidaria
CAH3015114.1_with_leader_u26_PF00081_M_bounded_29-215|mT_cnidaria	XP_073236307.1_bounded_29-215|mT_cnidaria
CAH3015114.1_with_leader_u26_PF00081_M_bounded_29-215|mT_cnidaria	XP_073236307.1_with_leader_u17_PF00081_M_bounded_20-206|mT_cnidaria
CALNXI010000019.1_K04564_9c58f698_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	CALNXI010000019.1_K04564_9c58f698_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria
CALNXI010000019.1_K04564_9c58f698_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	CALNXI010000019.1_K04564_9c58f698_with_leader_u17_PF00081_M_bounded_20-203|mT_cnidaria
CALNXI010000019.1_K04564_9c58f698_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	CALNXK010000035.1_K04564_4c740ac6_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria
CALNXI010000019.1_K04564_9c58f698_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	CALNXK010000035.1_K04564_4c740ac6_with_leader_u17_PF00081_M_bounded_20-203|mT_cnidaria
CALNXI010000019.1_K04564_9c58f698_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	NC_133203.1_K04564_101605b8_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria
CALNXI010000019.1_K04564_9c58f698_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	NC_133203.1_K04564_101605b8_with_leader_u17_PF00081_M_bounded_20-203|mT_cnidaria
CAH3154858.1_bounded_29-215|mT_cnidaria	CAH3154858.1_bounded_29-215|mT_cnidaria
CAH3154858.1_bounded_29-215|mT_cnidaria	XP_058961470.1_bounded_29-215|mT_cnidaria
CALNXJ010000056.1_K04564_bcab822f_with_leader_u26_PF00081_M_bounded_29-211|mT_cnidaria	CALNXJ010000056.1_K04564_bcab822f_with_leader_u26_PF00081_M_bounded_29-211|mT_cnidaria
NW_001834409.1_K04564_dd4ebe9b_with_leader_u23_PF00081_M_bounded_26-207|mT_cnidaria	NW_001834409.1_K04564_dd4ebe9b_with_leader_u23_PF00081_M_bounded_26-207|mT_cnidaria
XP_001641079.1_bounded_26-212|mT_cnidaria	XP_001641079.1_bounded_26-212|mT_cnidaria
NW_018384609.1_K04564_9ada1ad3_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	NW_018384609.1_K04564_9ada1ad3_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria
XP_020892835.1_bounded_29-215|mT_cnidaria	XP_020892835.1_bounded_29-215|mT_cnidaria
XP_020624989.1_bounded_29-215|mT_cnidaria	XP_020624989.1_bounded_29-215|mT_cnidaria
NW_019218106.1_K04564_a8e289e7_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	NW_019218106.1_K04564_a8e289e7_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria
NW_019218106.1_K04564_a8e289e7_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	NW_019218106.1_K04564_a8e289e7_with_leader_u25_PF00081_M_bounded_28-211|mT_cnidaria
XP_022799031.1_bounded_29-215|mT_cnidaria	XP_022799031.1_bounded_29-215|mT_cnidaria
XP_022799031.1_bounded_29-215|mT_cnidaria	XP_022799031.1_with_leader_u25_PF00081_M_bounded_28-214|mT_cnidaria
NW_020845403.1_K04564_b41b5453_with_leader_u26_PF00081_M_bounded_29-221|mT_cnidaria	NW_020845403.1_K04564_b41b5453_with_leader_u26_PF00081_M_bounded_29-221|mT_cnidaria
NW_021126546.1_K04564_2e4adbc0_with_leader_u27_PF00081_M_bounded_30-213|mT_cnidaria	NW_021126546.1_K04564_2e4adbc0_with_leader_u27_PF00081_M_bounded_30-213|mT_cnidaria
NW_021163057.1_K04564_58bba69c_with_leader_u28_PF00081_M_bounded_31-214|mT_cnidaria	NW_021163057.1_K04564_58bba69c_with_leader_u28_PF00081_M_bounded_31-214|mT_cnidaria
XP_028405302.1_with_leader_u28_PF00081_M_bounded_31-217|mT_cnidaria	XP_028405302.1_with_leader_u28_PF00081_M_bounded_31-217|mT_cnidaria
NW_022259326.1_K04564_c5c784a5_with_leader_u26_PF00081_M_bounded_29-214|mT_cnidaria	NW_022259326.1_K04564_c5c784a5_with_leader_u26_PF00081_M_bounded_29-214|mT_cnidaria
XP_031555730.1_bounded_29-215|mT_cnidaria	XP_031555730.1_bounded_29-215|mT_cnidaria
XP_065052710.1_bounded_27-213|mT_cnidaria	XP_065052710.1_bounded_27-213|mT_cnidaria
XP_029200276.2_bounded_30-216|mT_cnidaria	XP_029200276.2_bounded_30-216|mT_cnidaria
XP_029200276.2_bounded_30-216|mT_cnidaria	XP_044179376.1_bounded_30-216|mT_cnidaria
XP_029200276.2_bounded_30-216|mT_cnidaria	XP_067022095.1_bounded_30-216|mT_cnidaria
NW_025813402.1_K04564_d3bead77_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	NW_025813402.1_K04564_d3bead77_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria
XP_046848022.1_bounded_29-215|mT_cnidaria	XP_046848022.1_bounded_29-215|mT_cnidaria
NW_026710474.1_K04564_6393b7b3_with_leader_u26_PF00081_M_bounded_29-209|mT_cnidaria	NW_026710474.1_K04564_6393b7b3_with_leader_u26_PF00081_M_bounded_29-209|mT_cnidaria
NC_089321.1_K04564_80b85b49_with_leader_u26_PF00081_M_bounded_29-209|mT_cnidaria	NC_089321.1_K04564_80b85b49_with_leader_u26_PF00081_M_bounded_29-209|mT_cnidaria
NC_090883.1_K04564_15cd5c3b_with_leader_u26_PF00081_M_bounded_29-211|mT_cnidaria	NC_090883.1_K04564_15cd5c3b_with_leader_u26_PF00081_M_bounded_29-211|mT_cnidaria
NC_090883.1_K04564_15cd5c3b_with_leader_u26_PF00081_M_bounded_29-211|mT_cnidaria	NC_090876.1_K04564_d2caed50_with_leader_u26_PF00081_M_bounded_29-211|mT_cnidaria
XP_068741652.1_bounded_29-216|mT_cnidaria	XP_068741652.1_bounded_29-216|mT_cnidaria
XP_068741652.1_bounded_29-216|mT_cnidaria	XP_068715352.1_bounded_29-216|mT_cnidaria
NC_088930.1_K04564_c6107477_with_leader_u22_PF00081_M_bounded_25-208|mT_cnidaria	NC_088930.1_K04564_c6107477_with_leader_u22_PF00081_M_bounded_25-208|mT_cnidaria
NP_001296665.1_bounded_25-211|mT_cnidaria	NP_001296665.1_bounded_25-211|mT_cnidaria
Q9AXR7_LpSOD_bounded_28-216|reference|Lingulaulax_polyedra|Fe	Q9AXR7_LpSOD_bounded_28-216|reference|Lingulaulax_polyedra|Fe
Q8IAY6_alve_bounded_4-188|reference|Plasmodium_falciparum_(isolate_3D7)|Fe	Q8IAY6_alve_bounded_4-188|reference|Plasmodium_falciparum_(isolate_3D7)|Fe
Q8IAY6_alve_bounded_4-188|reference|Plasmodium_falciparum_(isolate_3D7)|Fe	Q9TW89_alve_bounded_4-188|reference|Plasmodium_falciparum|Fe
Q8IAY6_alve_bounded_4-188|reference|Plasmodium_falciparum_(isolate_3D7)|Fe	Q27740_alve_bounded_4-188|reference|Plasmodium_falciparum_(isolate_HB3)|Fe
P77968_cyan_bounded_4-192|reference|Synechocystis_sp._(strain_ATCC_27184_/_PCC_6803_/_Kazusa)|Fe	P77968_cyan_bounded_4-192|reference|Synechocystis_sp._(strain_ATCC_27184_/_PCC_6803_/_Kazusa)|Fe
P50061_cyan_bounded_4-193|reference|Leptolyngbya_boryana|Fe	P50061_cyan_bounded_4-193|reference|Leptolyngbya_boryana|Fe
P18655_cyan_bounded_4-192|reference|Synechococcus_elongatus_(strain_ATCC_33912_/_PCC_7942_/_FACHB-805)|Fe	P18655_cyan_bounded_4-192|reference|Synechococcus_elongatus_(strain_ATCC_33912_/_PCC_7942_/_FACHB-805)|Fe
P50059_cyan_bounded_4-195|reference|Leptolyngbya_boryana|Mn	P50059_cyan_bounded_4-195|reference|Leptolyngbya_boryana|Mn
P50060_cyan_bounded_34-225|reference|Leptolyngbya_boryana|Mn	P50060_cyan_bounded_34-225|reference|Leptolyngbya_boryana|Mn
P50058_cyan_bounded_45-238|reference|Leptolyngbya_boryana|Mn	P50058_cyan_bounded_45-238|reference|Leptolyngbya_boryana|Mn
Q2UZU7_diat_bounded_4-193|reference|Conticribra_weissflogii|Fe	Q2UZU7_diat_bounded_4-193|reference|Conticribra_weissflogii|Fe
B7G0L6_diat_bounded_3-198|reference|Phaeodactylum_tricornutum_(strain_CCAP_1055/1)|Fe	B7G0L6_diat_bounded_3-198|reference|Phaeodactylum_tricornutum_(strain_CCAP_1055/1)|Fe
A0A1E7FFE8_diat_bounded_44-213|reference|Fragilariopsis_cylindrus_CCMP1102|Fe	A0A1E7FFE8_diat_bounded_44-213|reference|Fragilariopsis_cylindrus_CCMP1102|Fe
B7FPQ3_diat_bounded_45-218|reference|Phaeodactylum_tricornutum_(strain_CCAP_1055/1)|Mn	B7FPQ3_diat_bounded_45-218|reference|Phaeodactylum_tricornutum_(strain_CCAP_1055/1)|Mn
P0AGD3_ente_bounded_4-187|reference|Escherichia_coli_(strain_K12)|Fe	P0AGD3_ente_bounded_4-187|reference|Escherichia_coli_(strain_K12)|Fe
P0AGD3_ente_bounded_4-187|reference|Escherichia_coli_(strain_K12)|Fe	P0AGD4_ente_bounded_4-187|reference|Escherichia_coli_O6:H1_(strain_CFT073_/_ATCC_700928_/_UPEC)|Fe
P0AGD3_ente_bounded_4-187|reference|Escherichia_coli_(strain_K12)|Fe	P0AGD6_ente_bounded_4-187|reference|Shigella_flexneri|Fe
P57286_ente_bounded_4-197|reference|Buchnera_aphidicola_subsp._Acyrthosiphon_pisum_(strain_APS)|Mn	P57286_ente_bounded_4-197|reference|Buchnera_aphidicola_subsp._Acyrthosiphon_pisum_(strain_APS)|Mn
Q8K9V4_ente_bounded_4-197|reference|Buchnera_aphidicola_subsp._Schizaphis_graminum_(strain_Sg)|Mn	Q8K9V4_ente_bounded_4-197|reference|Buchnera_aphidicola_subsp._Schizaphis_graminum_(strain_Sg)|Mn
P00448_ente_bounded_4-198|reference|Escherichia_coli_(strain_K12)|Mn	P00448_ente_bounded_4-198|reference|Escherichia_coli_(strain_K12)|Mn
P43019_ente_bounded_4-198|reference|Salmonella_typhimurium_(strain_LT2_/_SGSC1412_/_ATCC_700720)|Mn	P43019_ente_bounded_4-198|reference|Salmonella_typhimurium_(strain_LT2_/_SGSC1412_/_ATCC_700720)|Mn
Q9P4T6_fung_bounded_4-187|reference|Agaricus_bisporus|Mn	Q9P4T6_fung_bounded_4-187|reference|Agaricus_bisporus|Mn
Q92429_fung_bounded_4-191|reference|Ganoderma_microsporum|Mn	Q92429_fung_bounded_4-191|reference|Ganoderma_microsporum|Mn
Q877B6_fung_bounded_6-194|reference|Aspergillus_oryzae_(strain_ATCC_42149_/_RIB_40)|Mn	Q877B6_fung_bounded_6-194|reference|Aspergillus_oryzae_(strain_ATCC_42149_/_RIB_40)|Mn
O75007_fung_bounded_7-196|reference|Penicillium_chrysogenum|Mn	O75007_fung_bounded_7-196|reference|Penicillium_chrysogenum|Mn
Q42684_gree_bounded_4-204|reference|Chlamydomonas_reinhardtii|Mn	Q42684_gree_bounded_4-204|reference|Chlamydomonas_reinhardtii|Mn
P22302_land_bounded_3-193|reference|Nicotiana_plumbaginifolia|Fe	P22302_land_bounded_3-193|reference|Nicotiana_plumbaginifolia|Fe
P21276_land_bounded_12-200|reference|Arabidopsis_thaliana|Fe	P21276_land_bounded_12-200|reference|Arabidopsis_thaliana|Fe
P28759_land_bounded_28-234|reference|Glycine_max|Fe	P28759_land_bounded_28-234|reference|Glycine_max|Fe
Q5VSB7_land_bounded_44-234|reference|Oryza_sativa_subsp._japonica|Fe	Q5VSB7_land_bounded_44-234|reference|Oryza_sativa_subsp._japonica|Fe
P11796_land_bounded_29-219|reference|Nicotiana_plumbaginifolia|Mn	P11796_land_bounded_29-219|reference|Nicotiana_plumbaginifolia|Mn
O49066_land_bounded_29-219|reference|Capsicum_annuum|Mn	O49066_land_bounded_29-219|reference|Capsicum_annuum|Mn
Q9SM64_land_bounded_29-219|reference|Prunus_persica|Mn	Q9SM64_land_bounded_29-219|reference|Prunus_persica|Mn
Q8HXP1_mamm_bounded_3-189|reference|Sapajus_apella|Mn	Q8HXP1_mamm_bounded_3-189|reference|Sapajus_apella|Mn
Q8HXP1_mamm_bounded_3-189|reference|Sapajus_apella|Mn	P04179_Hs_bounded_27-213|reference|Homo_sapiens|Mn
Q8HXP4_mamm_bounded_3-189|reference|Macaca_fuscata_fuscata|Mn	Q8HXP4_mamm_bounded_3-189|reference|Macaca_fuscata_fuscata|Mn
Q8HXP4_mamm_bounded_3-189|reference|Macaca_fuscata_fuscata|Mn	Q8HXP5_mamm_bounded_3-189|reference|Hylobates_lar|Mn
OLP88777.1_with_leader_u60_PF00081_M_to_K04564_1935_bounded_63-255|SP_cTP_algae	OLP88777.1_with_leader_u60_PF00081_M_to_K04564_1935_bounded_63-255|SP_cTP_algae
OLP99006.1_with_leader_u58_PF00081_M_to_K04564_1204_bounded_61-253|SP_cTP_algae	OLP99006.1_with_leader_u58_PF00081_M_to_K04564_1204_bounded_61-253|SP_cTP_algae
BGPT01000358.1_K04564_070be8c8_with_leader_u54_PF00081_M_to_K04564_203_bounded_57-255|SP_cTP_algae	BGPT01000358.1_K04564_070be8c8_with_leader_u54_PF00081_M_to_K04564_203_bounded_57-255|SP_cTP_algae
