target name	accession	tlen	query name	accession	qlen	seq e-value	seq score	seq bias	dom #	dom total	dom c-Evalue	dom i-Evalue	dom score	dom bias	hmm from	hmm to	ali from	ali to	env from	env to	acc	description
siderastrea_host_TRINITY_DN434783_c2_g2_i2.p1_with_leader_u26_PF00081_M_bounded_29-215|siderastrea_radians|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	3.5e-116	378.7	0.6	1	1	3.9e-116	3.9e-116	378.5	0.6	1	187	1	187	1	187	1.00	-
XP_031555730.1_to_K04564_223_bounded_29-215|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	1.1e-115	377.0	0.4	1	1	1.2e-115	1.2e-115	376.9	0.4	1	187	1	187	1	187	1.00	-
XP_001641079.1_to_K04564_220_bounded_26-212|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	7.7e-115	374.3	0.1	1	1	8.6e-115	8.6e-115	374.1	0.1	1	187	1	187	1	187	1.00	-
XP_020892835.1_to_K04564_222_bounded_29-215|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	3.1e-114	372.3	0.6	1	1	3.4e-114	3.4e-114	372.1	0.6	1	187	1	187	1	187	1.00	-
KAK3736644.1_to_K04564_222_bounded_29-215|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	7.1e-114	371.1	0.6	1	1	7.9e-114	7.9e-114	371.0	0.6	2	187	2	187	1	187	0.99	-
CM106374.1_K04564_529830d2_with_leader_u26_PF00081_M_to_K04564_196_bounded_29-213|mT_cnidaria	-	185	mt_MnSOD_cnidaria_mature	-	187	1e-113	370.6	1.1	1	1	1.1e-113	1.1e-113	370.5	1.1	1	187	1	185	1	185	0.99	-
XP_068715352.1_to_K04564_224_bounded_29-216|mT_cnidaria	-	188	mt_MnSOD_cnidaria_mature	-	187	3e-112	365.8	0.5	1	1	3.4e-112	3.4e-112	365.7	0.5	1	187	1	188	1	188	0.99	-
MU826849.1_K04564_291d850d_with_leader_u26_PF00081_M_to_K04564_196_bounded_29-213|mT_cnidaria	-	185	mt_MnSOD_cnidaria_mature	-	187	8e-112	364.4	0.8	1	1	8.9e-112	8.9e-112	364.3	0.8	1	187	1	185	1	185	0.99	-
XP_068741652.1_to_K04564_224_bounded_29-216|mT_cnidaria	-	188	mt_MnSOD_cnidaria_mature	-	187	1.1e-111	364.0	0.4	1	1	1.2e-111	1.2e-111	363.9	0.4	1	187	1	188	1	188	0.99	-
JAJLRJ010000007.1_K04564_fcb962ee_with_leader_u25_PF00081_M_to_K04564_195_bounded_28-212|mT_cnidaria	-	185	mt_MnSOD_cnidaria_mature	-	187	1.3e-111	363.8	0.4	1	1	1.4e-111	1.4e-111	363.6	0.4	1	187	1	185	1	185	0.99	-
XP_065052710.1_to_K04564_221_bounded_27-213|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	1.3e-111	363.8	0.2	1	1	1.4e-111	1.4e-111	363.6	0.2	1	187	1	187	1	187	1.00	-
CALNXK010000035.1_K04564_4c740ac6_with_leader_u17_PF00081_M_to_K04564_195_bounded_20-203|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	2.2e-111	363.0	0.3	1	1	2.5e-111	2.5e-111	362.8	0.3	1	187	1	184	1	184	0.99	-
CALNXK010000035.1_K04564_4c740ac6_with_leader_u26_PF00081_M_to_K04564_195_bounded_29-212|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	2.2e-111	363.0	0.3	1	1	2.5e-111	2.5e-111	362.8	0.3	1	187	1	184	1	184	0.99	-
CALNXI010000019.1_K04564_9c58f698_with_leader_u17_PF00081_M_to_K04564_195_bounded_20-203|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	3.2e-111	362.5	0.3	1	1	3.6e-111	3.6e-111	362.3	0.3	1	187	1	184	1	184	0.99	-
CALNXI010000019.1_K04564_9c58f698_with_leader_u26_PF00081_M_to_K04564_195_bounded_29-212|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	3.2e-111	362.5	0.3	1	1	3.6e-111	3.6e-111	362.3	0.3	1	187	1	184	1	184	0.99	-
NC_133203.1_K04564_101605b8_with_leader_u17_PF00081_M_to_K04564_195_bounded_20-203|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	5.1e-111	361.8	0.3	1	1	5.7e-111	5.7e-111	361.7	0.3	1	187	1	184	1	184	0.99	-
NC_133203.1_K04564_101605b8_with_leader_u26_PF00081_M_to_K04564_195_bounded_29-212|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	5.1e-111	361.8	0.3	1	1	5.7e-111	5.7e-111	361.7	0.3	1	187	1	184	1	184	0.99	-
NW_026710474.1_K04564_6393b7b3_with_leader_u26_PF00081_M_to_K04564_192_bounded_29-209|mT_cnidaria	-	181	mt_MnSOD_cnidaria_mature	-	187	1.9e-110	359.9	0.6	1	1	2.1e-110	2.1e-110	359.8	0.6	1	187	1	181	1	181	0.99	-
NW_001834409.1_K04564_dd4ebe9b_with_leader_u23_PF00081_M_to_K04564_201_bounded_26-207|mT_cnidaria	-	182	mt_MnSOD_cnidaria_mature	-	187	1.3e-109	357.2	0.4	1	1	1.4e-109	1.4e-109	357.1	0.4	1	187	1	182	1	182	0.99	-
XP_028405302.1_with_leader_u28_PF00081_M_to_K04564_175_bounded_31-217|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	2.1e-109	356.5	0.3	1	1	2.4e-109	2.4e-109	356.4	0.3	1	187	1	187	1	187	1.00	-
XP_067022095.1_to_K04564_223_bounded_30-216|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	7.4e-109	354.8	0.4	1	1	8.2e-109	8.2e-109	354.6	0.4	1	187	1	187	1	187	1.00	-
OZ116702.1_K04564_7a632fe8_with_leader_u26_PF00081_M_to_K04564_199_bounded_29-216|mT_cnidaria	-	188	mt_MnSOD_cnidaria_mature	-	187	8.8e-109	354.5	0.4	1	1	1e-108	1e-108	354.3	0.4	1	187	1	188	1	188	0.97	-
MPSW01001707.1_K04564_7b9e297c_with_leader_u26_PF00081_M_to_K04564_199_bounded_29-216|mT_cnidaria	-	188	mt_MnSOD_cnidaria_mature	-	187	2.4e-108	353.1	0.8	1	1	2.7e-108	2.7e-108	352.9	0.8	1	187	1	188	1	188	0.97	-
XP_044179376.1_to_K04564_223_bounded_30-216|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	2.7e-108	353.0	0.4	1	1	2.9e-108	2.9e-108	352.8	0.4	1	187	1	187	1	187	1.00	-
XP_029200276.2_to_K04564_223_bounded_30-216|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	4.2e-108	352.3	0.4	1	1	4.7e-108	4.7e-108	352.2	0.4	1	187	1	187	1	187	1.00	-
JAUJYZ010000740.1_K04564_87e6c451_with_leader_u26_PF00081_anchor_M_to_K04564_199_bounded_29-209|mT_cnidaria	-	181	mt_MnSOD_cnidaria_mature	-	187	1.9e-107	350.2	0.9	1	1	2.1e-107	2.1e-107	350.0	0.9	2	187	2	181	1	181	0.99	-
XP_046848022.1_to_K04564_223_bounded_29-215|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	2e-107	350.1	0.6	1	1	2.2e-107	2.2e-107	350.0	0.6	1	187	1	187	1	187	1.00	-
NP_001296665.1_to_K04564_219_bounded_25-211|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	3.8e-106	345.9	0.2	1	1	4.2e-106	4.2e-106	345.8	0.2	1	187	1	187	1	187	1.00	-
NW_022259326.1_K04564_c5c784a5_with_leader_u26_PF00081_M_to_K04564_204_bounded_29-214|mT_cnidaria	-	186	mt_MnSOD_cnidaria_mature	-	187	3.9e-106	345.9	1.0	1	1	4.3e-106	4.3e-106	345.7	1.0	1	187	1	186	1	186	0.95	-
CALNXJ010000056.1_K04564_bcab822f_with_leader_u26_PF00081_M_to_K04564_194_bounded_29-211|mT_cnidaria	-	183	mt_MnSOD_cnidaria_mature	-	187	5.7e-106	345.3	0.9	1	1	6.4e-106	6.4e-106	345.2	0.9	1	187	1	183	1	183	0.95	-
NW_020845403.1_K04564_b41b5453_with_leader_u26_PF00081_M_to_K04564_204_bounded_29-221|mT_cnidaria	-	193	mt_MnSOD_cnidaria_mature	-	187	1.9e-105	343.7	1.4	1	1	3e-105	3e-105	343.0	1.4	1	187	1	193	1	193	0.97	-
NC_089321.1_K04564_80b85b49_with_leader_u26_PF00081_M_to_K04564_192_bounded_29-209|mT_cnidaria	-	181	mt_MnSOD_cnidaria_mature	-	187	2.1e-105	343.5	1.2	1	1	2.3e-105	2.3e-105	343.4	1.2	1	187	1	181	1	181	0.94	-
NW_019218106.1_K04564_a8e289e7_with_leader_u25_PF00081_M_to_K04564_195_bounded_28-211|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	2.4e-105	343.3	0.9	1	1	2.7e-105	2.7e-105	343.2	0.9	1	187	1	184	1	184	0.99	-
NW_019218106.1_K04564_a8e289e7_with_leader_u26_PF00081_M_to_K04564_195_bounded_29-212|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	2.4e-105	343.3	0.9	1	1	2.7e-105	2.7e-105	343.2	0.9	1	187	1	184	1	184	0.99	-
NW_018384609.1_K04564_9ada1ad3_with_leader_u26_PF00081_M_to_K04564_193_bounded_29-212|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	2.1e-104	340.3	1.4	1	1	2.3e-104	2.3e-104	340.1	1.4	1	187	1	184	1	184	0.99	-
NC_090876.1_K04564_d2caed50_with_leader_u26_PF00081_M_to_K04564_193_bounded_29-211|mT_cnidaria	-	183	mt_MnSOD_cnidaria_mature	-	187	9.4e-102	331.6	1.0	1	1	1.1e-101	1.1e-101	331.4	1.0	1	187	1	183	1	183	0.94	-
BLEZ01003184.1_K04564_dc8bf6ad_with_leader_u27_PF00081_M_to_K04564_194_bounded_30-213|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	2e-101	330.6	0.8	1	1	2.2e-101	2.2e-101	330.4	0.8	1	187	1	184	1	184	0.95	-
RDEB01000110.1_K04564_86e229fd_with_leader_u26_PF00081_M_to_K04564_193_bounded_29-211|mT_cnidaria	-	183	mt_MnSOD_cnidaria_mature	-	187	2.4e-101	330.3	1.1	1	1	2.7e-101	2.7e-101	330.1	1.1	1	187	1	183	1	183	0.94	-
NC_058072.1_K04564_e7306cec_with_leader_u27_PF00081_M_to_K04564_194_bounded_30-213|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	2.5e-101	330.2	0.8	1	1	2.8e-101	2.8e-101	330.1	0.8	1	187	1	184	1	184	0.95	-
NC_090883.1_K04564_15cd5c3b_with_leader_u26_PF00081_M_to_K04564_193_bounded_29-211|mT_cnidaria	-	183	mt_MnSOD_cnidaria_mature	-	187	3.2e-101	329.9	0.9	1	1	3.6e-101	3.6e-101	329.7	0.9	1	187	1	183	1	183	0.94	-
NC_090047.1_K04564_9ff9e7e6_with_leader_u27_PF00081_M_to_K04564_192_bounded_30-211|mT_cnidaria	-	182	mt_MnSOD_cnidaria_mature	-	187	1.3e-100	327.9	1.0	1	1	1.4e-100	1.4e-100	327.7	1.0	1	187	1	182	1	182	0.94	-
JARQWQ010000030.1_K04564_a7361c5a_with_leader_u27_PF00081_M_to_K04564_192_bounded_30-211|mT_cnidaria	-	182	mt_MnSOD_cnidaria_mature	-	187	3.5e-100	326.5	1.1	1	1	3.9e-100	3.9e-100	326.3	1.1	1	187	1	182	1	182	0.94	-
NC_058072.1_K04564_d76f083e_with_leader_u27_PF00081_M_to_K04564_192_bounded_30-211|mT_cnidaria	-	182	mt_MnSOD_cnidaria_mature	-	187	4.6e-100	326.1	1.0	1	1	5.1e-100	5.1e-100	325.9	1.0	1	187	1	182	1	182	0.94	-
BLFE01002088.1_K04564_10e43317_with_leader_u27_PF00081_M_to_K04564_192_bounded_30-211|mT_cnidaria	-	182	mt_MnSOD_cnidaria_mature	-	187	5e-100	326.0	0.9	1	1	5.6e-100	5.6e-100	325.8	0.9	1	187	1	182	1	182	0.94	-
BLAZ01000169.1_K04564_9f65b912_with_leader_u27_PF00081_M_to_K04564_192_bounded_30-211|mT_cnidaria	-	182	mt_MnSOD_cnidaria_mature	-	187	2.8e-99	323.6	0.9	1	1	3.1e-99	3.1e-99	323.4	0.9	1	187	1	182	1	182	0.94	-
NW_021163057.1_K04564_58bba69c_with_leader_u28_PF00081_M_to_K04564_194_bounded_31-214|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	9.5e-99	321.8	0.8	1	1	1.1e-98	1.1e-98	321.7	0.8	1	187	1	184	1	184	0.99	-
NC_088930.1_K04564_c6107477_with_leader_u22_PF00081_M_to_K04564_203_bounded_25-208|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	1.7e-97	317.7	1.7	1	1	1.9e-97	1.9e-97	317.6	1.7	1	187	1	184	1	184	0.95	-
NW_025813402.1_K04564_d3bead77_with_leader_u26_PF00081_M_to_K04564_194_bounded_29-212|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	2.5e-97	317.2	1.7	1	1	2.8e-97	2.8e-97	317.0	1.7	1	187	1	184	1	184	0.99	-
NW_021126546.1_K04564_2e4adbc0_with_leader_u27_PF00081_M_to_K04564_194_bounded_30-213|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	3.8e-93	303.5	1.2	1	1	4.3e-93	4.3e-93	303.4	1.2	1	187	1	184	1	184	0.94	-
OLP79028.1_with_leader_u20_PF00081_M_to_K04564_1017_bounded_23-219|SP_algae	-	197	mt_MnSOD_cnidaria_mature	-	187	2.2e-59	193.5	0.2	1	1	3e-59	3e-59	193.0	0.2	1	187	1	197	1	197	0.87	-
orbicella_symb_TRINITY_DN78611_c0_g2_i1.p1_to_K04564_236_bounded_30-226|breviolum_faviinorum|SP_algae	-	197	mt_MnSOD_cnidaria_mature	-	187	6.4e-59	192.0	2.4	1	1	1.8e-58	1.8e-58	190.5	2.4	1	187	1	197	1	197	0.86	-
orbicella_symb_TRINITY_DN78611_c0_g2_i1.p1_with_leader_u20_PF00081_M_to_K04564_236_bounded_23-219|breviolum_faviinorum|SP_algae	-	197	mt_MnSOD_cnidaria_mature	-	187	6.4e-59	192.0	2.4	1	1	1.8e-58	1.8e-58	190.5	2.4	1	187	1	197	1	197	0.86	-
siderastrea_symb_TRINITY_DN8493_c0_g1_i1.p1_to_K04564_227_bounded_19-217|breviolum_b5|SP_algae	-	199	mt_MnSOD_cnidaria_mature	-	187	3.6e-58	189.5	0.1	1	1	4.2e-58	4.2e-58	189.3	0.1	2	187	2	199	1	199	0.87	-
pseudodiploria_symb_TRINITY_DN348117_c0_g1_i1.p1_with_leader_u16_PF00081_M_to_K04564_250_bounded_19-217|symbiodinium_a3|SP_algae	-	199	mt_MnSOD_cnidaria_mature	-	187	5.5e-58	188.9	0.1	1	1	6.4e-58	6.4e-58	188.7	0.1	2	187	2	199	1	199	0.87	-
CAK9100252.1_to_K04564_230_bounded_24-220|SP_algae	-	197	mt_MnSOD_cnidaria_mature	-	187	7.5e-56	182.0	0.2	1	1	8.6e-56	8.6e-56	181.8	0.2	2	187	2	197	1	197	0.83	-
c_goreaui_TRINITY_DN626_c0_g1_i2.p1_to_K04564_256_bounded_56-248|cladocopium_goreaui|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	1.6e-54	177.6	0.1	1	1	1.8e-54	1.8e-54	177.5	0.1	2	187	2	193	1	193	0.87	-
c_goreaui_TRINITY_DN626_c0_g1_i4.p1_to_K04564_258_bounded_56-248|cladocopium_goreaui|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	1.6e-54	177.6	0.1	1	1	1.8e-54	1.8e-54	177.5	0.1	2	187	2	193	1	193	0.87	-
BGPT01004387.1_K04564_42ae3337_with_leader_u55_PF00081_M_to_K04564_204_bounded_58-251|SP_cTP_algae	-	194	mt_MnSOD_cnidaria_mature	-	187	1.7e-54	177.6	0.1	1	1	1.9e-54	1.9e-54	177.4	0.1	2	187	2	194	1	194	0.85	-
CAL1168149.1_to_K04564_258_bounded_58-250|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	1.8e-54	177.4	0.1	1	1	2e-54	2e-54	177.3	0.1	2	187	2	193	1	193	0.87	-
CAMXCT020006499.1_K04564_88d2492d_with_leader_u55_PF00081_M_to_K04564_203_bounded_58-250|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	1.8e-54	177.4	0.1	1	1	2e-54	2e-54	177.3	0.1	2	187	2	193	1	193	0.87	-
orbicella_symb_TRINITY_DN78611_c0_g1_i1.p1_with_leader_u58_PF00081_M_to_K04564_282_bounded_61-253|breviolum_faviinorum|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	2.7e-54	176.8	0.0	1	1	3.1e-54	3.1e-54	176.7	0.0	1	187	1	193	1	193	0.87	-
CAK9113181.1_to_K04564_257_bounded_55-247|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	4.6e-54	176.1	0.0	1	1	5.1e-54	5.1e-54	176.0	0.0	2	187	2	193	1	193	0.87	-
CAXAMM010040162.1_K04564_a70eaf5e_with_leader_u52_PF00081_M_to_K04564_203_bounded_55-247|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	4.6e-54	176.1	0.0	1	1	5.1e-54	5.1e-54	176.0	0.0	2	187	2	193	1	193	0.87	-
TRINITY_DN30502_c0_g1_i1.p1_to_K04564_270_bounded_68-260|durusdinium_trenchii|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	4.6e-54	176.1	0.0	1	1	5.1e-54	5.1e-54	176.0	0.0	2	187	2	193	1	193	0.87	-
CAL1168155.1_to_K04564_293_bounded_58-250|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	4.7e-54	176.1	0.0	1	1	5.2e-54	5.2e-54	175.9	0.0	2	187	2	193	1	193	0.87	-
CAMXCT020000624.1_K04564_b4735730_with_leader_u53_PF00081_M_to_K04564_203_bounded_56-248|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	4.7e-54	176.1	0.0	1	1	5.2e-54	5.2e-54	175.9	0.0	2	187	2	193	1	193	0.87	-
CAMXCT020006499.1_K04564_c81ee4b4_with_leader_u55_PF00081_M_to_K04564_203_bounded_58-250|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	4.7e-54	176.1	0.0	1	1	5.2e-54	5.2e-54	175.9	0.0	2	187	2	193	1	193	0.87	-
orbicella_symb_TRINITY_DN188752_c0_g3_i1.p1_to_K04564_260_bounded_58-250|breviolum_faviinorum|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	5.8e-54	175.8	0.0	1	1	6.5e-54	6.5e-54	175.6	0.0	2	187	2	193	1	193	0.87	-
OLP99006.1_with_leader_u58_PF00081_M_to_K04564_1204_bounded_61-253|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	2.1e-53	173.9	0.0	1	1	2.4e-53	2.4e-53	173.8	0.0	2	187	2	193	1	193	0.87	-
OLP88777.1_with_leader_u60_PF00081_M_to_K04564_1935_bounded_63-255|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	2.3e-53	173.8	0.0	1	1	2.6e-53	2.6e-53	173.6	0.0	2	187	2	193	1	193	0.86	-
BGPT01000358.1_K04564_070be8c8_with_leader_u54_PF00081_M_to_K04564_203_bounded_57-255|SP_cTP_algae	-	199	mt_MnSOD_cnidaria_mature	-	187	3.1e-53	173.4	0.0	1	1	4e-53	4e-53	173.1	0.0	2	187	2	199	1	199	0.86	-
orbicella_symb_TRINITY_DN393612_c0_g1_i1.p1_with_leader_u60_PF00081_M_to_K04564_278_bounded_63-255|breviolum_faviinorum|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	3.7e-53	173.2	0.1	1	1	4.2e-53	4.2e-53	173.0	0.1	2	187	2	193	1	193	0.86	-
CAH3167338.1_to_K04564_247_bounded_40-242|SP_cnidaria	-	203	mt_MnSOD_cnidaria_mature	-	187	7.6e-53	172.1	1.1	1	1	1.9e-52	1.9e-52	170.8	1.1	1	187	1	203	1	203	0.88	-
XP_073230536.1_to_K04564_247_bounded_40-242|SP_cnidaria	-	203	mt_MnSOD_cnidaria_mature	-	187	1.2e-52	171.5	0.8	1	1	3.1e-52	3.1e-52	170.1	0.8	1	187	1	203	1	203	0.88	-
CAH3113625.1_to_K04564_245_bounded_38-240|SP_cnidaria	-	203	mt_MnSOD_cnidaria_mature	-	187	1.9e-52	170.9	0.8	1	1	4.7e-52	4.7e-52	169.6	0.8	1	187	1	203	1	203	0.87	-
XP_022789717.1_to_K04564_246_bounded_38-240|SP_cnidaria	-	203	mt_MnSOD_cnidaria_mature	-	187	7.4e-51	165.7	1.1	1	1	1.8e-50	1.8e-50	164.4	1.1	2	187	2	203	1	203	0.88	-
XP_058945240.2_to_K04564_246_bounded_38-240|SP_cnidaria	-	203	mt_MnSOD_cnidaria_mature	-	187	5.4e-50	162.8	1.8	1	1	1.3e-49	1.3e-49	161.6	1.8	2	187	2	203	1	203	0.87	-
XP_065051554.1_to_K04564_243_bounded_37-238|SP_cnidaria	-	202	mt_MnSOD_cnidaria_mature	-	187	5.8e-50	162.8	1.5	1	1	1.1e-49	1.1e-49	161.8	1.5	2	187	2	202	1	202	0.83	-
XP_027045969.1_to_K04564_246_bounded_38-240|SP_cnidaria	-	203	mt_MnSOD_cnidaria_mature	-	187	6.5e-50	162.6	1.5	1	1	1.5e-49	1.5e-49	161.4	1.5	2	187	2	203	1	203	0.87	-
XP_058945240.1_to_K04564_246_bounded_38-240|SP_cnidaria	-	203	mt_MnSOD_cnidaria_mature	-	187	7.3e-50	162.4	1.8	1	1	1.7e-49	1.7e-49	161.2	1.8	2	187	2	203	1	203	0.87	-
NC_089313.1_K04564_d4ce240d_with_leader_u35_PF00081_M_to_K04564_197_bounded_38-227|SP_cnidaria	-	190	mt_MnSOD_cnidaria_mature	-	187	8.3e-50	162.2	0.4	1	1	9.2e-50	9.2e-50	162.1	0.4	2	187	2	190	1	190	0.96	-
NW_026709483.1_K04564_f6c44c1b_with_leader_u35_PF00081_M_to_K04564_198_bounded_38-228|SP_cnidaria	-	191	mt_MnSOD_cnidaria_mature	-	187	1.3e-49	161.6	0.4	1	1	1.4e-49	1.4e-49	161.5	0.4	2	187	2	191	1	191	0.93	-
siderastrea_host_TRINITY_DN422136_c0_g2_i3.p1_with_leader_u39_PF00081_M_bounded_42-244|siderastrea_radians|SP_cnidaria	-	203	mt_MnSOD_cnidaria_mature	-	187	1.3e-49	161.6	1.4	1	1	4.2e-49	4.2e-49	160.0	1.4	2	187	2	203	1	203	0.86	-
CAH3109050.1_to_K04564_247_bounded_39-241|SP_cnidaria	-	203	mt_MnSOD_cnidaria_mature	-	187	1.8e-49	161.2	1.5	1	1	4.1e-49	4.1e-49	160.0	1.5	2	187	2	203	1	203	0.87	-
