protein accession	genome accession	contig accession	sequence accession	locus start 1b	locus end 1b	strand	sequence length	feature type	feature index	feature position 1b	error
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	32	8028	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	33	8144	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	34	8236	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	35	8569	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	36	9821	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	37	10688	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	38	11146	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	39	11521	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	40	11698	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	41	11790	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	42	12349	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	43	12502	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	44	12590	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	45	12871	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	46	12995	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	47	13098	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	48	13208	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	49	13322	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	50	13490	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	51	13820	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	52	13943	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	53	14050	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	54	14181	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	55	14367	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	56	14610	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	57	14749	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	58	14899	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	59	15311	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	60	15420	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	61	15731	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	62	15898	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	63	16015	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	64	16564	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	65	16731	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	66	17206	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	67	17442	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	dss	68	17930	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	1	130	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	2	242	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	3	333	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	4	462	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	5	592	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	6	689	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	7	813	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	8	1127	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	9	1245	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	10	1404	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	11	1503	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	12	1578	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	13	1711	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	14	1821	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	15	1929	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	16	2017	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	17	2104	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	18	4528	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	19	4630	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	20	4724	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	21	4864	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	22	4989	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	23	5355	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	24	5466	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	25	6078	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	26	6597	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	27	6709	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	28	6825	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	29	6927	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	30	7750	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	31	7941	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	32	8075	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	33	8204	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	34	8281	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	35	9707	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	36	10322	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	37	10805	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	38	11475	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	39	11659	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	40	11761	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	41	11855	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	42	12412	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	43	12571	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	44	12848	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	45	12947	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	46	13052	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	47	13183	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	48	13259	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	49	13460	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	50	13795	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	51	13885	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	52	14020	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	53	14128	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	54	14302	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	55	14601	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	56	14700	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	57	14870	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	58	15243	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	59	15408	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	60	15696	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	61	15803	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	62	16005	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	63	16215	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	64	16668	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	65	16784	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	66	17293	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	67	17854	
OLP88777.1	GCA_001939145.1	LSRX01000795.1		337676	319080	-	18597	ass	68	18149	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	1	44	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	2	899	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	3	1394	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	4	2724	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	5	3415	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	6	4028	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	7	4430	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	8	5161	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	9	5650	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	10	5831	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	11	6853	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	12	7566	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	13	8251	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	14	9553	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	15	11790	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	16	13586	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	17	16204	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	18	17292	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	19	18187	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	20	20197	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	21	22515	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	22	22832	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	23	23573	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	24	24787	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	25	26129	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	26	28671	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	27	29064	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	28	29566	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	29	29874	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	30	30288	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	31	30946	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	32	31526	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	33	32594	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	34	33517	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	35	34044	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	36	34687	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	37	36294	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	38	36924	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	39	37167	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	40	37839	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	41	38163	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	42	40146	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	43	40625	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	44	40884	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	45	41487	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	46	41915	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	47	43643	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	48	44989	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	49	45206	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	50	45782	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	51	46340	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	52	46905	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	53	47712	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	54	47974	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	55	48091	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	56	48349	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	57	49055	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	58	49667	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	59	51643	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	60	52076	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	61	52431	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	62	53902	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	63	54659	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	64	55021	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	65	55362	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	66	56212	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	67	56569	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	68	57100	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	69	57422	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	dss	70	58371	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	1	833	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	2	1305	
OLP99006.1	GCA_001939145.1	LSRX01000377.1		502636	561875	+	59240	ass	3	2684	
