target name	accession	tlen	query name	accession	qlen	seq e-value	seq score	seq bias	dom #	dom total	dom c-Evalue	dom i-Evalue	dom score	dom bias	hmm from	hmm to	ali from	ali to	env from	env to	acc	description
MU826849.1_K04564_291d850d_with_leader_u26_PF00081_M_bounded_29-213|mT_cnidaria	-	185	mt_MnSOD_cnidaria_mature	-	187	6.5e-112	364.4	0.8	1	1	7.3e-112	7.3e-112	364.3	0.8	1	187	1	185	1	185	0.99	-
XP_068741652.1_bounded_29-216|mT_cnidaria	-	188	mt_MnSOD_cnidaria_mature	-	187	8.6e-112	364.0	0.4	1	1	9.5e-112	9.5e-112	363.9	0.4	1	187	1	188	1	188	0.99	-
JAJLRJ010000007.1_K04564_fcb962ee_with_leader_u25_PF00081_M_bounded_28-212|mT_cnidaria	-	185	mt_MnSOD_cnidaria_mature	-	187	1e-111	363.8	0.4	1	1	1.2e-111	1.2e-111	363.6	0.4	1	187	1	185	1	185	0.99	-
XP_065052710.1_bounded_27-213|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	1e-111	363.8	0.2	1	1	1.2e-111	1.2e-111	363.6	0.2	1	187	1	187	1	187	1.00	-
CALNXI010000019.1_K04564_9c58f698_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	2.6e-111	362.5	0.3	1	1	2.9e-111	2.9e-111	362.3	0.3	1	187	1	184	1	184	0.99	-
NW_026710474.1_K04564_6393b7b3_with_leader_u26_PF00081_M_bounded_29-209|mT_cnidaria	-	181	mt_MnSOD_cnidaria_mature	-	187	1.6e-110	359.9	0.6	1	1	1.7e-110	1.7e-110	359.8	0.6	1	187	1	181	1	181	0.99	-
NW_001834409.1_K04564_dd4ebe9b_with_leader_u23_PF00081_M_bounded_26-207|mT_cnidaria	-	182	mt_MnSOD_cnidaria_mature	-	187	1e-109	357.2	0.4	1	1	1.2e-109	1.2e-109	357.1	0.4	1	187	1	182	1	182	0.99	-
XP_028405302.1_with_leader_u28_PF00081_M_bounded_31-217|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	1.7e-109	356.5	0.3	1	1	1.9e-109	1.9e-109	356.4	0.3	1	187	1	187	1	187	1.00	-
MPSW01001707.1_K04564_7b9e297c_with_leader_u26_PF00081_M_bounded_29-216|mT_cnidaria	-	188	mt_MnSOD_cnidaria_mature	-	187	1.9e-108	353.1	0.8	1	1	2.2e-108	2.2e-108	352.9	0.8	1	187	1	188	1	188	0.97	-
XP_029200276.2_bounded_30-216|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	3.4e-108	352.3	0.4	1	1	3.8e-108	3.8e-108	352.2	0.4	1	187	1	187	1	187	1.00	-
Q8HXP4_mamm_bounded_3-189|reference|Macaca_fuscata_fuscata|Mn	-	187	mt_MnSOD_cnidaria_mature	-	187	4.2e-108	352.0	0.4	1	1	4.7e-108	4.7e-108	351.9	0.4	2	187	2	187	1	187	1.00	-
JAUJYZ010000740.1_K04564_87e6c451_with_leader_u26_PF00081_anchor_M_bounded_29-209|mT_cnidaria	-	181	mt_MnSOD_cnidaria_mature	-	187	1.6e-107	350.2	0.9	1	1	1.7e-107	1.7e-107	350.0	0.9	2	187	2	181	1	181	0.99	-
XP_046848022.1_bounded_29-215|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	1.6e-107	350.1	0.6	1	1	1.8e-107	1.8e-107	350.0	0.6	1	187	1	187	1	187	1.00	-
Q8HXP1_mamm_bounded_3-189|reference|Sapajus_apella|Mn	-	187	mt_MnSOD_cnidaria_mature	-	187	7e-107	348.0	0.3	1	1	7.8e-107	7.8e-107	347.9	0.3	2	187	2	187	1	187	1.00	-
NP_001296665.1_bounded_25-211|mT_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	3.1e-106	345.9	0.2	1	1	3.5e-106	3.5e-106	345.8	0.2	1	187	1	187	1	187	1.00	-
NW_022259326.1_K04564_c5c784a5_with_leader_u26_PF00081_M_bounded_29-214|mT_cnidaria	-	186	mt_MnSOD_cnidaria_mature	-	187	3.1e-106	345.9	1.0	1	1	3.5e-106	3.5e-106	345.7	1.0	1	187	1	186	1	186	0.95	-
CALNXJ010000056.1_K04564_bcab822f_with_leader_u26_PF00081_M_bounded_29-211|mT_cnidaria	-	183	mt_MnSOD_cnidaria_mature	-	187	4.7e-106	345.3	0.9	1	1	5.2e-106	5.2e-106	345.2	0.9	1	187	1	183	1	183	0.95	-
NW_020845403.1_K04564_b41b5453_with_leader_u26_PF00081_M_bounded_29-221|mT_cnidaria	-	193	mt_MnSOD_cnidaria_mature	-	187	1.5e-105	343.7	1.4	1	1	2.4e-105	2.4e-105	343.0	1.4	1	187	1	193	1	193	0.97	-
NC_089321.1_K04564_80b85b49_with_leader_u26_PF00081_M_bounded_29-209|mT_cnidaria	-	181	mt_MnSOD_cnidaria_mature	-	187	1.7e-105	343.5	1.2	1	1	1.9e-105	1.9e-105	343.4	1.2	1	187	1	181	1	181	0.94	-
NW_019218106.1_K04564_a8e289e7_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	1.9e-105	343.3	0.9	1	1	2.2e-105	2.2e-105	343.2	0.9	1	187	1	184	1	184	0.99	-
NW_018384609.1_K04564_9ada1ad3_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	1.7e-104	340.3	1.4	1	1	1.9e-104	1.9e-104	340.1	1.4	1	187	1	184	1	184	0.99	-
BLEZ01003184.1_K04564_dc8bf6ad_with_leader_u27_PF00081_M_bounded_30-213|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	1.6e-101	330.6	0.8	1	1	1.8e-101	1.8e-101	330.4	0.8	1	187	1	184	1	184	0.95	-
RDEB01000110.1_K04564_86e229fd_with_leader_u26_PF00081_M_bounded_29-211|mT_cnidaria	-	183	mt_MnSOD_cnidaria_mature	-	187	2e-101	330.3	1.1	1	1	2.2e-101	2.2e-101	330.1	1.1	1	187	1	183	1	183	0.94	-
NC_090883.1_K04564_15cd5c3b_with_leader_u26_PF00081_M_bounded_29-211|mT_cnidaria	-	183	mt_MnSOD_cnidaria_mature	-	187	2.6e-101	329.9	0.9	1	1	2.9e-101	2.9e-101	329.7	0.9	1	187	1	183	1	183	0.94	-
BLAZ01000169.1_K04564_9f65b912_with_leader_u27_PF00081_M_bounded_30-211|mT_cnidaria	-	182	mt_MnSOD_cnidaria_mature	-	187	2.2e-99	323.6	0.9	1	1	2.5e-99	2.5e-99	323.4	0.9	1	187	1	182	1	182	0.94	-
NW_021163057.1_K04564_58bba69c_with_leader_u28_PF00081_M_bounded_31-214|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	7.7e-99	321.8	0.8	1	1	8.6e-99	8.6e-99	321.7	0.8	1	187	1	184	1	184	0.99	-
NC_088930.1_K04564_c6107477_with_leader_u22_PF00081_M_bounded_25-208|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	1.4e-97	317.7	1.7	1	1	1.5e-97	1.5e-97	317.6	1.7	1	187	1	184	1	184	0.95	-
NW_025813402.1_K04564_d3bead77_with_leader_u26_PF00081_M_bounded_29-212|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	2e-97	317.2	1.7	1	1	2.3e-97	2.3e-97	317.0	1.7	1	187	1	184	1	184	0.99	-
NW_021126546.1_K04564_2e4adbc0_with_leader_u27_PF00081_M_bounded_30-213|mT_cnidaria	-	184	mt_MnSOD_cnidaria_mature	-	187	3.1e-93	303.5	1.2	1	1	3.5e-93	3.5e-93	303.4	1.2	1	187	1	184	1	184	0.94	-
P11796_land_bounded_29-219|reference|Nicotiana_plumbaginifolia|Mn	-	191	mt_MnSOD_cnidaria_mature	-	187	1.8e-78	255.4	0.8	1	1	2e-78	2e-78	255.3	0.8	2	185	2	189	1	191	0.96	-
Q9SM64_land_bounded_29-219|reference|Prunus_persica|Mn	-	191	mt_MnSOD_cnidaria_mature	-	187	6.4e-78	253.6	0.8	1	1	7e-78	7e-78	253.5	0.8	2	185	2	189	1	191	0.96	-
B7FPQ3_diat_bounded_45-218|reference|Phaeodactylum_tricornutum_(strain_CCAP_1055/1)|Mn	-	174	mt_MnSOD_cnidaria_mature	-	187	6.7e-78	253.5	1.6	1	1	1.4e-76	1.4e-76	249.2	1.6	1	187	1	174	1	174	0.98	-
O49066_land_bounded_29-219|reference|Capsicum_annuum|Mn	-	191	mt_MnSOD_cnidaria_mature	-	187	1.1e-77	252.8	0.7	1	1	1.2e-77	1.2e-77	252.7	0.7	2	185	2	189	1	191	0.96	-
Q92429_fung_bounded_4-191|reference|Ganoderma_microsporum|Mn	-	188	mt_MnSOD_cnidaria_mature	-	187	1.4e-72	236.2	1.2	1	1	1.6e-72	1.6e-72	236.0	1.2	2	186	2	187	1	188	0.93	-
O75007_fung_bounded_7-196|reference|Penicillium_chrysogenum|Mn	-	190	mt_MnSOD_cnidaria_mature	-	187	2.5e-66	215.8	0.2	1	1	2.7e-66	2.7e-66	215.7	0.2	1	186	1	189	1	190	0.91	-
Q877B6_fung_bounded_6-194|reference|Aspergillus_oryzae_(strain_ATCC_42149_/_RIB_40)|Mn	-	189	mt_MnSOD_cnidaria_mature	-	187	9.1e-66	214.0	1.0	1	1	1e-65	1e-65	213.8	1.0	2	185	2	187	1	189	0.93	-
Q2UZU7_diat_bounded_4-193|reference|Conticribra_weissflogii|Fe	-	190	mt_MnSOD_cnidaria_mature	-	187	9.4e-62	200.9	0.0	1	1	1.1e-61	1.1e-61	200.7	0.0	1	187	1	190	1	190	0.91	-
P50059_cyan_bounded_4-195|reference|Leptolyngbya_boryana|Mn	-	192	mt_MnSOD_cnidaria_mature	-	187	2.1e-61	199.8	0.8	1	1	2.4e-61	2.4e-61	199.5	0.8	2	187	2	192	1	192	0.86	-
P50058_cyan_bounded_45-238|reference|Leptolyngbya_boryana|Mn	-	194	mt_MnSOD_cnidaria_mature	-	187	9.4e-60	194.4	1.5	1	1	1.1e-59	1.1e-59	194.2	1.5	2	187	2	194	1	194	0.90	-
OLP79028.1_with_leader_u20_PF00081_M_to_K04564_1017_bounded_23-219|SP_algae	-	197	mt_MnSOD_cnidaria_mature	-	187	1.8e-59	193.5	0.2	1	1	2.4e-59	2.4e-59	193.0	0.2	1	187	1	197	1	197	0.87	-
orbicella_symb_TRINITY_DN78611_c0_g2_i1.p1_to_K04564_236_bounded_30-226|SP_algae	-	197	mt_MnSOD_cnidaria_mature	-	187	5.2e-59	192.0	2.4	1	1	1.4e-58	1.4e-58	190.5	2.4	1	187	1	197	1	197	0.86	-
siderastrea_symb_TRINITY_DN8493_c0_g1_i1.p1_to_K04564_227_bounded_19-217|SP_algae	-	199	mt_MnSOD_cnidaria_mature	-	187	3e-58	189.5	0.1	1	1	3.4e-58	3.4e-58	189.3	0.1	2	187	2	199	1	199	0.87	-
P50060_cyan_bounded_34-225|reference|Leptolyngbya_boryana|Mn	-	192	mt_MnSOD_cnidaria_mature	-	187	3.1e-58	189.4	1.0	1	1	3.7e-58	3.7e-58	189.2	1.0	2	187	2	192	1	192	0.86	-
Q42684_gree_bounded_4-204|reference|Chlamydomonas_reinhardtii|Mn	-	201	mt_MnSOD_cnidaria_mature	-	187	7.2e-58	188.2	0.2	1	1	9.4e-58	9.4e-58	187.9	0.2	2	187	2	201	1	201	0.84	-
A0A1E7FFE8_diat_bounded_44-213|reference|Fragilariopsis_cylindrus_CCMP1102|Fe	-	170	mt_MnSOD_cnidaria_mature	-	187	7.2e-58	188.2	3.4	1	2	4.6e-55	4.6e-55	179.1	0.0	2	139	2	139	1	150	0.92	-
A0A1E7FFE8_diat_bounded_44-213|reference|Fragilariopsis_cylindrus_CCMP1102|Fe	-	170	mt_MnSOD_cnidaria_mature	-	187	7.2e-58	188.2	3.4	2	2	0.0033	0.0033	10.0	1.1	166	186	150	169	144	170	0.85	-
CAK9100252.1_to_K04564_230_bounded_24-220|SP_algae	-	197	mt_MnSOD_cnidaria_mature	-	187	6.1e-56	182.0	0.2	1	1	7e-56	7e-56	181.8	0.2	2	187	2	197	1	197	0.83	-
P43019_ente_bounded_4-198|reference|Salmonella_typhimurium_(strain_LT2_/_SGSC1412_/_ATCC_700720)|Mn	-	195	mt_MnSOD_cnidaria_mature	-	187	2.8e-55	179.8	0.2	1	1	3.3e-55	3.3e-55	179.6	0.2	1	186	1	194	1	195	0.82	-
P00448_ente_bounded_4-198|reference|Escherichia_coli_(strain_K12)|Mn	-	195	mt_MnSOD_cnidaria_mature	-	187	7.6e-55	178.4	0.2	1	1	8.9e-55	8.9e-55	178.1	0.2	1	186	1	194	1	195	0.81	-
BGPT01004387.1_K04564_42ae3337_with_leader_u55_PF00081_M_to_K04564_204_bounded_58-251|SP_cTP_algae	-	194	mt_MnSOD_cnidaria_mature	-	187	1.3e-54	177.6	0.1	1	1	1.5e-54	1.5e-54	177.4	0.1	2	187	2	194	1	194	0.85	-
orbicella_symb_TRINITY_DN78611_c0_g1_i1.p1_with_leader_u58_PF00081_M_to_K04564_282_bounded_61-253|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	2.2e-54	176.8	0.0	1	1	2.5e-54	2.5e-54	176.7	0.0	1	187	1	193	1	193	0.87	-
CAXAMM010040162.1_K04564_a70eaf5e_with_leader_u52_PF00081_M_to_K04564_203_bounded_55-247|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	3.7e-54	176.1	0.0	1	1	4.2e-54	4.2e-54	176.0	0.0	2	187	2	193	1	193	0.87	-
CAL1168155.1_to_K04564_293_bounded_58-250|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	3.8e-54	176.1	0.0	1	1	4.3e-54	4.3e-54	175.9	0.0	2	187	2	193	1	193	0.87	-
OLP99006.1_with_leader_u58_PF00081_M_to_K04564_1204_bounded_61-253|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	1.7e-53	173.9	0.0	1	1	1.9e-53	1.9e-53	173.8	0.0	2	187	2	193	1	193	0.87	-
OLP88777.1_with_leader_u60_PF00081_M_to_K04564_1935_bounded_63-255|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	1.9e-53	173.8	0.0	1	1	2.1e-53	2.1e-53	173.6	0.0	2	187	2	193	1	193	0.86	-
BGPT01000358.1_K04564_070be8c8_with_leader_u54_PF00081_M_to_K04564_203_bounded_57-255|SP_cTP_algae	-	199	mt_MnSOD_cnidaria_mature	-	187	2.5e-53	173.4	0.0	1	1	3.2e-53	3.2e-53	173.1	0.0	2	187	2	199	1	199	0.86	-
B7G0L6_diat_bounded_3-198|reference|Phaeodactylum_tricornutum_(strain_CCAP_1055/1)|Fe	-	196	mt_MnSOD_cnidaria_mature	-	187	2.5e-53	173.4	0.2	1	1	2.8e-53	2.8e-53	173.3	0.2	2	187	2	196	1	196	0.89	-
orbicella_symb_TRINITY_DN393612_c0_g1_i1.p1_with_leader_u60_PF00081_M_to_K04564_278_bounded_63-255|SP_cTP_algae	-	193	mt_MnSOD_cnidaria_mature	-	187	3e-53	173.2	0.1	1	1	3.4e-53	3.4e-53	173.0	0.1	2	187	2	193	1	193	0.86	-
Q9P4T6_fung_bounded_4-187|reference|Agaricus_bisporus|Mn	-	184	mt_MnSOD_cnidaria_mature	-	187	3.7e-53	172.9	0.2	1	1	8.3e-53	8.3e-53	171.7	0.2	2	186	2	183	1	184	0.87	-
CAH3113625.1_bounded_38-240|SP_cnidaria	-	203	mt_MnSOD_cnidaria_mature	-	187	1.5e-52	170.9	0.8	1	1	3.9e-52	3.9e-52	169.6	0.8	1	187	1	203	1	203	0.87	-
Q8IAY6_alve_bounded_4-188|reference|Plasmodium_falciparum_(isolate_3D7)|Fe	-	185	mt_MnSOD_cnidaria_mature	-	187	1.7e-52	170.7	2.4	1	1	2.1e-52	2.1e-52	170.4	2.4	1	185	1	183	1	184	0.91	-
P77968_cyan_bounded_4-192|reference|Synechocystis_sp._(strain_ATCC_27184_/_PCC_6803_/_Kazusa)|Fe	-	189	mt_MnSOD_cnidaria_mature	-	187	9.5e-52	168.3	0.4	1	1	1.1e-51	1.1e-51	168.1	0.4	2	185	2	187	1	189	0.83	-
P18655_cyan_bounded_4-192|reference|Synechococcus_elongatus_(strain_ATCC_33912_/_PCC_7942_/_FACHB-805)|Fe	-	189	mt_MnSOD_cnidaria_mature	-	187	1.5e-51	167.6	0.8	1	1	1.8e-51	1.8e-51	167.4	0.8	1	184	1	186	1	188	0.83	-
XP_022789717.1_bounded_38-240|SP_cnidaria	-	203	mt_MnSOD_cnidaria_mature	-	187	6e-51	165.7	1.1	1	1	1.5e-50	1.5e-50	164.4	1.1	2	187	2	203	1	203	0.88	-
P0AGD3_ente_bounded_4-187|reference|Escherichia_coli_(strain_K12)|Fe	-	184	mt_MnSOD_cnidaria_mature	-	187	6.6e-51	165.5	0.7	1	1	7.4e-51	7.4e-51	165.4	0.7	1	186	1	183	1	184	0.86	-
P57286_ente_bounded_4-197|reference|Buchnera_aphidicola_subsp._Acyrthosiphon_pisum_(strain_APS)|Mn	-	194	mt_MnSOD_cnidaria_mature	-	187	1.6e-50	164.3	2.3	1	1	1.9e-50	1.9e-50	164.1	2.3	2	186	2	193	1	194	0.79	-
Q8K9V4_ente_bounded_4-197|reference|Buchnera_aphidicola_subsp._Schizaphis_graminum_(strain_Sg)|Mn	-	194	mt_MnSOD_cnidaria_mature	-	187	3.7e-50	163.1	2.3	1	1	4.2e-50	4.2e-50	162.9	2.3	2	186	2	193	1	194	0.80	-
XP_065051554.1_bounded_37-238|SP_cnidaria	-	202	mt_MnSOD_cnidaria_mature	-	187	4.7e-50	162.8	1.5	1	1	9e-50	9e-50	161.8	1.5	2	187	2	202	1	202	0.83	-
XP_027045969.1_bounded_38-240|SP_cnidaria	-	203	mt_MnSOD_cnidaria_mature	-	187	5.3e-50	162.6	1.5	1	1	1.2e-49	1.2e-49	161.4	1.5	2	187	2	203	1	203	0.87	-
NW_026709483.1_K04564_f6c44c1b_with_leader_u35_PF00081_M_bounded_38-228|SP_cnidaria	-	191	mt_MnSOD_cnidaria_mature	-	187	1e-49	161.6	0.4	1	1	1.2e-49	1.2e-49	161.5	0.4	2	187	2	191	1	191	0.93	-
KAJ7390115.1_bounded_37-242|SP_cnidaria	-	206	mt_MnSOD_cnidaria_mature	-	187	2.1e-49	160.6	0.6	1	1	3.5e-49	3.5e-49	159.9	0.6	1	187	1	206	1	206	0.85	-
NW_019217915.1_K04564_8c7a1a6e_with_leader_u35_PF00081_M_bounded_38-225|SP_cnidaria	-	188	mt_MnSOD_cnidaria_mature	-	187	2.4e-49	160.4	0.5	1	1	2.7e-49	2.7e-49	160.3	0.5	2	187	2	188	1	188	0.95	-
CALNXK010000026.1_K04564_ed584393_with_leader_u35_PF00081_anchor_M_bounded_38-224|SP_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	9.8e-49	158.4	0.3	1	1	1.2e-48	1.2e-48	158.1	0.3	1	187	1	187	1	187	0.93	-
Q9AXR7_LpSOD_bounded_28-216|reference|Lingulaulax_polyedra|Fe	-	189	mt_MnSOD_cnidaria_mature	-	187	9.9e-48	155.2	0.9	1	1	1.1e-47	1.1e-47	155.0	0.9	2	185	2	187	1	189	0.85	-
P22302_land_bounded_3-193|reference|Nicotiana_plumbaginifolia|Fe	-	191	mt_MnSOD_cnidaria_mature	-	187	2.1e-47	154.1	0.0	1	1	2.4e-47	2.4e-47	153.9	0.0	6	187	6	191	1	191	0.84	-
CM106378.1_K04564_64fa28d1_with_leader_u33_PF00081_M_bounded_36-222|SP_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	1.4e-46	151.4	0.4	1	1	1.9e-46	1.9e-46	151.0	0.4	2	187	2	187	1	187	0.90	-
MU825420.1_K04564_3d91ab54_with_leader_u34_PF00081_M_bounded_37-227|SP_cnidaria	-	191	mt_MnSOD_cnidaria_mature	-	187	5.8e-46	149.4	0.2	1	1	7.2e-46	7.2e-46	149.1	0.2	1	187	1	191	1	191	0.89	-
KAK3736516.1_bounded_34-235|SP_cnidaria	-	202	mt_MnSOD_cnidaria_mature	-	187	4.2e-44	143.3	4.0	1	1	1.1e-43	1.1e-43	142.0	4.0	1	187	1	202	1	202	0.85	-
XP_020896468.1_bounded_35-236|SP_cnidaria	-	202	mt_MnSOD_cnidaria_mature	-	187	8.3e-44	142.4	2.1	1	1	2.4e-43	2.4e-43	140.9	2.1	1	187	1	202	1	202	0.85	-
P21276_land_bounded_12-200|reference|Arabidopsis_thaliana|Fe	-	189	mt_MnSOD_cnidaria_mature	-	187	4.4e-43	140.0	0.1	1	1	6.4e-43	6.4e-43	139.5	0.1	6	187	6	189	2	189	0.80	-
XP_032242609.1_bounded_38-239|SP_cnidaria	-	202	mt_MnSOD_cnidaria_mature	-	187	7.9e-43	139.2	4.0	1	1	3.1e-42	3.1e-42	137.3	4.0	1	187	1	202	1	202	0.85	-
Q5VSB7_land_bounded_44-234|reference|Oryza_sativa_subsp._japonica|Fe	-	191	mt_MnSOD_cnidaria_mature	-	187	4.6e-41	133.4	0.1	1	1	5.9e-41	5.9e-41	133.1	0.1	5	187	5	191	1	191	0.85	-
NW_001834379.1_K04564_218b7627_with_leader_u35_PF00081_M_bounded_38-223|SP_cnidaria	-	186	mt_MnSOD_cnidaria_mature	-	187	1.5e-40	131.8	0.8	1	1	1.9e-40	1.9e-40	131.4	0.8	1	187	1	186	1	186	0.91	-
P50061_cyan_bounded_4-193|reference|Leptolyngbya_boryana|Fe	-	190	mt_MnSOD_cnidaria_mature	-	187	2.9e-40	130.8	0.1	1	1	3.4e-40	3.4e-40	130.6	0.1	2	185	2	188	1	190	0.80	-
NW_018385051.1_K04564_bf905449_with_leader_u32_PF00081_M_bounded_35-219|SP_cnidaria	-	185	mt_MnSOD_cnidaria_mature	-	187	4.3e-40	130.3	0.9	1	1	5.5e-40	5.5e-40	129.9	0.9	1	187	1	185	1	185	0.88	-
P28759_land_bounded_28-234|reference|Glycine_max|Fe	-	207	mt_MnSOD_cnidaria_mature	-	187	6.1e-40	129.8	1.6	1	1	5.2e-39	5.2e-39	126.8	1.6	6	187	6	207	1	207	0.71	-
JAUJYZ010000745.1_K04564_47603ed6_with_leader_u31_PF00081_M_bounded_34-219|SP_cnidaria	-	186	mt_MnSOD_cnidaria_mature	-	187	1.6e-39	128.4	1.4	1	1	2.1e-39	2.1e-39	128.0	1.4	1	187	1	186	1	186	0.90	-
CAB3989857.1_bounded_38-241|SP_cnidaria	-	204	mt_MnSOD_cnidaria_mature	-	187	5.6e-37	120.1	2.9	1	1	1.6e-36	1.6e-36	118.6	2.9	2	187	2	204	1	204	0.78	-
XP_028402961.1_bounded_38-241|SP_cnidaria	-	204	mt_MnSOD_cnidaria_mature	-	187	2.9e-35	114.6	0.6	1	1	6.2e-35	6.2e-35	113.5	0.6	2	187	2	204	1	204	0.80	-
CACRXK020001562.1_K04564_ba438d0e_with_leader_u35_PF00081_M_bounded_38-224|SP_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	1.1e-33	109.4	3.4	1	1	2.7e-33	2.7e-33	108.1	3.4	2	187	2	187	1	187	0.86	-
NW_021163045.1_K04564_93184bc0_with_leader_u35_PF00081_M_bounded_38-224|SP_cnidaria	-	187	mt_MnSOD_cnidaria_mature	-	187	2e-31	102.0	0.9	1	1	4.6e-31	4.6e-31	100.8	0.9	2	187	2	187	1	187	0.88	-
CAL1168155.1_to_K04564_293_bounded_58-250|SP_cTP_algae	-	193	sp_ctp_MnFeSOD_algae_mature	-	193	8e-141	459.1	2.1	1	1	8.9e-141	8.9e-141	459.0	2.1	1	193	1	193	1	193	1.00	-
CAXAMM010040162.1_K04564_a70eaf5e_with_leader_u52_PF00081_M_to_K04564_203_bounded_55-247|SP_cTP_algae	-	193	sp_ctp_MnFeSOD_algae_mature	-	193	4.2e-140	456.7	2.1	1	1	4.7e-140	4.7e-140	456.6	2.1	1	193	1	193	1	193	1.00	-
BGPT01004387.1_K04564_42ae3337_with_leader_u55_PF00081_M_to_K04564_204_bounded_58-251|SP_cTP_algae	-	194	sp_ctp_MnFeSOD_algae_mature	-	193	3.8e-139	453.6	2.6	1	1	4.3e-139	4.3e-139	453.5	2.6	1	193	1	194	1	194	0.99	-
orbicella_symb_TRINITY_DN78611_c0_g1_i1.p1_with_leader_u58_PF00081_M_to_K04564_282_bounded_61-253|SP_cTP_algae	-	193	sp_ctp_MnFeSOD_algae_mature	-	193	3.4e-138	450.5	1.2	1	1	3.8e-138	3.8e-138	450.4	1.2	1	193	1	193	1	193	1.00	-
OLP99006.1_with_leader_u58_PF00081_M_to_K04564_1204_bounded_61-253|SP_cTP_algae	-	193	sp_ctp_MnFeSOD_algae_mature	-	193	7e-138	449.5	2.1	1	1	7.8e-138	7.8e-138	449.3	2.1	1	193	1	193	1	193	1.00	-
OLP88777.1_with_leader_u60_PF00081_M_to_K04564_1935_bounded_63-255|SP_cTP_algae	-	193	sp_ctp_MnFeSOD_algae_mature	-	193	1.4e-136	445.3	1.3	1	1	1.5e-136	1.5e-136	445.1	1.3	1	193	1	193	1	193	1.00	-
