transcript_id	locus_id	rank	score	raw_score	strand	transcript_length	locus_length	transcript_coverage	identity	gap_count	gap_bases	transcript_start	transcript_end	locus_start	locus_end
orbicella_host_TRINITY_DN213606_c2_g3_i2.p1_3_288|orbicella_host_TRINITY_DN213606_c2_g3_i2_7_864	XP_020614015.1_cds	3	3.2051282051282053	55.0	+	858	1143	0.15734265734265734	0.7703703703703704	10	20	580	725	841	986
orbicella_host_TRINITY_DN213606_c2_g3_i2.p1_3_288|orbicella_host_TRINITY_DN213606_c2_g3_i2_7_864	NW_018149324.1_p100-like_cnidaria_1c4b0771_cds	4	2.331002331002331	40.0	+	858	2781	0.06993006993006994	0.85	6	11	358	421	1885	1953
orbicella_host_TRINITY_DN213606_c2_g3_i5.p1_1_130|orbicella_host_TRINITY_DN213606_c2_g3_i5_2_391	XP_020614060.1_cds	1	100.0	780.0	+	390	1296	1.0	1.0	0	0	0	390	621	1011
orbicella_host_TRINITY_DN213606_c2_g3_i5.p1_1_130|orbicella_host_TRINITY_DN213606_c2_g3_i5_2_391	XP_020614015.1_cds	2	5.128205128205129	40.0	+	390	1143	0.18461538461538463	0.8055555555555556	6	10	78	155	519	596
orbicella_host_TRINITY_DN213606_c2_g3_i5.p1_1_130|orbicella_host_TRINITY_DN213606_c2_g3_i5_2_391	NW_018149324.1_p100-like_cnidaria_1c4b0771_cds	3	5.128205128205129	40.0	+	390	2781	0.15384615384615385	0.85	6	11	166	229	1885	1953
orbicella_host_TRINITY_DN213606_c2_g3_i5.p1_1_130|orbicella_host_TRINITY_DN213606_c2_g3_i5_2_391	XP_020604255.1_cds	4	3.8461538461538463	30.0	+	390	1107	0.11538461538461539	0.7333333333333333	0	0	74	119	476	521
orbicella_host_TRINITY_DN213606_c2_g3_i7.p1_1_202|orbicella_host_TRINITY_DN213606_c2_g3_i7_527_1132	XP_020614060.1_cds	1	98.76237623762377	1197.0	+	606	1296	1.0	0.995049504950495	0	0	0	606	681	1287
orbicella_host_TRINITY_DN213606_c2_g3_i7.p1_1_202|orbicella_host_TRINITY_DN213606_c2_g3_i7_527_1132	XP_020604255.1_cds	2	5.115511551155116	62.0	+	606	1107	0.21617161716171618	0.8015267175572519	11	26	237	381	735	879
orbicella_host_TRINITY_DN213606_c2_g3_i7.p1_1_202|orbicella_host_TRINITY_DN213606_c2_g3_i7_527_1132	XP_020614015.1_cds	3	4.125412541254126	50.0	+	606	1143	0.22277227722772278	0.762962962962963	10	20	328	473	841	986
orbicella_host_TRINITY_DN213606_c2_g3_i7.p1_1_202|orbicella_host_TRINITY_DN213606_c2_g3_i7_527_1132	NW_018149324.1_p100-like_cnidaria_1c4b0771_cds	4	3.3003300330033003	40.0	+	606	2781	0.09900990099009901	0.85	6	11	106	169	1885	1953
orbicella_host_TRINITY_DN213606_c2_g3_i8.p1_1_179|orbicella_host_TRINITY_DN213606_c2_g3_i8_526_1062	XP_020614060.1_cds	1	98.60335195530726	1059.0	+	537	1296	1.0	0.994413407821229	0	0	0	537	681	1218
orbicella_host_TRINITY_DN213606_c2_g3_i8.p1_1_179|orbicella_host_TRINITY_DN213606_c2_g3_i8_526_1062	XP_020604255.1_cds	2	5.772811918063315	62.0	+	537	1107	0.24394785847299813	0.8015267175572519	11	26	237	381	735	879
orbicella_host_TRINITY_DN213606_c2_g3_i8.p1_1_179|orbicella_host_TRINITY_DN213606_c2_g3_i8_526_1062	XP_020614015.1_cds	3	4.655493482309125	50.0	+	537	1143	0.25139664804469275	0.762962962962963	10	20	328	473	841	986
orbicella_host_TRINITY_DN213606_c2_g3_i8.p1_1_179|orbicella_host_TRINITY_DN213606_c2_g3_i8_526_1062	NW_018149324.1_p100-like_cnidaria_1c4b0771_cds	4	3.7243947858473	40.0	+	537	2781	0.11173184357541899	0.85	6	11	106	169	1885	1953
orbicella_host_TRINITY_DN220613_c2_g1_i3.p1_1_260|orbicella_host_TRINITY_DN220613_c2_g1_i3_211_990	NW_018149324.1_p100-like_cnidaria_1c4b0771_cds	1	95.12820512820512	1484.0	+	780	2781	1.0	1.0	4	60	0	780	0	840
orbicella_host_TRINITY_DN220613_c2_g1_i3.p1_1_260|orbicella_host_TRINITY_DN220613_c2_g1_i3_211_990	XP_020614060.1_cds	2	1.6025641025641026	25.0	+	780	1296	0.1	0.8717948717948718	13	29	16	116	334	419
orbicella_host_TRINITY_DN220613_c2_g1_i3.p1_1_260|orbicella_host_TRINITY_DN220613_c2_g1_i3_211_990	XP_020614015.1_cds	3	1.6025641025641026	25.0	+	780	1143	0.02435897435897436	1.0	2	5	558	582	1075	1094
orbicella_host_TRINITY_DN220613_c2_g1_i3.p1_1_260|orbicella_host_TRINITY_DN220613_c2_g1_i3_211_990	XP_020604255.1_cds	4	1.5384615384615385	24.0	-	780	1107	0.03076923076923077	0.9166666666666666	2	6	165	189	160	190
orbicella_host_TRINITY_DN220613_c2_g1_i3.p1_1_261|orbicella_host_TRINITY_DN220613_c2_g1_i3_211_993	NW_018149324.1_p100-like_cnidaria_1c4b0771_cds	1	95.14687100893997	1490.0	+	783	2781	1.0	1.0	4	60	0	783	0	843
orbicella_host_TRINITY_DN220613_c2_g1_i3.p1_1_261|orbicella_host_TRINITY_DN220613_c2_g1_i3_211_993	XP_020614060.1_cds	2	1.5964240102171137	25.0	+	783	1296	0.09961685823754789	0.8717948717948718	13	29	16	116	334	419
orbicella_host_TRINITY_DN220613_c2_g1_i3.p1_1_261|orbicella_host_TRINITY_DN220613_c2_g1_i3_211_993	XP_020614015.1_cds	3	1.5964240102171137	25.0	+	783	1143	0.024265644955300127	1.0	2	5	558	582	1075	1094
orbicella_host_TRINITY_DN220613_c2_g1_i3.p1_1_261|orbicella_host_TRINITY_DN220613_c2_g1_i3_211_993	XP_020604255.1_cds	4	1.5325670498084292	24.0	-	783	1107	0.03065134099616858	0.9166666666666666	2	6	165	189	160	190
orbicella_host_TRINITY_DN221067_c44_g7_i2.p1_2_369|orbicella_host_TRINITY_DN221067_c44_g7_i2_1942_839	XP_020604255.1_cds	1	97.05615942028986	2143.0	+	1104	1107	0.9728260869565217	0.9990689013035382	0	0	0	1074	3	1077
orbicella_host_TRINITY_DN221067_c44_g7_i2.p1_2_369|orbicella_host_TRINITY_DN221067_c44_g7_i2_1942_839	XP_020614060.1_cds	2	2.8079710144927534	62.0	+	1104	1296	0.11865942028985507	0.8015267175572519	11	26	732	876	918	1062
orbicella_host_TRINITY_DN221067_c44_g7_i2.p1_2_369|orbicella_host_TRINITY_DN221067_c44_g7_i2_1942_839	NW_018149324.1_p100-like_cnidaria_1c4b0771_cds	3	1.7210144927536233	38.0	+	1104	2781	0.0769927536231884	0.8117647058823529	8	20	307	403	1573	1667
orbicella_host_TRINITY_DN221067_c44_g7_i2.p1_2_369|orbicella_host_TRINITY_DN221067_c44_g7_i2_1942_839	XP_020614015.1_cds	4	1.4492753623188406	32.0	+	1104	1143	0.028079710144927536	0.8064516129032258	0	0	374	405	419	450
a_tenuis_TRINITY_DN17808_c1_g1_i1.p1_1_381|a_tenuis_TRINITY_DN17808_c1_g1_i1_1535_393	BLAZ01000634.1_p100-like_cnidaria_42ec6be3_cds	1	91.42607174103237	2090.0	+	1143	2805	0.9965004374453194	0.9912203687445127	6	114	4	1143	202	1455
a_tenuis_TRINITY_DN17808_c1_g1_i1.p1_1_381|a_tenuis_TRINITY_DN17808_c1_g1_i1_1535_393	BLAZ01000379.1_IkBa-like_cnidaria_1b49cc6e_cds	2	1.1373578302712162	26.0	-	1143	1149	0.024496937882764653	0.8571428571428571	2	2	545	573	505	535
a_tenuis_TRINITY_DN17808_c1_g1_i1.p1_1_381|a_tenuis_TRINITY_DN17808_c1_g1_i1_1535_393	BLAZ01001464.1_IkB-like-2_cnidaria_5d8c002b_cds	2	1.1373578302712162	26.0	+	1143	1086	0.024496937882764653	0.8571428571428571	2	2	385	414	805	834
a_tenuis_TRINITY_DN17808_c1_g1_i1.p1_1_381|a_tenuis_TRINITY_DN17808_c1_g1_i1_1535_393	BLAZ01001464.1_IkB-like-1_cnidaria_06ab4a1a_cds	4	1.0498687664041995	24.0	-	1143	1158	0.022747156605424323	0.9615384615384616	4	7	480	507	389	421
a_tenuis_TRINITY_DN17808_c1_g1_i1.p1_1_389|a_tenuis_TRINITY_DN17808_c1_g1_i1_1535_369	BLAZ01000634.1_p100-like_cnidaria_42ec6be3_cds	1	91.60239931448157	2138.0	+	1167	2805	0.9965724078834619	0.9914015477214101	6	114	4	1167	202	1479
a_tenuis_TRINITY_DN17808_c1_g1_i1.p1_1_389|a_tenuis_TRINITY_DN17808_c1_g1_i1_1535_369	BLAZ01000379.1_IkBa-like_cnidaria_1b49cc6e_cds	2	1.113967437874893	26.0	-	1167	1149	0.023993144815766924	0.8571428571428571	2	2	545	573	505	535
a_tenuis_TRINITY_DN17808_c1_g1_i1.p1_1_389|a_tenuis_TRINITY_DN17808_c1_g1_i1_1535_369	BLAZ01001464.1_IkB-like-2_cnidaria_5d8c002b_cds	2	1.113967437874893	26.0	+	1167	1086	0.023993144815766924	0.8571428571428571	2	2	385	414	805	834
a_tenuis_TRINITY_DN17808_c1_g1_i1.p1_1_389|a_tenuis_TRINITY_DN17808_c1_g1_i1_1535_369	BLAZ01001464.1_IkB-like-1_cnidaria_06ab4a1a_cds	4	1.0282776349614395	24.0	-	1167	1158	0.022279348757497857	0.9615384615384616	4	7	480	507	389	421
a_tenuis_TRINITY_DN25922_c0_g1_i1.p1_9_175|a_tenuis_TRINITY_DN25922_c0_g1_i1_755_255	BLAZ01001464.1_IkB-like-1_cnidaria_06ab4a1a_cds	1	99.10179640718563	993.0	+	501	1158	0.9960079840319361	0.9979959919839679	0	0	2	501	449	948
a_tenuis_TRINITY_DN25922_c0_g1_i1.p1_9_175|a_tenuis_TRINITY_DN25922_c0_g1_i1_755_255	BLAZ01001464.1_IkB-like-2_cnidaria_5d8c002b_cds	2	5.089820359281437	51.0	+	501	1086	0.24151696606786427	0.8016528925619835	9	35	90	228	411	550
a_tenuis_TRINITY_DN25922_c0_g1_i1.p1_9_175|a_tenuis_TRINITY_DN25922_c0_g1_i1_755_255	BLAZ01000634.1_p100-like_cnidaria_42ec6be3_cds	3	3.193612774451098	32.0	+	501	2805	0.0718562874251497	0.7777777777777778	0	0	75	111	1587	1623
a_tenuis_TRINITY_DN25922_c0_g1_i1.p1_9_175|a_tenuis_TRINITY_DN25922_c0_g1_i1_755_255	BLAZ01000379.1_IkBa-like_cnidaria_1b49cc6e_cds	4	2.694610778443114	27.0	+	501	1149	0.05189620758483034	0.8076923076923077	0	0	99	125	984	1010
a_tenuis_TRINITY_DN25922_c0_g1_i2.p1_1_110|a_tenuis_TRINITY_DN25922_c0_g1_i2_584_255	BLAZ01001464.1_IkB-like-1_cnidaria_06ab4a1a_cds	1	100.0	660.0	+	330	1158	1.0	1.0	0	0	0	330	618	948
a_tenuis_TRINITY_DN25922_c0_g1_i2.p1_1_110|a_tenuis_TRINITY_DN25922_c0_g1_i2_584_255	BLAZ01001464.1_IkB-like-2_cnidaria_5d8c002b_cds	2	5.606060606060606	37.0	+	330	1086	0.13333333333333333	0.8181818181818182	2	3	11	57	505	550
a_tenuis_TRINITY_DN25922_c0_g1_i2.p1_1_110|a_tenuis_TRINITY_DN25922_c0_g1_i2_584_255	BLAZ01000379.1_IkBa-like_cnidaria_1b49cc6e_cds	3	3.6363636363636362	24.0	+	330	1149	0.08484848484848485	0.8214285714285714	1	3	31	59	616	647
a_tenuis_TRINITY_DN25922_c0_g1_i2.p1_1_110|a_tenuis_TRINITY_DN25922_c0_g1_i2_584_255	BLAZ01000634.1_p100-like_cnidaria_42ec6be3_cds	4	3.484848484848485	23.0	+	330	2805	0.08787878787878788	0.7586206896551724	0	0	39	68	1851	1880
a_tenuis_TRINITY_DN335_c0_g1_i19.p1_34_156|a_tenuis_TRINITY_DN335_c0_g1_i19_984_616	BLAZ01000379.1_IkBa-like_cnidaria_1b49cc6e_cds	1	90.65040650406505	669.0	+	369	1149	0.926829268292683	0.9970760233918129	1	6	0	342	774	1122
a_tenuis_TRINITY_DN335_c0_g1_i19.p1_34_156|a_tenuis_TRINITY_DN335_c0_g1_i19_984_616	BLAZ01001464.1_IkB-like-1_cnidaria_06ab4a1a_cds	2	6.233062330623306	46.0	+	369	1158	0.11653116531165311	0.813953488372093	0	0	92	135	947	990
a_tenuis_TRINITY_DN335_c0_g1_i19.p1_34_156|a_tenuis_TRINITY_DN335_c0_g1_i19_984_616	BLAZ01001464.1_IkB-like-2_cnidaria_5d8c002b_cds	3	4.336043360433604	32.0	+	369	1086	0.17886178861788618	0.696969696969697	0	0	70	136	814	880
a_tenuis_TRINITY_DN335_c0_g1_i19.p1_34_156|a_tenuis_TRINITY_DN335_c0_g1_i19_984_616	BLAZ01000634.1_p100-like_cnidaria_42ec6be3_cds	4	4.336043360433604	32.0	+	369	2805	0.12466124661246612	0.8695652173913043	5	10	188	236	2078	2132
a_tenuis_TRINITY_DN335_c0_g1_i2.p1_1_252|a_tenuis_TRINITY_DN335_c0_g1_i2_2950_2195	BLAZ01000379.1_IkBa-like_cnidaria_1b49cc6e_cds	1	94.31216931216932	1426.0	+	756	1149	1.0	0.9814814814814815	1	12	0	756	0	768
a_tenuis_TRINITY_DN335_c0_g1_i2.p1_1_252|a_tenuis_TRINITY_DN335_c0_g1_i2_2950_2195	BLAZ01001464.1_IkB-like-2_cnidaria_5d8c002b_cds	2	2.447089947089947	37.0	+	756	1086	0.0582010582010582	0.8636363636363636	3	9	612	665	627	671
a_tenuis_TRINITY_DN335_c0_g1_i2.p1_1_252|a_tenuis_TRINITY_DN335_c0_g1_i2_2950_2195	BLAZ01000634.1_p100-like_cnidaria_42ec6be3_cds	3	1.7195767195767195	26.0	-	756	2805	0.03042328042328042	0.8260869565217391	0	0	209	232	1641	1664
a_tenuis_TRINITY_DN335_c0_g1_i2.p1_1_252|a_tenuis_TRINITY_DN335_c0_g1_i2_2950_2195	BLAZ01001464.1_IkB-like-1_cnidaria_06ab4a1a_cds	4	1.5873015873015872	24.0	+	756	1158	0.037037037037037035	0.8214285714285714	1	3	604	635	649	677
a_tenuis_TRINITY_DN335_c0_g1_i28.p1_1_186|a_tenuis_TRINITY_DN335_c0_g1_i28_1173_616	BLAZ01000379.1_IkBa-like_cnidaria_1b49cc6e_cds	1	92.38351254480287	1031.0	+	558	1149	0.9516129032258065	0.9981167608286252	2	18	0	531	573	1122
a_tenuis_TRINITY_DN335_c0_g1_i28.p1_1_186|a_tenuis_TRINITY_DN335_c0_g1_i28_1173_616	BLAZ01001464.1_IkB-like-1_cnidaria_06ab4a1a_cds	2	4.121863799283154	46.0	+	558	1158	0.07706093189964158	0.813953488372093	0	0	281	324	947	990
a_tenuis_TRINITY_DN335_c0_g1_i28.p1_1_186|a_tenuis_TRINITY_DN335_c0_g1_i28_1173_616	BLAZ01001464.1_IkB-like-2_cnidaria_5d8c002b_cds	3	3.315412186379928	37.0	+	558	1086	0.07885304659498207	0.8636363636363636	3	9	51	104	627	671
a_tenuis_TRINITY_DN335_c0_g1_i28.p1_1_186|a_tenuis_TRINITY_DN335_c0_g1_i28_1173_616	BLAZ01000634.1_p100-like_cnidaria_42ec6be3_cds	4	2.867383512544803	32.0	+	558	2805	0.08243727598566308	0.8695652173913043	5	10	377	425	2078	2132
a_tenuis_TRINITY_DN42964_c0_g1_i1.p1_4_164|a_tenuis_TRINITY_DN42964_c0_g1_i1_11_493	BLAZ01000634.1_p100-like_cnidaria_42ec6be3_cds	1	81.67701863354037	789.0	+	483	2805	0.9544513457556936	0.9978308026030369	2	120	9	470	1479	2060
a_tenuis_TRINITY_DN42964_c0_g1_i1.p1_4_164|a_tenuis_TRINITY_DN42964_c0_g1_i1_11_493	BLAZ01001464.1_IkB-like-2_cnidaria_5d8c002b_cds	2	4.451345755693581	43.0	+	483	1086	0.07039337474120083	0.8529411764705882	0	0	256	290	526	560
a_tenuis_TRINITY_DN42964_c0_g1_i1.p1_4_164|a_tenuis_TRINITY_DN42964_c0_g1_i1_11_493	BLAZ01001464.1_IkB-like-1_cnidaria_06ab4a1a_cds	3	4.140786749482402	40.0	+	483	1158	0.10351966873706005	0.76	0	0	117	167	522	572
a_tenuis_TRINITY_DN42964_c0_g1_i1.p1_4_164|a_tenuis_TRINITY_DN42964_c0_g1_i1_11_493	BLAZ01000379.1_IkBa-like_cnidaria_1b49cc6e_cds	4	3.4161490683229814	33.0	+	483	1149	0.08281573498964803	0.85	3	5	131	175	392	433
Oarb_104540_c2_g2_i4.p1_1_189|Oarb_104540_c2_g2_i4_620_54	OZ210550.1_IkB-like-2_cnidaria_27849994_cds	1	89.50617283950618	1015.0	+	567	1068	0.9171075837742504	0.9923076923076923	1	1	0	521	546	1066
Oarb_104540_c2_g2_i4.p1_1_189|Oarb_104540_c2_g2_i4_620_54	OZ210550.1_IkB-like-1_cnidaria_f1fc1ca4_cds	2	2.6455026455026456	30.0	+	567	1215	0.09347442680776014	0.7924528301886793	4	5	159	214	888	944
Oarb_104540_c2_g2_i4.p1_1_189|Oarb_104540_c2_g2_i4_620_54	OZ210541.1_p100-like_cnidaria_cc72bb95_cds	3	2.292768959435626	26.0	+	567	3237	0.10934744268077601	0.7419354838709677	3	6	266	334	2312	2374
Oarb_104540_c2_g2_i4.p1_1_189|Oarb_104540_c2_g2_i4_620_54	OZ210546.1_IkBa-like_cnidaria_d20d51b0_cds	4	2.2045855379188715	25.0	+	567	1128	0.03527336860670194	0.85	0	0	63	83	393	413
Oarb_104540_c2_g2_i4.p1_1_189|Oarb_104540_c2_g2_i4_620_54	OZ210548.1_p52-like_cnidaria_4a4f5cc6_cds	5	1.8518518518518519	21.0	-	567	1062	0.04585537918871252	0.8846153846153846	2	8	203	235	556	584
Oarb_129275_c3_g2_i1.p1_1_247|Oarb_129275_c3_g2_i1_3_743	OZ210548.1_p52-like_cnidaria_4a4f5cc6_cds	1	83.94062078272604	1244.0	+	741	1062	0.9460188933873145	0.9657631954350927	2	30	0	731	117	818
Oarb_129275_c3_g2_i1.p1_1_247|Oarb_129275_c3_g2_i1_3_743	OZ210541.1_p100-like_cnidaria_cc72bb95_cds	2	48.987854251012145	726.0	+	741	3237	0.9959514170040485	0.8617886178861789	21	156	0	741	327	1218
Oarb_129275_c3_g2_i1.p1_1_247|Oarb_129275_c3_g2_i1_3_743	OZ210550.1_IkB-like-1_cnidaria_f1fc1ca4_cds	3	1.8218623481781377	27.0	+	741	1215	0.032388663967611336	0.875	1	2	661	687	202	226
Oarb_129275_c3_g2_i1.p1_1_247|Oarb_129275_c3_g2_i1_3_743	OZ210546.1_IkBa-like_cnidaria_d20d51b0_cds	4	1.484480431848853	22.0	+	741	1128	0.02834008097165992	0.8095238095238095	0	0	363	384	198	219
Oarb_129275_c3_g2_i1.p1_1_247|Oarb_129275_c3_g2_i1_3_743	OZ210550.1_IkB-like-2_cnidaria_27849994_cds	5	1.417004048582996	21.0	-	741	1068	0.017543859649122806	0.9230769230769231	0	0	396	409	332	345
Oarb_139262_c0_g1_i2.p1_1_277|Oarb_139262_c0_g1_i2_155_985	OZ210546.1_IkBa-like_cnidaria_d20d51b0_cds	1	97.59326113116727	1622.0	+	831	1128	1.0	0.9951865222623345	2	12	0	831	0	843
Oarb_139262_c0_g1_i2.p1_1_277|Oarb_139262_c0_g1_i2_155_985	OZ210550.1_IkB-like-2_cnidaria_27849994_cds	2	2.5872442839951866	43.0	+	831	1068	0.05054151624548736	0.8333333333333334	1	2	373	417	385	427
Oarb_139262_c0_g1_i2.p1_1_277|Oarb_139262_c0_g1_i2_155_985	OZ210550.1_IkB-like-1_cnidaria_f1fc1ca4_cds	3	2.406738868832732	40.0	+	831	1215	0.09386281588447654	0.8333333333333334	6	27	738	830	906	997
Oarb_139262_c0_g1_i2.p1_1_277|Oarb_139262_c0_g1_i2_155_985	OZ210541.1_p100-like_cnidaria_cc72bb95_cds	4	1.865222623345367	31.0	+	831	3237	0.027677496991576414	0.8695652173913043	0	0	379	402	1783	1806
Oarb_139262_c0_g1_i2.p1_1_277|Oarb_139262_c0_g1_i2_155_985	OZ210548.1_p52-like_cnidaria_4a4f5cc6_cds	5	1.5643802647412757	26.0	-	831	1062	0.031287605294825514	0.8461538461538461	1	2	495	523	513	539
Oarb_139262_c0_g1_i3.p2_13_131|Oarb_139262_c0_g1_i3_2091_2447	OZ210546.1_IkBa-like_cnidaria_d20d51b0_cds	1	92.85714285714286	663.0	+	357	1128	0.9495798319327731	0.9970501474926253	1	6	0	339	753	1098
Oarb_139262_c0_g1_i3.p2_13_131|Oarb_139262_c0_g1_i3_2091_2447	OZ210550.1_IkB-like-1_cnidaria_f1fc1ca4_cds	2	11.064425770308123	79.0	+	357	1215	0.3641456582633053	0.8076923076923077	7	28	0	144	909	1053
Oarb_139262_c0_g1_i3.p2_13_131|Oarb_139262_c0_g1_i3_2091_2447	OZ210541.1_p100-like_cnidaria_cc72bb95_cds	3	5.602240896358543	40.0	+	357	3237	0.12605042016806722	0.7777777777777778	0	0	185	230	2441	2486
Oarb_139262_c0_g1_i3.p2_13_131|Oarb_139262_c0_g1_i3_2091_2447	OZ210550.1_IkB-like-2_cnidaria_27849994_cds	4	4.901960784313726	35.0	+	357	1068	0.19607843137254902	0.7285714285714285	2	2	69	140	795	866
Oarb_139262_c0_g1_i3.p2_13_131|Oarb_139262_c0_g1_i3_2091_2447	OZ210548.1_p52-like_cnidaria_4a4f5cc6_cds	5	3.361344537815126	24.0	+	357	1062	0.03361344537815126	1.0	0	0	92	104	989	1001
Oarb_139262_c0_g1_i3.p3_1_106|Oarb_139262_c0_g1_i3_1112_1429	OZ210546.1_IkBa-like_cnidaria_d20d51b0_cds	1	97.64150943396227	621.0	+	318	1128	1.0	0.9968553459119497	1	6	0	318	426	750
Oarb_139262_c0_g1_i3.p3_1_106|Oarb_139262_c0_g1_i3_1112_1429	OZ210550.1_IkB-like-1_cnidaria_f1fc1ca4_cds	2	5.188679245283019	33.0	+	318	1215	0.13836477987421383	0.75	0	0	54	98	684	728
Oarb_139262_c0_g1_i3.p3_1_106|Oarb_139262_c0_g1_i3_1112_1429	OZ210550.1_IkB-like-2_cnidaria_27849994_cds	3	4.245283018867925	27.0	+	318	1068	0.0660377358490566	0.8571428571428571	0	0	77	98	512	533
Oarb_139262_c0_g1_i3.p3_1_106|Oarb_139262_c0_g1_i3_1112_1429	OZ210541.1_p100-like_cnidaria_cc72bb95_cds	4	4.088050314465409	26.0	-	318	3237	0.08176100628930817	0.8461538461538461	1	2	69	97	807	833
Oarb_139262_c0_g1_i3.p3_1_106|Oarb_139262_c0_g1_i3_1112_1429	OZ210548.1_p52-like_cnidaria_4a4f5cc6_cds	4	4.088050314465409	26.0	-	318	1062	0.08176100628930817	0.8461538461538461	1	2	69	97	513	539
Oarb_148322_c2_g1_i6.p1_1_255|Oarb_148322_c2_g1_i6_2035_2799	OZ210550.1_IkB-like-1_cnidaria_f1fc1ca4_cds	1	85.94771241830065	1315.0	+	765	1215	0.9019607843137255	0.981159420289855	0	0	0	690	525	1215
Oarb_148322_c2_g1_i6.p1_1_255|Oarb_148322_c2_g1_i6_2035_2799	OZ210546.1_IkBa-like_cnidaria_d20d51b0_cds	2	5.359477124183006	82.0	+	765	1128	0.17124183006535948	0.816793893129771	7	32	384	528	753	903
Oarb_148322_c2_g1_i6.p1_1_255|Oarb_148322_c2_g1_i6_2035_2799	OZ210550.1_IkB-like-2_cnidaria_27849994_cds	3	3.1372549019607843	48.0	+	765	1068	0.13333333333333333	0.7450980392156863	5	6	162	267	492	597
Oarb_148322_c2_g1_i6.p1_1_255|Oarb_148322_c2_g1_i6_2035_2799	OZ210541.1_p100-like_cnidaria_cc72bb95_cds	4	1.8300653594771241	28.0	+	765	3237	0.05751633986928104	0.7272727272727273	0	0	472	516	2314	2358
