transcript_id	locus_id	rank	score	raw_score	strand	transcript_length	locus_length	transcript_coverage	identity	gap_count	gap_bases	transcript_start	transcript_end	locus_start	locus_end
orbicella_host_TRINITY_DN206725_c0_g2_i7_37_873	XP_020612557.1_cds_p105-like_fixed	1	97.2520908004779	1628.0	+	837	2432	0.995221027479092	0.992797118847539	1	4	0	837	1398	2231
orbicella_host_TRINITY_DN206725_c0_g2_i7_37_873	XP_020604255.1_cds_ikba-like	2	3.6439665471923535	61.0	+	837	1107	0.16248506571087215	0.7573529411764706	8	14	666	809	825	968
orbicella_host_TRINITY_DN206725_c0_g2_i7_37_873	XP_020614060.1_cds-ikb_like-1	3	2.3297491039426523	39.0	+	837	1296	0.06093189964157706	0.8627450980392157	5	8	442	497	787	842
orbicella_host_TRINITY_DN206725_c0_g2_i7_37_873	XP_020614015.1_cds_ikb-like-2	4	1.8518518518518519	31.0	+	837	1143	0.03106332138590203	0.9230769230769231	1	7	687	720	543	569
orbicella_host_TRINITY_DN189929_c2_g1_i5_1_402	XP_020612557.1_cds_p105-like_fixed	1	84.82587064676616	682.0	+	402	2432	1.0	1.0	2	114	0	402	693	1209
orbicella_host_TRINITY_DN189929_c2_g1_i5_1_402	XP_020614015.1_cds_ikb-like-2	2	3.109452736318408	25.0	-	402	1143	0.09203980099502487	0.8108108108108109	2	6	53	92	718	759
orbicella_host_TRINITY_DN189929_c2_g1_i5_1_402	XP_020604255.1_cds_ikba-like	3	3.109452736318408	25.0	-	402	1107	0.07462686567164178	0.9333333333333333	4	9	265	295	875	914
orbicella_host_TRINITY_DN189929_c2_g1_i5_1_402	XP_020614060.1_cds-ikb_like-1	4	2.8606965174129355	23.0	+	402	1296	0.11940298507462686	0.8333333333333334	5	13	231	282	317	375
orbicella_host_TRINITY_DN213298_c3_g3_i3_3_485	XP_020612557.1_cds_p105-like_fixed	1	31.78053830227743	307.0	+	483	2432	0.32298136645962733	0.9935897435897436	0	0	0	156	2255	2411
orbicella_host_TRINITY_DN213298_c3_g3_i3_3_485	XP_020614060.1_cds-ikb_like-1	2	2.691511387163561	26.0	+	483	1296	0.08074534161490683	0.8461538461538461	3	10	296	336	1229	1277
orbicella_host_TRINITY_DN213298_c3_g3_i3_3_485	XP_020604255.1_cds_ikba-like	3	2.484472049689441	24.0	+	483	1107	0.10144927536231885	0.9387755102040817	10	19	314	377	709	763
orbicella_host_TRINITY_DN213298_c3_g3_i3_3_485	XP_020614015.1_cds_ikb-like-2	4	2.380952380952381	23.0	-	483	1143	0.037267080745341616	1.0	2	5	262	283	385	405
