detection_type	detection_method	batch	query_accession	query_database	query_type	target_accession	target_database	target_type	target_model	query_start	query_end	target_start	target_end	evalue	bitscore	bitscore_threshold	custom_metric_name	custom_metric_value
sequence	hmm	20260917_086b6586	CALNXI010000943.1_IkBa-like_cnidaria_00703371	Needle	protein	PF00023.37	Pfam-A	protein		172	347	1	33	9.9e-08	112.0			
sequence	hmm	20260917_086b6586	CALNXI010000943.1_IkBa-like_cnidaria_00703371	Needle	protein	PF12796.14	Pfam-A	protein		166	358	1	90	1.5e-16	132.5			
sequence	hmm	20260917_086b6586	CALNXI010000943.1_IkBa-like_cnidaria_00703371	Needle	protein	PF13606.13	Pfam-A	protein		201	277	1	31	0.001	37.5			
sequence	hmm	20260917_086b6586	CALNXI010000943.1_IkBa-like_cnidaria_00703371	Needle	protein	PF13637.13	Pfam-A	protein		173	303	1	50	3.4e-08	61.3			
sequence	hmm	20260917_086b6586	CALNXJ010000016.1_p105-like_cnidaria_b4389a93	Needle	protein	PF00023.37	Pfam-A	protein		554	724	1	32	0.00042	75.5			
sequence	hmm	20260917_086b6586	CALNXJ010000016.1_p105-like_cnidaria_b4389a93	Needle	protein	PF00531.29	Pfam-A	protein		780	852	2	82	1.1e-07	32.3			
sequence	hmm	20260917_086b6586	CALNXJ010000016.1_p105-like_cnidaria_b4389a93	Needle	protein	PF00554.28	Pfam-A	protein		45	261	1	169	1.3e-59	201.4			
sequence	hmm	20260917_086b6586	CALNXJ010000016.1_p105-like_cnidaria_b4389a93	Needle	protein	PF12796.14	Pfam-A	protein		557	724	1	90	4.9e-13	82.4			
sequence	hmm	20260917_086b6586	CALNXJ010000016.1_p105-like_cnidaria_b4389a93	Needle	protein	PF16179.12	Pfam-A	protein		270	370	1	102	9.5e-37	125.6			
sequence	hmm	20260917_086b6586	CALNXJ010000034.1_IkBa-like_cnidaria_66571076	Needle	protein	PF00023.37	Pfam-A	protein		173	351	1	33	9.2e-06	110.5			
sequence	hmm	20260917_086b6586	CALNXJ010000034.1_IkBa-like_cnidaria_66571076	Needle	protein	PF12796.14	Pfam-A	protein		167	316	24	88	5.1e-11	81.1			
sequence	hmm	20260917_086b6586	CALNXJ010000034.1_IkBa-like_cnidaria_66571076	Needle	protein	PF13606.13	Pfam-A	protein		204	315	1	30	0.0033	36.3			
sequence	hmm	20260917_086b6586	CALNXJ010000034.1_IkBa-like_cnidaria_66571076	Needle	protein	PF13637.13	Pfam-A	protein		184	364	1	50	1.9e-06	80.8			
sequence	hmm	20260917_086b6586	CALNXJ010000041.1_IkB-like-1_cnidaria_d9883b6d	Needle	protein	PF00023.37	Pfam-A	protein		212	375	1	32	1.8e-05	116.2			
sequence	hmm	20260917_086b6586	CALNXJ010000041.1_IkB-like-1_cnidaria_d9883b6d	Needle	protein	PF12796.14	Pfam-A	protein		204	409	8	90	2.3e-13	146.0			
sequence	hmm	20260917_086b6586	CALNXJ010000041.1_IkB-like-1_cnidaria_d9883b6d	Needle	protein	PF13606.13	Pfam-A	protein		212	376	1	29	0.00013	44.0			
sequence	hmm	20260917_086b6586	CALNXJ010000041.1_IkB-like-1_cnidaria_d9883b6d	Needle	protein	PF13637.13	Pfam-A	protein		201	301	1	50	3.5e-06	51.1			
sequence	hmm	20260917_086b6586	CALNXJ010000041.1_IkB-like-1_cnidaria_d9883b6d	Needle	protein	PF13857.13	Pfam-A	protein		267	323	1	56	3.6e-07	30.9			
sequence	hmm	20260917_086b6586	CALNXJ010000041.1_IkB-like-2_cnidaria_209c0d6c	Needle	protein	PF00023.37	Pfam-A	protein		188	356	1	32	1.9e-07	123.7			
sequence	hmm	20260917_086b6586	CALNXJ010000041.1_IkB-like-2_cnidaria_209c0d6c	Needle	protein	PF12796.14	Pfam-A	protein		132	355	1	90	5.8e-19	197.5			
sequence	hmm	20260917_086b6586	CALNXJ010000041.1_IkB-like-2_cnidaria_209c0d6c	Needle	protein	PF13606.13	Pfam-A	protein		259	354	2	31	2.8e-05	63.400000000000006			
sequence	hmm	20260917_086b6586	CALNXJ010000041.1_IkB-like-2_cnidaria_209c0d6c	Needle	protein	PF13637.13	Pfam-A	protein		191	334	1	50	1.2e-08	85.7			
sequence	hmm	20260917_086b6586	CALNXJ010000041.1_IkB-like-2_cnidaria_209c0d6c	Needle	protein	PF13857.13	Pfam-A	protein		284	333	6	56	1.4e-07	32.2			
sequence	hmm	20260917_086b6586	CALNXK010000029.1_IkBa-like_cnidaria_36d8db0b	Needle	protein	PF00023.37	Pfam-A	protein		172	347	1	33	9.9e-08	113.0			
sequence	hmm	20260917_086b6586	CALNXK010000029.1_IkBa-like_cnidaria_36d8db0b	Needle	protein	PF12796.14	Pfam-A	protein		164	358	1	90	9.5e-17	135.5			
sequence	hmm	20260917_086b6586	CALNXK010000029.1_IkBa-like_cnidaria_36d8db0b	Needle	protein	PF13606.13	Pfam-A	protein		201	277	1	31	0.001	37.5			
sequence	hmm	20260917_086b6586	CALNXK010000029.1_IkBa-like_cnidaria_36d8db0b	Needle	protein	PF13637.13	Pfam-A	protein		173	303	1	50	3.4e-08	61.6			
sequence	hmm	20260917_086b6586	CALNXK010000057.1_p105-like_cnidaria_3ac67995	Needle	protein	PF00554.28	Pfam-A	protein		45	257	1	169	1.9e-56	191.2			
sequence	hmm	20260917_086b6586	CALNXK010000057.1_p105-like_cnidaria_3ac67995	Needle	protein	PF16179.12	Pfam-A	protein		266	369	1	102	6.7e-37	126.1			
sequence	hmm	20260917_086b6586	CM106371.1_p105-like_cnidaria_95385fb0	Needle	protein	PF00023.37	Pfam-A	protein		519	724	1	32	0.00039	110.7			
sequence	hmm	20260917_086b6586	CM106371.1_p105-like_cnidaria_95385fb0	Needle	protein	PF00554.28	Pfam-A	protein		45	261	1	169	1e-60	205.0			
sequence	hmm	20260917_086b6586	CM106371.1_p105-like_cnidaria_95385fb0	Needle	protein	PF12796.14	Pfam-A	protein		561	723	1	90	1.4e-14	89.69999999999999			
sequence	hmm	20260917_086b6586	CM106371.1_p105-like_cnidaria_95385fb0	Needle	protein	PF13857.13	Pfam-A	protein		647	701	3	56	8.5e-07	29.7			
sequence	hmm	20260917_086b6586	CM106371.1_p105-like_cnidaria_95385fb0	Needle	protein	PF16179.12	Pfam-A	protein		270	373	1	102	5e-39	132.9			
sequence	hmm	20260917_086b6586	CM106374.1_p105-like_cnidaria_e0ab6510	Needle	protein	PF00554.28	Pfam-A	protein		2	206	9	169	1.3e-50	172.1			
sequence	hmm	20260917_086b6586	CM106374.1_p105-like_cnidaria_e0ab6510	Needle	protein	PF16179.12	Pfam-A	protein		215	318	1	102	3.6e-38	130.2			
sequence	hmm	20260917_086b6586	CM106375.1_IkB-like-1_cnidaria_a32257ab	Needle	protein	PF00023.37	Pfam-A	protein		208	372	1	32	2.4e-07	122.4			
sequence	hmm	20260917_086b6586	CM106375.1_IkB-like-1_cnidaria_a32257ab	Needle	protein	PF12796.14	Pfam-A	protein		194	407	12	90	1.9e-14	137.7			
sequence	hmm	20260917_086b6586	CM106375.1_IkB-like-1_cnidaria_a32257ab	Needle	protein	PF13606.13	Pfam-A	protein		208	373	1	30	1.7e-05	45.7			
sequence	hmm	20260917_086b6586	CM106375.1_IkB-like-1_cnidaria_a32257ab	Needle	protein	PF13637.13	Pfam-A	protein		190	363	1	50	1.9e-08	62.0			
sequence	hmm	20260917_086b6586	CM106375.1_IkB-like-1_cnidaria_a32257ab	Needle	protein	PF13857.13	Pfam-A	protein		331	386	1	56	1.1e-07	32.6			
sequence	hmm	20260917_086b6586	CM106375.1_IkB-like-2_cnidaria_c879bcb4	Needle	protein	PF00023.37	Pfam-A	protein		191	359	1	32	5.5e-08	127.60000000000001			
sequence	hmm	20260917_086b6586	CM106375.1_IkB-like-2_cnidaria_c879bcb4	Needle	protein	PF12796.14	Pfam-A	protein		181	324	1	90	2.8e-16	155.5			
sequence	hmm	20260917_086b6586	CM106375.1_IkB-like-2_cnidaria_c879bcb4	Needle	protein	PF13606.13	Pfam-A	protein		296	323	2	30	1.1e-05	25.8			
sequence	hmm	20260917_086b6586	CM106375.1_IkB-like-2_cnidaria_c879bcb4	Needle	protein	PF13637.13	Pfam-A	protein		194	316	1	50	1.2e-10	67.7			
sequence	hmm	20260917_086b6586	CM106375.1_IkB-like-2_cnidaria_c879bcb4	Needle	protein	PF13857.13	Pfam-A	protein		184	365	1	56	6.9e-07	57.6			
sequence	hmm	20260917_086b6586	CM106380.1_IkBa-like_cnidaria_9f645d40	Needle	protein	PF00023.37	Pfam-A	protein		169	346	1	33	1.2e-06	119.0			
sequence	hmm	20260917_086b6586	CM106380.1_IkBa-like_cnidaria_9f645d40	Needle	protein	PF12796.14	Pfam-A	protein		167	357	1	90	2.5e-12	215.8			
sequence	hmm	20260917_086b6586	CM106380.1_IkBa-like_cnidaria_9f645d40	Needle	protein	PF13606.13	Pfam-A	protein		200	276	1	31	0.0026	36.7			
sequence	hmm	20260917_086b6586	CM106380.1_IkBa-like_cnidaria_9f645d40	Needle	protein	PF13637.13	Pfam-A	protein		180	302	9	50	5.9e-08	63.599999999999994			
sequence	hmm	20260917_086b6586	JAJLRJ010000002.1_p105-like_cnidaria_1c165c91	Needle	protein	PF00023.37	Pfam-A	protein		501	706	1	32	0.00015	111.5			
sequence	hmm	20260917_086b6586	JAJLRJ010000002.1_p105-like_cnidaria_1c165c91	Needle	protein	PF00531.29	Pfam-A	protein		775	837	12	83	5.2e-08	33.4			
sequence	hmm	20260917_086b6586	JAJLRJ010000002.1_p105-like_cnidaria_1c165c91	Needle	protein	PF00554.28	Pfam-A	protein		53	254	9	169	7.7e-54	182.7			
sequence	hmm	20260917_086b6586	JAJLRJ010000002.1_p105-like_cnidaria_1c165c91	Needle	protein	PF12796.14	Pfam-A	protein		484	705	1	90	2.1e-14	126.69999999999999			
sequence	hmm	20260917_086b6586	JAJLRJ010000002.1_p105-like_cnidaria_1c165c91	Needle	protein	PF13606.13	Pfam-A	protein		643	671	2	30	0.0027	18.5			
sequence	hmm	20260917_086b6586	JAJLRJ010000002.1_p105-like_cnidaria_1c165c91	Needle	protein	PF13857.13	Pfam-A	protein		629	684	2	56	3.2e-07	31.1			
sequence	hmm	20260917_086b6586	JAJLRJ010000002.1_p105-like_cnidaria_1c165c91	Needle	protein	PF16179.12	Pfam-A	protein		263	366	1	102	1.4e-38	131.5			
sequence	hmm	20260917_086b6586	JAJLRJ010000006.1_IkBa-like_cnidaria_b0374efe	Needle	protein	PF00023.37	Pfam-A	protein		171	344	1	32	7.3e-07	103.2			
sequence	hmm	20260917_086b6586	JAJLRJ010000006.1_IkBa-like_cnidaria_b0374efe	Needle	protein	PF12796.14	Pfam-A	protein		167	357	1	90	6.5e-17	177.5			
sequence	hmm	20260917_086b6586	JAJLRJ010000006.1_IkBa-like_cnidaria_b0374efe	Needle	protein	PF13606.13	Pfam-A	protein		201	276	1	31	0.0035	35.7			
sequence	hmm	20260917_086b6586	JAJLRJ010000006.1_IkBa-like_cnidaria_b0374efe	Needle	protein	PF13637.13	Pfam-A	protein		172	302	1	50	5.3e-08	62.2			
sequence	hmm	20260917_086b6586	JAJLRJ010000010.1_IkB-like-1_cnidaria_49902b19	Needle	protein	PF00023.37	Pfam-A	protein		213	378	1	32	4.8e-05	89.6			
sequence	hmm	20260917_086b6586	JAJLRJ010000010.1_IkB-like-1_cnidaria_49902b19	Needle	protein	PF12796.14	Pfam-A	protein		196	411	9	90	3.9e-13	130.4			
sequence	hmm	20260917_086b6586	JAJLRJ010000010.1_IkB-like-1_cnidaria_49902b19	Needle	protein	PF13606.13	Pfam-A	protein		213	378	1	30	0.00042	38.3			
sequence	hmm	20260917_086b6586	JAJLRJ010000010.1_IkB-like-1_cnidaria_49902b19	Needle	protein	PF13637.13	Pfam-A	protein		190	368	1	50	4.2e-07	55.900000000000006			
sequence	hmm	20260917_086b6586	JAJLRJ010000010.1_IkB-like-1_cnidaria_49902b19	Needle	protein	PF13857.13	Pfam-A	protein		244	391	1	56	1.6e-06	56.4			
sequence	hmm	20260917_086b6586	JAJLRJ010000010.1_IkB-like-2_cnidaria_0ad31e39	Needle	protein	PF00023.37	Pfam-A	protein		188	356	1	32	3.5e-07	103.3			
sequence	hmm	20260917_086b6586	JAJLRJ010000010.1_IkB-like-2_cnidaria_0ad31e39	Needle	protein	PF12796.14	Pfam-A	protein		145	355	1	90	1.3e-15	216.3			
sequence	hmm	20260917_086b6586	JAJLRJ010000010.1_IkB-like-2_cnidaria_0ad31e39	Needle	protein	PF13606.13	Pfam-A	protein		293	320	2	30	3.3e-05	24.4			
sequence	hmm	20260917_086b6586	JAJLRJ010000010.1_IkB-like-2_cnidaria_0ad31e39	Needle	protein	PF13637.13	Pfam-A	protein		191	313	1	50	7.1e-08	65.3			
sequence	hmm	20260917_086b6586	JAJLRJ010000010.1_IkB-like-2_cnidaria_0ad31e39	Needle	protein	PF13857.13	Pfam-A	protein		181	227	10	56	9.9e-08	32.7			
sequence	hmm	20260917_086b6586	JARQWQ010000012.1_p105-like_cnidaria_21f51161	Needle	protein	PF00023.37	Pfam-A	protein		550	713	1	33	0.00031	71.8			
sequence	hmm	20260917_086b6586	JARQWQ010000012.1_p105-like_cnidaria_21f51161	Needle	protein	PF00531.29	Pfam-A	protein		774	845	3	84	4.5e-09	36.8			
sequence	hmm	20260917_086b6586	JARQWQ010000012.1_p105-like_cnidaria_21f51161	Needle	protein	PF00554.28	Pfam-A	protein		45	260	1	169	1.5e-57	194.7			
sequence	hmm	20260917_086b6586	JARQWQ010000012.1_p105-like_cnidaria_21f51161	Needle	protein	PF12796.14	Pfam-A	protein		493	713	1	90	6.2e-14	116.5			
sequence	hmm	20260917_086b6586	JARQWQ010000012.1_p105-like_cnidaria_21f51161	Needle	protein	PF16179.12	Pfam-A	protein		269	371	1	102	2.2e-38	130.9			
sequence	hmm	20260917_086b6586	JARQWQ010000014.1_IkBa-like_cnidaria_9832f2a5	Needle	protein	PF00023.37	Pfam-A	protein		175	350	2	33	2.3e-07	119.0			
sequence	hmm	20260917_086b6586	JARQWQ010000014.1_IkBa-like_cnidaria_9832f2a5	Needle	protein	PF12796.14	Pfam-A	protein		169	360	1	90	8.1e-18	181.6			
sequence	hmm	20260917_086b6586	JARQWQ010000014.1_IkBa-like_cnidaria_9832f2a5	Needle	protein	PF13606.13	Pfam-A	protein		205	314	2	31	0.00086	58.8			
sequence	hmm	20260917_086b6586	JARQWQ010000014.1_IkBa-like_cnidaria_9832f2a5	Needle	protein	PF13637.13	Pfam-A	protein		176	306	1	50	3.2e-08	84.0			
sequence	hmm	20260917_086b6586	MPSW01000736.1_IkB-like-1_cnidaria_3ae602e1	Needle	protein	PF00023.37	Pfam-A	protein		218	377	1	32	2.2e-06	107.6			
sequence	hmm	20260917_086b6586	MPSW01000736.1_IkB-like-1_cnidaria_3ae602e1	Needle	protein	PF12796.14	Pfam-A	protein		217	406	8	90	4.1e-14	125.9			
sequence	hmm	20260917_086b6586	MPSW01000736.1_IkB-like-1_cnidaria_3ae602e1	Needle	protein	PF13606.13	Pfam-A	protein		317	378	1	31	0.00012	40.0			
sequence	hmm	20260917_086b6586	MPSW01000736.1_IkB-like-1_cnidaria_3ae602e1	Needle	protein	PF13637.13	Pfam-A	protein		322	369	1	47	6e-07	30.1			
sequence	hmm	20260917_086b6586	MPSW01000736.1_IkB-like-1_cnidaria_3ae602e1	Needle	protein	PF13857.13	Pfam-A	protein		274	392	1	56	1.4e-06	57.1			
sequence	hmm	20260917_086b6586	MPSW01000736.1_IkB-like-2_cnidaria_21607528	Needle	protein	PF00023.37	Pfam-A	protein		178	346	1	32	1.5e-06	118.1			
sequence	hmm	20260917_086b6586	MPSW01000736.1_IkB-like-2_cnidaria_21607528	Needle	protein	PF12796.14	Pfam-A	protein		133	345	1	90	3.2e-16	238.3			
sequence	hmm	20260917_086b6586	MPSW01000736.1_IkB-like-2_cnidaria_21607528	Needle	protein	PF13606.13	Pfam-A	protein		283	310	2	30	0.00011	22.8			
sequence	hmm	20260917_086b6586	MPSW01000736.1_IkB-like-2_cnidaria_21607528	Needle	protein	PF13637.13	Pfam-A	protein		181	327	1	50	5.4e-08	88.7			
sequence	hmm	20260917_086b6586	MPSW01000736.1_IkB-like-2_cnidaria_21607528	Needle	protein	PF13857.13	Pfam-A	protein		172	323	1	56	1e-07	63.5			
sequence	hmm	20260917_086b6586	MPSW01003764.1_p105-like_cnidaria_566e8a75	Needle	protein	PF00023.37	Pfam-A	protein		511	648	2	32	0.00048	54.1			
sequence	hmm	20260917_086b6586	MPSW01003764.1_p105-like_cnidaria_566e8a75	Needle	protein	PF00531.29	Pfam-A	protein		774	842	4	82	5.5e-08	33.3			
