transcript_id	locus_id	rank	score	raw_score	strand	transcript_length	locus_length	transcript_coverage	identity	gap_count	gap_bases	transcript_start	transcript_end	locus_start	locus_end
pseudodiploria_host_TRINITY_DN187230_c1_g2_i2_5_328	XP_020612557.1_cds_p105-like_fixed	4	4.320987654320987	28.0	+	324	2432	0.08333333333333333	0.8518518518518519	1	2	168	197	1658	1685
pseudodiploria_host_TRINITY_DN190911_c0_g2_i5_2025_1417	XP_020604255.1_cds_ikba-like	1	78.4072249589491	955.0	+	609	1107	0.9441707717569786	0.9356521739130435	2	2	0	576	501	1077
pseudodiploria_host_TRINITY_DN190911_c0_g2_i5_2025_1417	XP_020614060.1_cds-ikb_like-1	2	7.22495894909688	88.0	+	609	1296	0.22824302134646962	0.8273381294964028	11	26	229	381	913	1065
pseudodiploria_host_TRINITY_DN190911_c0_g2_i5_2025_1417	XP_020612557.1_cds_p105-like_fixed	3	4.51559934318555	55.0	+	609	2432	0.2627257799671593	0.76875	14	24	346	518	2082	2254
pseudodiploria_host_TRINITY_DN190911_c0_g2_i5_2025_1417	XP_020614015.1_cds_ikb-like-2	4	1.9704433497536946	24.0	+	609	1143	0.019704433497536946	1.0	0	0	3	15	960	972
pseudodiploria_host_TRINITY_DN190911_c0_g2_i11_4061_3669	XP_020604255.1_cds_ikba-like	1	77.60814249363868	610.0	+	393	1107	1.0	0.916030534351145	2	3	0	393	3	399
pseudodiploria_host_TRINITY_DN190911_c0_g2_i11_4061_3669	XP_020614015.1_cds_ikb-like-2	2	3.6895674300254453	29.0	+	393	1143	0.05597964376590331	0.8636363636363636	0	0	371	393	419	441
pseudodiploria_host_TRINITY_DN190911_c0_g2_i11_4061_3669	XP_020614060.1_cds-ikb_like-1	3	3.5623409669211195	28.0	+	393	1296	0.061068702290076333	0.8333333333333334	0	0	369	393	597	621
pseudodiploria_host_TRINITY_DN190911_c0_g2_i11_4061_3669	XP_020612557.1_cds_p105-like_fixed	4	3.3078880407124682	26.0	+	393	2432	0.2010178117048346	0.7468354430379747	5	12	304	392	1582	1664
pseudodiploria_host_TRINITY_DN200187_c2_g4_i3_2_1960	XP_020612557.1_cds_p105-like_fixed	1	77.71822358346095	3045.0	+	1959	2432	0.9964267483409903	0.9287909836065574	7	136	0	1959	63	2144
pseudodiploria_host_TRINITY_DN200187_c2_g4_i3_2_1960	XP_020614060.1_cds-ikb_like-1	2	1.3782542113323124	54.0	+	1959	1296	0.03215926493108729	0.8888888888888888	6	13	1647	1719	783	850
pseudodiploria_host_TRINITY_DN200187_c2_g4_i3_2_1960	XP_020604255.1_cds_ikba-like	3	1.1995916283818275	47.0	+	1959	1107	0.03164880040837162	0.7903225806451613	2	4	1875	1939	825	889
pseudodiploria_host_TRINITY_DN200187_c2_g4_i3_2_1960	XP_020614015.1_cds_ikb-like-2	4	0.7146503318019398	28.0	+	1959	1143	0.014803471158754467	0.8620689655172413	2	2	1454	1484	419	449
pseudodiploria_host_TRINITY_DN202411_c1_g2_i2_3_890	XP_020612557.1_cds_p105-like_fixed	1	40.93468468468468	727.0	+	888	2432	0.4786036036036036	0.9458823529411765	1	4	0	429	1986	2411
pseudodiploria_host_TRINITY_DN202411_c1_g2_i2_3_890	XP_020604255.1_cds_ikba-like	2	4.391891891891892	78.0	+	888	1107	0.20495495495495494	0.7692307692307693	13	24	78	272	825	1019
pseudodiploria_host_TRINITY_DN202411_c1_g2_i2_3_890	XP_020614060.1_cds-ikb_like-1	3	1.9707207207207207	35.0	+	888	1296	0.10022522522522523	0.7640449438202247	6	14	31	123	953	1053
pseudodiploria_host_TRINITY_DN202411_c1_g2_i2_3_890	XP_020614015.1_cds_ikb-like-2	4	1.5765765765765767	28.0	+	888	1143	0.03490990990990991	0.8709677419354839	2	6	195	232	954	985
