transcript_id	locus_id	rank	score	raw_score	strand	transcript_length	locus_length	transcript_coverage	identity	gap_count	gap_bases	transcript_start	transcript_end	locus_start	locus_end
a_tenuis_TRINITY_DN335_c0_g1_i28_1173_607	BLAZ01001464.1_IkB-like-2_cnidaria_6fa67b39_cds_ikb2-like	3	3.2627865961199296	37.0	+	567	993	0.07760141093474426	0.8636363636363636	3	9	51	104	534	578
a_tenuis_TRINITY_DN335_c0_g1_i28_1173_607	BLAZ01000634.1_p105-like_cnidaria_42ec6be3_cds_p105-like	4	2.821869488536155	32.0	+	567	2805	0.08112874779541446	0.8695652173913043	5	10	377	425	2078	2132
a_tenuis_TRINITY_DN335_c0_g1_i14_2697_2380	BLAZ01000379.1_IkBa-like_cnidaria_d4087f07_cds_ikba-like	1	97.64150943396227	621.0	+	318	1149	1.0	0.9968553459119497	1	6	0	318	438	762
a_tenuis_TRINITY_DN335_c0_g1_i14_2697_2380	BLAZ01001464.1_IkB-like-2_cnidaria_6fa67b39_cds_ikb2-like	2	5.817610062893082	37.0	+	318	993	0.13836477987421383	0.8636363636363636	3	9	174	227	534	578
a_tenuis_TRINITY_DN335_c0_g1_i14_2697_2380	BLAZ01001464.1_IkB-like-1_cnidaria_4841c60e_cds_ikb1-like	3	3.7735849056603774	24.0	+	318	1176	0.0880503144654088	0.8214285714285714	1	3	166	197	667	695
a_tenuis_TRINITY_DN335_c0_g1_i14_2697_2380	BLAZ01000634.1_p105-like_cnidaria_42ec6be3_cds_p105-like	4	3.7735849056603774	24.0	-	318	2805	0.05345911949685535	0.9411764705882353	1	1	282	300	561	578
a_tenuis_TRINITY_DN335_c0_g1_i19_984_607	BLAZ01000379.1_IkBa-like_cnidaria_d4087f07_cds_ikba-like	1	88.4920634920635	669.0	+	378	1149	0.9047619047619048	0.9970760233918129	1	6	0	342	768	1116
a_tenuis_TRINITY_DN335_c0_g1_i19_984_607	BLAZ01001464.1_IkB-like-1_cnidaria_4841c60e_cds_ikb1-like	2	6.084656084656085	46.0	+	378	1176	0.11375661375661375	0.813953488372093	0	0	92	135	965	1008
a_tenuis_TRINITY_DN335_c0_g1_i19_984_607	BLAZ01001464.1_IkB-like-2_cnidaria_6fa67b39_cds_ikb2-like	3	4.232804232804233	32.0	+	378	993	0.1746031746031746	0.696969696969697	0	0	70	136	721	787
a_tenuis_TRINITY_DN335_c0_g1_i19_984_607	BLAZ01000634.1_p105-like_cnidaria_42ec6be3_cds_p105-like	4	4.232804232804233	32.0	+	378	2805	0.12169312169312169	0.8695652173913043	5	10	188	236	2078	2132
a_tenuis_TRINITY_DN335_c0_g1_i2_2950_2195	BLAZ01000379.1_IkBa-like_cnidaria_d4087f07_cds_ikba-like	1	94.70899470899471	1432.0	+	756	1149	1.0	0.9814814814814815	1	6	0	756	0	762
a_tenuis_TRINITY_DN335_c0_g1_i2_2950_2195	BLAZ01001464.1_IkB-like-2_cnidaria_6fa67b39_cds_ikb2-like	2	2.447089947089947	37.0	+	756	993	0.0582010582010582	0.8636363636363636	3	9	612	665	534	578
a_tenuis_TRINITY_DN335_c0_g1_i2_2950_2195	BLAZ01000634.1_p105-like_cnidaria_42ec6be3_cds_p105-like	3	1.7195767195767195	26.0	-	756	2805	0.03042328042328042	0.8260869565217391	0	0	209	232	1641	1664
a_tenuis_TRINITY_DN335_c0_g1_i2_2950_2195	BLAZ01001464.1_IkB-like-1_cnidaria_4841c60e_cds_ikb1-like	4	1.5873015873015872	24.0	+	756	1176	0.037037037037037035	0.8214285714285714	1	3	604	635	667	695
