detection_type	detection_method	batch	query_accession	query_database	query_type	target_accession	target_database	target_type	target_model	query_start	query_end	target_start	target_end	evalue	bitscore	bitscore_threshold	custom_metric_name	custom_metric_value
sequence	hmm	20260917_cb95902e	MPSW01005782.1_IkBa-like_cnidaria_ad08a3a6	GCA_001896105.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		3	368	4	372	1.9e-192	627.3	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	MPSW01005782.1_p105-like_cnidaria_8bbd8c94	GCA_001896105.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		1	282	72	363	3.1e-91	374.79999999999995	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	RDEB01000045.1_IkB-like-1_cnidaria_b587c5b7	GCA_006542545.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	200	153	352	3.5e-125	406.1	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	RDEB01000045.1_IkB-like-1_cnidaria_d454fb31	GCA_006542545.1	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		2	400	7	414	7.5e-184	600.0	400.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	RDEB01000045.1_IkB-like-2_cnidaria_912ea7a3	GCA_006542545.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	345	4	369	1.4e-164	535.8	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	RDEB01000045.1_IkBa-like_cnidaria_4d63535b	GCA_006542545.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		10	327	53	369	2.7e-105	395.09999999999997	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	RDEB01000045.1_p105-like_cnidaria_87881393	GCA_006542545.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	176	186	361	9.8e-113	365.2	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	RDEB01000241.1_IkBa-like_cnidaria_d5b655b1	GCA_006542545.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		1	373	1	372	2.6e-200	653.1	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	RDEB01000241.1_p105-like_cnidaria_c8a785ba	GCA_006542545.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		1	248	107	363	3e-101	372.70000000000005	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	RDEB01000431.1_p105-like_cnidaria_003f9dcd	GCA_006542545.1	protein	p105-like_cnidaria	sieve_nfkb_ikb	protein		1	872	1	866	3.9e-296	1057.1	500.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	RDEB01000431.1_p105-like_cnidaria_537607cb	GCA_006542545.1	protein	p105-like_cnidaria	sieve_nfkb_ikb	protein		1	916	1	910	7.2e-310	1102.4	500.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLAZ01000379.1_IkBa-like_cnidaria_d4087f07	GCA_014633955.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		1	373	1	371	3.7e-192	626.3	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLAZ01000634.1_p105-like_cnidaria_42ec6be3	GCA_014633955.1	protein	p105-like_cnidaria	sieve_nfkb_ikb	protein		1	910	1	910	0.0	1599.6	500.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLAZ01001464.1_IkB-like-1_cnidaria_4841c60e	GCA_014633955.1	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		3	392	15	416	1.6e-185	605.5	400.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLAZ01001464.1_IkB-like-1_cnidaria_5c92a081	GCA_014633955.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	201	153	353	8.8e-122	394.9	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLAZ01001464.1_IkB-like-2_cnidaria_6fa67b39	GCA_014633955.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	362	4	369	2.9e-160	521.6	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLAZ01001464.1_IkB-like-2_cnidaria_939597c3	GCA_014633955.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	212	153	369	6.5e-103	332.8	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLAZ01001464.1_IkBa-like_cnidaria_0dde36c7	GCA_014633955.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	213	153	369	2.3e-103	334.3	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLAZ01001464.1_IkBa-like_cnidaria_6ec1ada3	GCA_014633955.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		22	312	86	369	1e-71	397.79999999999995	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLAZ01001464.1_p105-like_cnidaria_82d0b796	GCA_014633955.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	204	153	360	2.3e-99	321.2	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLAZ01001464.1_p105-like_cnidaria_f486ca73	GCA_014633955.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	176	185	360	8.5e-111	358.8	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLEZ01000629.1_IkB-like-1_cnidaria_01b137d4	GCA_014633975.1	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		3	392	16	417	6e-189	616.8	400.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLEZ01000629.1_IkB-like-1_cnidaria_77eb8d12	GCA_014633975.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	201	153	353	8.2e-122	395.1	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLEZ01000629.1_IkB-like-2_cnidaria_0572989b	GCA_014633975.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	364	4	371	3.7e-163	531.1	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLEZ01000629.1_IkB-like-2_cnidaria_385c15d5	GCA_014633975.1	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		1	187	219	405	5.8e-122	396.1	400.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLEZ01000629.1_IkB-like-2_cnidaria_5a4bf7fa	GCA_014633975.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	214	153	371	2.3e-104	337.6	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLEZ01000629.1_IkBa-like_cnidaria_056634c8	GCA_014633975.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	214	153	370	2.6e-104	337.5	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLEZ01000629.1_IkBa-like_cnidaria_ef69874d	GCA_014633975.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	325	23	370	1.5e-71	408.9	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLEZ01000629.1_p105-like_cnidaria_106c7b10	GCA_014633975.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	177	185	361	3.6e-111	360.0	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLEZ01000629.1_p105-like_cnidaria_7c0a1676	GCA_014633975.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	205	153	361	1.6e-100	324.9	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLEZ01000773.1_p105-like_cnidaria_c43d54bd	GCA_014633975.1	protein	p105-like_cnidaria	sieve_nfkb_ikb	protein		1	912	1	910	0.0	1767.3	500.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLEZ01003045.1_IkB-like-2_cnidaria_0d53e05d	GCA_014633975.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		2	270	37	278	5.1e-98	355.5	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLEZ01003045.1_IkB-like-2_cnidaria_a90ffc7e	GCA_014633975.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		2	321	37	363	8.7e-98	471.1	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLEZ01003045.1_IkBa-like_cnidaria_dbd06efd	GCA_014633975.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		1	373	1	371	1.5e-197	644.1	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLEZ01003045.1_p105-like_cnidaria_8aba4300	GCA_014633975.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		2	217	137	363	8.1e-119	384.9	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLFE01000447.1_IkBa-like_cnidaria_12d513b1	GCA_014634605.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		1	373	1	371	1.8e-191	624.0	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLFE01004004.1_IkB-like-1_cnidaria_237d3d89	GCA_014634605.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	201	153	353	8.2e-122	395.1	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLFE01004004.1_IkB-like-1_cnidaria_d30b3adf	GCA_014634605.1	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		3	393	15	417	2.7e-187	611.4	400.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLFE01004004.1_IkB-like-2_cnidaria_73e285fc	GCA_014634605.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	217	153	374	1.3e-104	338.5	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLFE01004004.1_IkB-like-2_cnidaria_bb7b20e5	GCA_014634605.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	367	4	374	4.8e-163	530.8	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLFE01004004.1_IkBa-like_cnidaria_cdda0691	GCA_014634605.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		21	325	73	371	4.5e-72	400.8	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLFE01004004.1_p105-like_cnidaria_d854ff8d	GCA_014634605.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	187	185	371	9.5e-116	375.1	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	BLFE01006569.1_p105-like_cnidaria_aa59d0aa	GCA_014634605.1	protein	p105-like_cnidaria	sieve_nfkb_ikb	protein		1	913	1	910	0.0	1768.5	500.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JAJLRJ010000002.1_p105-like_cnidaria_1c165c91	GCA_024195265.1	protein	p105-like_cnidaria	sieve_nfkb_ikb	protein		1	904	1	910	0.0	1677.3	500.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JAJLRJ010000006.1_IkB-like-2_cnidaria_c35ff2aa	GCA_024195265.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		1	302	50	358	8e-94	450.2	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JAJLRJ010000006.1_IkBa-like_cnidaria_b0374efe	GCA_024195265.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		2	370	3	372	1.7e-200	653.8	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JAJLRJ010000006.1_p105-like_cnidaria_85d8334a	GCA_024195265.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		1	248	107	363	7e-98	359.3	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JAJLRJ010000010.1_IkB-like-1_cnidaria_3d900de6	GCA_024195265.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	199	153	352	1.2e-104	338.5	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JAJLRJ010000010.1_IkB-like-1_cnidaria_49902b19	GCA_024195265.1	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		1	411	1	412	5.7e-187	610.3	400.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JAJLRJ010000010.1_IkB-like-2_cnidaria_0ad31e39	GCA_024195265.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	369	6	367	1.8e-158	515.7	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JAJLRJ010000010.1_IkB-like-2_cnidaria_28b8c9bb	GCA_024195265.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		6	331	40	367	2.5e-135	439.5	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JAJLRJ010000010.1_IkBa-like_cnidaria_962f6636	GCA_024195265.1	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		1	188	218	405	5.5e-122	396.1	400.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JAJLRJ010000010.1_IkBa-like_cnidaria_eaec3bf3	GCA_024195265.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		10	312	68	367	1.6e-73	404.79999999999995	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	MU826251.1_p105-like_cnidaria_b5fcc90d	GCA_029204205.1	protein	p105-like_cnidaria	sieve_nfkb_ikb	protein		2	494	376	860	2.3e-184	602.6	500.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	MU826351.1_p105-like_cnidaria_8da2a243	GCA_029204205.1	protein	p105-like_cnidaria	sieve_nfkb_ikb	protein		1	915	1	910	0.0	1771.4	500.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	MU826368.1_IkB-like-1_cnidaria_06294bfc	GCA_029204205.1	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		1	405	1	414	9e-173	563.5	400.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	MU826368.1_IkB-like-1_cnidaria_d06fa176	GCA_029204205.1	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		1	405	1	414	6.6e-170	554.1	400.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	MU826368.1_IkB-like-2_cnidaria_eb64b4b9	GCA_029204205.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		3	260	111	369	9.7e-146	473.8	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	MU826368.1_IkBa-like_cnidaria_b63b6711	GCA_029204205.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	224	153	369	1.3e-57	336.4	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	MU827791.1_IkB-like-2_cnidaria_07443ad2	GCA_029204205.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		1	304	50	363	2.5e-66	370.4	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	MU827791.1_IkBa-like_cnidaria_6b58b217	GCA_029204205.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		2	368	3	371	9.6e-201	654.6	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000012.1_p105-like_cnidaria_21f51161	GCA_032359415.1	protein	p105-like_cnidaria	sieve_nfkb_ikb	protein		1	912	1	910	0.0	1769.9	500.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000014.1_IkB-like-2_cnidaria_15d57ca5	GCA_032359415.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		3	271	38	279	9.7e-99	358.7	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000014.1_IkB-like-2_cnidaria_a1f4d72b	GCA_032359415.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		3	321	38	363	1.7e-98	473.70000000000005	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000014.1_IkBa-like_cnidaria_9832f2a5	GCA_032359415.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		1	373	1	371	1e-198	647.9	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000014.1_p105-like_cnidaria_b57b575b	GCA_032359415.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		2	217	137	363	1.8e-118	383.8	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000016.1_IkB-like-1_cnidaria_49f8f55c	GCA_032359415.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	201	153	353	8.2e-122	395.1	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000016.1_IkB-like-1_cnidaria_e67b56b7	GCA_032359415.1	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		3	393	15	417	1.1e-188	616.0	400.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000016.1_IkB-like-1_cnidaria_fc0388fc	GCA_032359415.1	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		2	238	174	417	1.2e-147	480.7	400.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000016.1_IkB-like-2_cnidaria_2a1d122c	GCA_032359415.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	366	4	373	1.1e-163	532.9	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000016.1_IkB-like-2_cnidaria_74c6b97d	GCA_032359415.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	216	153	373	1.8e-104	337.9	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000016.1_IkB-like-2_cnidaria_a587c436	GCA_032359415.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	197	172	373	8.7e-97	312.7	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000016.1_IkBa-like_cnidaria_98459465	GCA_032359415.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	225	153	370	3.6e-56	348.4	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000016.1_IkBa-like_cnidaria_c0e910a4	GCA_032359415.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	214	153	370	5.3e-104	336.4	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000016.1_IkBa-like_cnidaria_ce0007a0	GCA_032359415.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	190	176	370	2.4e-95	307.9	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000016.1_p105-like_cnidaria_1e1677bc	GCA_032359415.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	193	168	365	3.7e-95	307.3	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000016.1_p105-like_cnidaria_6729c055	GCA_032359415.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	209	153	365	3.2e-102	330.5	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	JARQWQ010000016.1_p105-like_cnidaria_c38b8b8f	GCA_032359415.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	181	185	365	6.4e-113	365.8	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106371.1_p105-like_cnidaria_95385fb0	GCA_047906015.2	protein	p105-like_cnidaria	sieve_nfkb_ikb	protein		1	919	1	910	0.0	1700.2	500.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106374.1_p105-like_cnidaria_e0ab6510	GCA_047906015.2	protein	p105-like_cnidaria	sieve_nfkb_ikb	protein		2	355	53	411	1.3e-191	626.7	500.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106375.1_IkB-like-1_cnidaria_a32257ab	GCA_047906015.2	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		1	408	1	414	3.1e-187	611.2	400.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106375.1_IkB-like-1_cnidaria_af6af9b5	GCA_047906015.2	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	200	153	353	4.7e-126	409.0	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106375.1_IkB-like-2_cnidaria_c879bcb4	GCA_047906015.2	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		3	374	5	369	2.4e-161	525.2	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106375.1_IkB-like-2_cnidaria_e23c7e50	GCA_047906015.2	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	212	153	369	5.7e-103	333.0	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106375.1_IkBa-like_cnidaria_7b446378	GCA_047906015.2	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	225	153	370	3.7e-127	412.7	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106375.1_IkBa-like_cnidaria_8e90a4a6	GCA_047906015.2	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	214	153	370	1.1e-103	335.3	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106375.1_IkBa-like_cnidaria_b2b41b01	GCA_047906015.2	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		1	195	218	412	1.7e-122	397.8	400.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106375.1_p105-like_cnidaria_372fa33c	GCA_047906015.2	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	189	181	370	7.4e-117	378.7	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106375.1_p105-like_cnidaria_666da46e	GCA_047906015.2	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	214	153	370	8.7e-104	335.7	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106375.1_p105-like_cnidaria_6bd57c5c	GCA_047906015.2	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		1	196	218	413	1e-122	398.5	400.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106380.1_IkB-like-2_cnidaria_4f3313db	GCA_047906015.2	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		1	306	49	363	1.1e-68	377.2	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106380.1_IkBa-like_cnidaria_9f645d40	GCA_047906015.2	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		1	370	1	372	3e-200	652.9	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CM106380.1_p105-like_cnidaria_668083ac	GCA_047906015.2	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		1	249	106	363	1.8e-100	368.6	350.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CALNXI010000438.1_IkB-like-1_cnidaria_d755ad94	GCA_942486025.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	192	253	357	9.5e-24	383.6	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CALNXI010000438.1_p105-like_cnidaria_ca065533	GCA_942486025.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		4	159	264	360	9.6e-23	312.2	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CALNXI010000448.1_IkB-like-1_cnidaria_6b48d5f9	GCA_942486025.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		1	201	153	354	3e-125	812.8	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CALNXI010000448.1_IkB-like-1_cnidaria_6b48d5f9	GCA_942486025.1	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		1	195	219	409	6.1e-76	488.8	400.0	evalue-rank	2.0
sequence	hmm	20260917_cb95902e	CALNXI010000448.1_IkB-like-1_cnidaria_6b48d5f9	GCA_942486025.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		1	201	138	348	4.2e-63	403.2	350.0	evalue-rank	3.0
sequence	hmm	20260917_cb95902e	CALNXI010000448.1_IkB-like-2_cnidaria_23f54323	GCA_942486025.1	protein	IkB-like-2_cnidaria	sieve_nfkb_ikb	protein		2	368	6	369	9.2e-163	1059.6	300.0	evalue-rank	1.0
sequence	hmm	20260917_cb95902e	CALNXI010000448.1_IkB-like-2_cnidaria_23f54323	GCA_942486025.1	protein	IkB-like-1_cnidaria	sieve_nfkb_ikb	protein		30	352	95	414	1.2e-84	546.0	400.0	evalue-rank	2.0
sequence	hmm	20260917_cb95902e	CALNXI010000448.1_IkB-like-2_cnidaria_23f54323	GCA_942486025.1	protein	IkBa-like_cnidaria	sieve_nfkb_ikb	protein		11	368	11	363	2.2e-77	497.2	350.0	evalue-rank	3.0
