target name	accession	tlen	query name	accession	qlen	seq e-value	seq score	seq bias	dom #	dom total	dom c-Evalue	dom i-Evalue	dom score	dom bias	hmm from	hmm to	ali from	ali to	env from	env to	acc	description
XP_068731939.1	-	354	K09258	-	768	1.9e-77	253.4	15.8	1	2	1.4e-45	1.4e-45	148.0	12.9	308	422	122	237	8	239	0.68	-
XP_068731939.1	-	354	K09258	-	768	1.9e-77	253.4	15.8	2	2	1.2e-32	1.2e-32	105.2	0.0	451	536	253	338	246	353	0.92	-
XP_065056061.1	-	301	K09258	-	768	3.2e-66	216.2	2.4	1	1	3.6e-66	3.6e-66	216.1	2.4	310	548	40	287	19	301	0.89	-
XP_029197502.1	-	381	K04734	-	408	6.9e-91	297.3	0.3	1	2	4.1e-84	4.1e-84	275.0	0.3	83	347	37	333	2	335	0.77	-
XP_029197502.1	-	381	K04734	-	408	6.9e-91	297.3	0.3	2	2	3.9e-09	3.9e-09	28.0	0.0	303	342	322	364	321	376	0.85	-
XP_029197502.2	-	378	K04734	-	408	4.9e-90	294.5	0.3	1	2	3e-83	3e-83	272.1	0.2	84	344	41	330	2	333	0.77	-
XP_029197502.2	-	378	K04734	-	408	4.9e-90	294.5	0.3	2	2	3.8e-09	3.8e-09	28.1	0.0	303	342	322	364	320	375	0.86	-
XP_022798720.1	-	379	K04734	-	408	2.7e-89	292.0	3.8	1	2	1.1e-83	1.1e-83	273.5	3.0	72	359	23	343	2	344	0.77	-
XP_022798720.1	-	379	K04734	-	408	2.7e-89	292.0	3.8	2	2	3.3e-08	3.3e-08	25.0	0.0	194	235	320	361	318	373	0.68	-
XP_032228503.1	-	383	K04734	-	408	9.5e-89	290.2	0.8	1	1	4.7e-88	4.7e-88	288.0	0.8	86	364	38	357	5	371	0.78	-
XP_022798721.1	-	371	K04734	-	408	9.5e-89	290.2	2.5	1	2	2.2e-82	2.2e-82	269.3	2.2	72	349	23	333	2	335	0.76	-
XP_022798721.1	-	371	K04734	-	408	9.5e-89	290.2	2.5	2	2	8.5e-09	8.5e-09	26.9	0.0	194	242	320	368	318	369	0.74	-
XP_073248334.1	-	377	K04734	-	408	1.3e-88	289.8	2.1	1	2	7.9e-84	7.9e-84	274.0	1.7	83	362	29	353	2	362	0.76	-
XP_073248334.1	-	377	K04734	-	408	1.3e-88	289.8	2.1	2	2	3.1e-07	3.1e-07	21.8	0.0	194	232	326	364	326	374	0.84	-
XP_032228503.2	-	383	K04734	-	408	1.6e-88	289.5	0.9	1	1	7.9e-88	7.9e-88	287.2	0.9	86	364	38	357	5	371	0.78	-
XP_068682682.1	-	370	K04734	-	408	7.5e-88	287.3	2.9	1	2	6.6e-81	6.6e-81	264.4	1.2	86	353	43	338	1	338	0.75	-
XP_068682682.1	-	370	K04734	-	408	7.5e-88	287.3	2.9	2	2	8.7e-10	8.7e-10	30.2	0.0	194	241	321	368	318	370	0.92	-
XP_058957670.1	-	372	K04734	-	408	1.4e-87	286.4	4.2	1	2	5.3e-81	5.3e-81	264.7	3.6	83	351	35	336	3	338	0.76	-
XP_058957670.1	-	372	K04734	-	408	1.4e-87	286.4	4.2	2	2	4.1e-09	4.1e-09	28.0	0.0	194	242	321	369	319	370	0.84	-
XP_027057621.1	-	379	K04734	-	408	1.5e-87	286.2	2.1	1	2	2.1e-81	2.1e-81	266.1	1.6	72	347	23	331	2	335	0.76	-
XP_027057621.1	-	379	K04734	-	408	1.5e-87	286.2	2.1	2	2	1.3e-08	1.3e-08	26.3	0.0	194	238	320	364	319	375	0.81	-
XP_058957670.2	-	371	K04734	-	408	2.2e-87	285.7	1.3	1	2	9.2e-81	9.2e-81	263.9	1.0	73	347	24	331	2	334	0.76	-
XP_058957670.2	-	371	K04734	-	408	2.2e-87	285.7	1.3	2	2	4.8e-09	4.8e-09	27.7	0.0	194	242	320	368	319	369	0.83	-
KAJ7330771.1	-	369	K04734	-	408	1.2e-85	280.0	4.0	1	1	3.2e-85	3.2e-85	278.6	4.1	83	367	32	350	3	364	0.77	-
XP_020604255.1	-	368	K04734	-	408	6e-85	277.7	3.9	1	1	4.7e-84	4.7e-84	274.8	4.0	84	365	38	347	8	357	0.77	-
XP_028407711.1	-	282	K04734	-	408	4.7e-80	261.6	11.8	1	2	1.2e-76	1.2e-76	250.4	5.6	145	343	20	222	4	224	0.94	-
XP_028407711.1	-	282	K04734	-	408	4.7e-80	261.6	11.8	2	2	2.2e-07	2.2e-07	22.3	0.4	193	228	214	249	213	252	0.96	-
XP_028396366.1	-	412	K04734	-	408	5.5e-80	261.4	0.2	1	1	7.1e-80	7.1e-80	261.0	0.2	73	383	29	389	2	411	0.66	-
CAH3146082.1	-	388	K04734	-	408	1.8e-78	256.4	3.4	1	1	2.2e-78	2.2e-78	256.1	3.4	88	360	50	353	4	383	0.72	-
XP_058956196.2	-	388	K04734	-	408	2.3e-78	256.1	4.2	1	1	2.8e-78	2.8e-78	255.8	4.2	89	360	51	353	5	383	0.74	-
XP_031557780.1	-	383	K04734	-	408	2.5e-78	255.9	3.6	1	1	9.5e-78	9.5e-78	254.0	3.6	72	376	30	373	2	377	0.72	-
XP_027051378.1	-	384	K04734	-	408	2.7e-78	255.8	3.2	1	1	3.2e-78	3.2e-78	255.6	3.2	89	360	51	349	4	379	0.73	-
XP_027051450.1	-	384	K04734	-	408	2.7e-78	255.8	3.2	1	1	3.2e-78	3.2e-78	255.6	3.2	89	360	51	349	4	379	0.73	-
XP_058956196.1	-	384	K04734	-	408	2.8e-78	255.8	3.6	1	1	3.3e-78	3.3e-78	255.5	3.6	89	360	51	349	4	379	0.75	-
XP_073256376.1	-	388	K04734	-	408	2.8e-78	255.7	1.7	1	1	3.4e-78	3.4e-78	255.5	1.7	73	360	54	353	3	383	0.70	-
CAH3158546.1	-	368	K04734	-	408	1.3e-77	253.5	0.9	1	1	1.7e-77	1.7e-77	253.2	0.9	85	360	66	349	3	361	0.69	-
XP_067031528.1	-	355	K04734	-	408	1.6e-77	253.2	4.7	1	1	2e-77	2e-77	252.9	4.7	86	360	32	320	2	352	0.73	-
XP_001626962.2	-	530	K04734	-	408	2e-77	253.0	0.9	1	1	2.7e-77	2.7e-77	252.5	0.9	53	360	128	488	21	515	0.65	-
XP_029214164.1	-	355	K04734	-	408	2.2e-77	252.8	4.1	1	1	2.6e-77	2.6e-77	252.5	4.1	83	360	36	320	2	352	0.72	-
KAK2566508.1	-	355	K04734	-	408	2.6e-77	252.6	4.0	1	1	3.1e-77	3.1e-77	252.3	4.0	86	360	45	320	2	352	0.72	-
XP_029214164.2	-	355	K04734	-	408	5.5e-77	251.5	3.9	1	1	6.6e-77	6.6e-77	251.2	3.9	87	360	33	320	2	352	0.73	-
XP_020614015.1	-	380	K04734	-	408	5.6e-77	251.5	3.5	1	1	6.8e-77	6.8e-77	251.2	3.5	94	360	61	345	3	370	0.73	-
XP_022801432.1	-	389	K04734	-	408	3.9e-76	248.7	0.6	1	1	4.5e-76	4.5e-76	248.5	0.6	125	360	98	354	6	384	0.76	-
XP_068731938.1	-	366	K04734	-	408	3.9e-76	248.7	4.0	1	1	4.7e-76	4.7e-76	248.4	4.0	115	364	52	334	4	363	0.72	-
XP_068731937.1	-	367	K04734	-	408	4.1e-76	248.6	4.1	1	1	5e-76	5e-76	248.3	4.1	115	364	53	335	4	364	0.72	-
XP_031566534.1	-	389	K04734	-	408	4.8e-76	248.4	4.3	1	1	5.5e-76	5.5e-76	248.2	4.3	83	367	37	340	1	386	0.67	-
XP_068687146.1	-	360	K04734	-	408	4.8e-76	248.4	5.1	1	1	5.9e-76	5.9e-76	248.1	5.1	110	364	48	328	4	357	0.73	-
XP_068687145.1	-	361	K04734	-	408	5.1e-76	248.3	5.3	1	1	6.3e-76	6.3e-76	248.0	5.3	110	364	49	329	4	358	0.72	-
CAH3027367.1	-	246	K04734	-	408	5.6e-76	248.2	0.6	1	1	7e-76	7e-76	247.9	0.6	150	360	5	211	2	241	0.94	-
XP_020901899.1	-	376	K04734	-	408	2.6e-74	242.7	4.5	1	1	9.8e-74	9.8e-74	240.8	3.0	84	359	32	349	1	358	0.74	-
CAB4012946.1	-	400	K04734	-	408	6e-74	241.5	18.4	1	2	1.1e-69	1.1e-69	227.4	15.1	83	359	26	335	4	344	0.72	-
CAB4012946.1	-	400	K04734	-	408	6e-74	241.5	18.4	2	2	1.2e-07	1.2e-07	23.1	0.1	300	339	309	348	307	382	0.78	-
CAH3158544.1	-	393	K04734	-	408	1.6e-73	240.1	1.7	1	1	2e-73	2e-73	239.7	1.7	64	359	59	389	12	392	0.65	-
CAH3198638.1	-	410	K04734	-	408	2.2e-73	239.6	0.4	1	1	2.9e-73	2.9e-73	239.2	0.4	73	359	60	406	12	409	0.65	-
XP_031569757.1	-	418	K04734	-	408	2.5e-73	239.5	0.3	1	1	3.1e-73	3.1e-73	239.1	0.3	72	370	63	405	4	415	0.65	-
XP_073256375.1	-	447	K04734	-	408	2.5e-73	239.4	0.3	1	1	3.3e-73	3.3e-73	239.0	0.3	73	359	60	406	12	411	0.65	-
XP_032230483.1	-	384	K04734	-	408	3.7e-73	238.9	4.1	1	1	4.3e-73	4.3e-73	238.7	4.1	50	360	56	380	5	384	0.69	-
XP_032230483.2	-	384	K04734	-	408	1.2e-72	237.2	3.8	1	1	1.4e-72	1.4e-72	237.0	3.8	51	360	57	380	5	384	0.68	-
CAB4029555.1	-	334	K04734	-	408	1.8e-72	236.6	2.4	1	1	2.3e-72	2.3e-72	236.3	2.4	115	360	36	302	5	315	0.77	-
XP_068687143.1	-	419	K04734	-	408	4e-72	235.5	2.7	1	1	5.1e-72	5.1e-72	235.1	2.7	83	355	65	380	7	404	0.64	-
CAB4029556.1	-	428	K04734	-	408	8.3e-72	234.4	11.8	1	1	1.1e-71	1.1e-71	234.1	11.8	54	360	59	396	2	409	0.60	-
XP_046853941.1	-	399	K04734	-	408	1.5e-71	233.6	8.5	1	1	1.8e-71	1.8e-71	233.3	8.5	92	367	89	372	2	383	0.67	-
XP_028400144.1	-	413	K04734	-	408	2.5e-71	232.9	7.6	1	1	8.3e-71	8.3e-71	231.1	7.7	83	359	57	354	10	364	0.71	-
XP_028404349.1	-	451	K04734	-	408	5.1e-71	231.8	7.2	1	1	5.7e-71	5.7e-71	231.7	7.2	110	360	133	388	6	433	0.78	-
XP_028404342.1	-	452	K04734	-	408	8.5e-71	231.1	7.3	1	1	9.4e-71	9.4e-71	231.0	7.3	110	360	133	389	6	434	0.78	-
XP_028400154.1	-	408	K04734	-	408	9.2e-71	231.0	6.9	1	1	1.2e-70	1.2e-70	230.6	6.9	106	360	78	373	2	386	0.65	-
XP_046853944.1	-	364	K04734	-	408	1.2e-70	230.6	0.5	1	1	1.6e-70	1.6e-70	230.2	0.5	87	360	42	329	3	340	0.72	-
KAJ7378236.1	-	269	K04734	-	408	3e-69	226.0	3.3	1	1	3.5e-69	3.5e-69	225.8	3.3	148	355	30	229	2	251	0.90	-
XP_046852095.1	-	464	K04734	-	408	9.1e-69	224.4	5.0	1	1	1.2e-68	1.2e-68	224.1	5.0	105	356	147	388	9	456	0.71	-
XP_065056061.1	-	301	K04734	-	408	1.3e-68	223.9	1.1	1	1	2.1e-68	2.1e-68	223.3	1.1	145	379	34	272	5	298	0.80	-
XP_068731939.1	-	354	K04734	-	408	6.1e-62	202.0	3.2	1	2	4.6e-42	4.6e-42	136.5	1.9	115	249	53	222	4	239	0.60	-
XP_068731939.1	-	354	K04734	-	408	6.1e-62	202.0	3.2	2	2	2.6e-20	2.6e-20	64.8	0.0	292	364	251	322	249	351	0.86	-
XP_068687147.1	-	348	K04734	-	408	7e-62	201.7	4.3	1	2	4.9e-42	4.9e-42	136.4	2.8	110	249	49	216	4	233	0.61	-
XP_068687147.1	-	348	K04734	-	408	7e-62	201.7	4.3	2	2	2.5e-20	2.5e-20	64.9	0.0	292	364	245	316	243	345	0.86	-
XP_029197502.1	-	381	K02581	-	389	4.5e-61	199.0	1.2	1	2	1.2e-57	1.2e-57	187.7	0.5	56	313	37	345	4	356	0.79	-
XP_029197502.1	-	381	K02581	-	389	4.5e-61	199.0	1.2	2	2	4.9e-06	4.9e-06	17.8	0.0	217	275	316	373	311	376	0.82	-
XP_032228503.2	-	383	K02581	-	389	8e-61	198.1	0.2	1	1	7.7e-60	7.7e-60	194.9	0.2	38	313	12	353	1	371	0.79	-
XP_032228503.1	-	383	K02581	-	389	1.1e-60	197.7	0.2	1	1	1e-59	1e-59	194.5	0.1	38	313	12	353	1	371	0.79	-
XP_029197502.2	-	378	K02581	-	389	1.4e-57	187.4	0.3	1	1	9.6e-57	9.6e-57	184.7	0.2	57	315	38	347	4	362	0.79	-
XP_022798721.1	-	371	K02581	-	389	1.9e-57	187.0	2.6	1	2	1.4e-55	1.4e-55	180.9	1.5	54	313	33	343	3	345	0.80	-
XP_022798721.1	-	371	K02581	-	389	1.9e-57	187.0	2.6	2	2	0.049	0.049	4.6	0.0	217	239	347	369	345	370	0.91	-
XP_068682682.1	-	370	K02581	-	389	2.7e-57	186.5	6.5	1	2	1.3e-54	1.3e-54	177.7	2.4	95	313	122	344	4	345	0.82	-
XP_068682682.1	-	370	K02581	-	389	2.7e-57	186.5	6.5	2	2	3.1e-06	3.1e-06	18.4	0.1	257	297	321	361	319	369	0.89	-
XP_027057621.1	-	379	K02581	-	389	5.7e-57	185.4	2.5	1	1	4.4e-56	4.4e-56	182.5	2.5	51	321	30	353	2	362	0.78	-
XP_022798720.1	-	379	K02581	-	389	9.3e-57	184.8	3.0	1	1	8.8e-56	8.8e-56	181.5	3.0	54	321	33	353	3	361	0.78	-
XP_058957670.1	-	372	K02581	-	389	1.8e-56	183.8	2.8	1	1	1.8e-55	1.8e-55	180.5	2.3	60	321	41	354	4	363	0.78	-
XP_020614015.1	-	380	K02581	-	389	2.1e-56	183.6	1.3	1	1	2.8e-56	2.8e-56	183.2	1.3	63	322	97	355	35	374	0.80	-
XP_058957670.2	-	371	K02581	-	389	2.4e-56	183.4	1.6	1	1	2.9e-55	2.9e-55	179.8	1.2	52	320	31	352	2	361	0.77	-
XP_028407711.1	-	282	K02581	-	389	2.5e-56	183.3	4.5	1	2	3.7e-52	3.7e-52	169.6	0.5	96	292	22	217	11	217	0.93	-
XP_028407711.1	-	282	K02581	-	389	2.5e-56	183.3	4.5	2	2	2.3e-06	2.3e-06	18.8	0.2	146	182	215	251	215	260	0.93	-
KAJ7330771.1	-	369	K02581	-	389	5.1e-56	182.3	1.7	1	2	1.8e-53	1.8e-53	173.9	1.6	93	313	117	341	29	343	0.84	-
KAJ7330771.1	-	369	K02581	-	389	5.1e-56	182.3	1.7	2	2	0.035	0.035	5.1	0.0	216	239	344	367	342	368	0.93	-
XP_073248334.1	-	377	K02581	-	389	6.1e-56	182.1	3.5	1	2	2.6e-55	2.6e-55	180.0	2.9	56	314	42	350	3	362	0.76	-
XP_073248334.1	-	377	K02581	-	389	6.1e-56	182.1	3.5	2	2	1.3	1.3	-0.1	0.0	217	238	353	374	349	375	0.91	-
XP_068687146.1	-	360	K02581	-	389	9e-56	181.5	2.7	1	1	1.1e-55	1.1e-55	181.2	2.7	40	321	45	334	5	355	0.77	-
XP_068687145.1	-	361	K02581	-	389	1e-55	181.3	2.9	1	1	1.3e-55	1.3e-55	181.0	2.9	40	321	46	335	5	356	0.77	-
XP_068731938.1	-	366	K02581	-	389	2.1e-55	180.3	1.5	1	1	2.7e-55	2.7e-55	180.0	1.5	55	321	56	340	6	361	0.76	-
XP_068731937.1	-	367	K02581	-	389	2.5e-55	180.0	1.8	1	1	3.1e-55	3.1e-55	179.7	1.8	55	321	57	341	5	362	0.76	-
XP_020604255.1	-	368	K02581	-	389	3.7e-55	179.5	5.9	1	2	1.4e-51	1.4e-51	167.7	2.9	58	312	37	339	7	341	0.78	-
XP_020604255.1	-	368	K02581	-	389	3.7e-55	179.5	5.9	2	2	7.5e-07	7.5e-07	20.4	0.1	257	297	317	357	314	366	0.87	-
XP_031566534.1	-	389	K02581	-	389	7.2e-55	178.5	0.9	1	1	1e-54	1e-54	178.0	0.9	101	355	127	370	22	387	0.81	-
XP_068687143.1	-	419	K02581	-	389	1.3e-54	177.6	0.4	1	1	1.7e-54	1.7e-54	177.3	0.4	99	308	180	379	73	387	0.91	-
CAH3027367.1	-	246	K02581	-	389	2.5e-54	176.7	0.2	1	1	3.1e-54	3.1e-54	176.5	0.2	106	322	9	221	4	241	0.91	-
XP_073256376.1	-	388	K02581	-	389	3.9e-54	176.1	0.3	1	1	4.5e-54	4.5e-54	175.9	0.3	105	322	150	363	15	383	0.86	-
CAH3158544.1	-	393	K02581	-	389	4.4e-54	175.9	0.1	1	1	5e-54	5e-54	175.8	0.1	99	312	185	388	41	391	0.91	-
CAH3158546.1	-	368	K02581	-	389	4.6e-54	175.9	0.4	1	1	5.4e-54	5.4e-54	175.6	0.4	90	318	132	355	5	367	0.79	-
CAH3198638.1	-	410	K02581	-	389	4.8e-53	172.5	0.2	1	1	6.3e-53	6.3e-53	172.1	0.2	99	312	202	405	106	408	0.90	-
XP_073256375.1	-	447	K02581	-	389	5.6e-53	172.3	0.2	1	1	7.7e-53	7.7e-53	171.8	0.2	99	312	202	405	108	409	0.91	-
KAJ7378236.1	-	269	K02581	-	389	2.1e-52	170.4	1.2	1	1	2.5e-52	2.5e-52	170.1	1.2	103	312	33	232	11	259	0.91	-
XP_027051378.1	-	384	K02581	-	389	2.2e-52	170.3	1.2	1	1	3.1e-52	3.1e-52	169.9	1.2	58	316	92	352	34	377	0.78	-
XP_027051450.1	-	384	K02581	-	389	2.2e-52	170.3	1.2	1	1	3.1e-52	3.1e-52	169.9	1.2	58	316	92	352	34	377	0.78	-
XP_028396366.1	-	412	K02581	-	389	6.5e-52	168.8	0.0	1	1	1.4e-51	1.4e-51	167.7	0.0	55	337	30	394	4	407	0.77	-
XP_058956196.1	-	384	K02581	-	389	7.6e-52	168.6	2.6	1	1	1.3e-51	1.3e-51	167.8	2.6	61	316	95	352	49	377	0.79	-
