target name	accession	tlen	query name	accession	qlen	seq e-value	seq score	seq bias	dom #	dom total	dom c-Evalue	dom i-Evalue	dom score	dom bias	hmm from	hmm to	ali from	ali to	env from	env to	acc	description
XP_029214164.2	-	355	IkB-like-1_cnidaria	-	442	1.1e-74	245.5	11.8	1	1	2.9e-74	3.2e-74	244.0	11.8	204	430	114	341	5	355	0.81	-
XP_067031528.1	-	355	IkB-like-1_cnidaria	-	442	1.4e-74	245.1	15.5	1	1	6.3e-74	6.8e-74	242.9	15.5	146	430	42	341	3	355	0.68	-
CAB4029556.1	-	428	IkB-like-1_cnidaria	-	442	2.1e-74	244.6	13.0	1	1	2.6e-74	2.8e-74	244.2	13.0	79	405	50	396	3	427	0.73	-
CAB4029555.1	-	334	IkB-like-1_cnidaria	-	442	1.4e-73	241.9	3.6	1	1	1.7e-73	1.8e-73	241.5	3.6	205	405	89	302	19	333	0.87	-
XP_067031383.1	-	378	IkB-like-1_cnidaria	-	442	2e-73	241.3	0.3	1	2	3e-71	3.2e-71	234.1	0.1	143	400	69	341	52	342	0.79	-
XP_067031383.1	-	378	IkB-like-1_cnidaria	-	442	2e-73	241.3	0.3	2	2	0.0012	0.0013	11.3	0.0	361	391	335	365	334	375	0.85	-
XP_029197502.2	-	378	IkB-like-1_cnidaria	-	442	2.8e-73	240.9	0.2	1	2	3.9e-71	4.2e-71	233.7	0.1	143	400	69	341	51	342	0.79	-
XP_029197502.2	-	378	IkB-like-1_cnidaria	-	442	2.8e-73	240.9	0.2	2	2	0.0012	0.0013	11.3	0.0	361	391	335	365	334	375	0.85	-
XP_029197502.1	-	381	IkB-like-1_cnidaria	-	442	5.7e-73	239.9	0.2	1	2	9.5e-71	1e-70	232.4	0.1	143	400	69	341	51	342	0.79	-
XP_029197502.1	-	381	IkB-like-1_cnidaria	-	442	5.7e-73	239.9	0.2	2	2	0.0011	0.0012	11.4	0.0	361	391	335	365	334	379	0.84	-
XP_027057623.1	-	371	IkB-like-1_cnidaria	-	442	2.7e-72	237.7	1.4	1	2	2.5e-70	2.7e-70	231.0	0.9	203	401	128	340	50	342	0.89	-
XP_027057623.1	-	371	IkB-like-1_cnidaria	-	442	2.7e-72	237.7	1.4	2	2	0.00094	0.001	11.6	0.0	361	395	333	367	332	370	0.91	-
XP_058957670.1	-	372	IkB-like-1_cnidaria	-	442	2.9e-72	237.5	2.1	1	2	9.1e-71	9.8e-71	232.5	1.8	203	406	129	346	51	349	0.87	-
XP_058957670.1	-	372	IkB-like-1_cnidaria	-	442	2.9e-72	237.5	2.1	2	2	0.00094	0.001	11.6	0.0	361	395	334	368	333	371	0.91	-
CAH3140492.1	-	386	IkB-like-1_cnidaria	-	442	3.3e-72	237.4	1.3	1	2	2.5e-69	2.7e-69	227.8	0.5	204	399	129	338	119	339	0.91	-
CAH3140492.1	-	386	IkB-like-1_cnidaria	-	442	3.3e-72	237.4	1.3	2	2	0.00032	0.00035	13.2	0.0	361	399	333	371	332	383	0.88	-
BLEZ01003045.1_IkBa-like_cnidaria_dbd06efd	-	375	IkB-like-1_cnidaria	-	442	8.1e-72	236.1	0.4	1	2	6.6e-70	7.2e-70	229.7	0.1	144	400	70	341	53	342	0.79	-
BLEZ01003045.1_IkBa-like_cnidaria_dbd06efd	-	375	IkB-like-1_cnidaria	-	442	8.1e-72	236.1	0.4	2	2	0.0023	0.0024	10.4	0.0	361	388	335	362	334	369	0.90	-
XP_058957669.1	-	380	IkB-like-1_cnidaria	-	442	8.7e-72	236.0	2.2	1	2	6.6e-71	7.1e-71	233.0	2.0	203	408	129	348	53	361	0.87	-
XP_058957669.1	-	380	IkB-like-1_cnidaria	-	442	8.7e-72	236.0	2.2	2	2	0.0031	0.0033	9.9	0.0	361	391	334	364	333	375	0.86	-
XP_058957670.2	-	371	IkB-like-1_cnidaria	-	442	1.4e-71	235.3	1.2	1	2	4.3e-70	4.6e-70	230.3	0.7	203	405	128	344	55	347	0.89	-
XP_058957670.2	-	371	IkB-like-1_cnidaria	-	442	1.4e-71	235.3	1.2	2	2	0.00094	0.001	11.6	0.0	361	395	333	367	332	370	0.91	-
XP_027057621.1	-	379	IkB-like-1_cnidaria	-	442	1.4e-71	235.3	2.3	1	2	9.1e-71	9.9e-71	232.5	2.0	203	408	128	347	56	362	0.89	-
XP_027057621.1	-	379	IkB-like-1_cnidaria	-	442	1.4e-71	235.3	2.3	2	2	0.0026	0.0029	10.2	0.0	361	391	333	363	331	374	0.86	-
CM106380.1_IkBa-like_cnidaria_9f645d40	-	371	IkB-like-1_cnidaria	-	442	1.9e-71	234.8	1.5	1	1	6.5e-71	7.1e-71	233.0	1.5	144	408	66	345	19	366	0.76	-
XP_022798721.1	-	371	IkB-like-1_cnidaria	-	442	2.2e-71	234.7	2.3	1	1	3.2e-70	3.4e-70	230.7	2.4	203	408	128	347	50	366	0.80	-
XP_058957669.2	-	379	IkB-like-1_cnidaria	-	442	5.2e-71	233.4	1.6	1	2	7.6e-70	8.2e-70	229.5	0.7	203	403	128	342	57	345	0.90	-
XP_058957669.2	-	379	IkB-like-1_cnidaria	-	442	5.2e-71	233.4	1.6	2	2	0.0026	0.0029	10.2	0.0	361	391	333	363	331	374	0.86	-
XP_022798720.1	-	379	IkB-like-1_cnidaria	-	442	1.1e-70	232.3	3.0	1	2	4.7e-70	5.1e-70	230.1	2.7	203	408	128	347	49	363	0.80	-
XP_022798720.1	-	379	IkB-like-1_cnidaria	-	442	1.1e-70	232.3	3.0	2	2	0.0046	0.005	9.4	0.0	361	391	333	363	331	374	0.85	-
KAK2567480.1	-	367	IkB-like-1_cnidaria	-	442	1.3e-70	232.1	0.5	1	2	4.1e-69	4.5e-69	227.0	0.3	144	402	70	343	52	346	0.79	-
KAK2567480.1	-	367	IkB-like-1_cnidaria	-	442	1.3e-70	232.1	0.5	2	2	0.0021	0.0023	10.5	0.1	361	389	335	363	334	367	0.89	-
JARQWQ010000014.1_IkBa-like_cnidaria_9832f2a5	-	375	IkB-like-1_cnidaria	-	442	1.4e-70	232.0	0.6	1	2	3.7e-69	4e-69	227.2	0.3	144	403	70	344	52	348	0.79	-
JARQWQ010000014.1_IkBa-like_cnidaria_9832f2a5	-	375	IkB-like-1_cnidaria	-	442	1.4e-70	232.0	0.6	2	2	0.0019	0.0021	10.6	0.0	361	388	335	362	333	369	0.89	-
RDEB01000241.1_IkBa-like_cnidaria_d5b655b1	-	374	IkB-like-1_cnidaria	-	442	1.1e-69	229.1	1.4	1	2	2.1e-68	2.2e-68	224.7	1.0	201	404	127	344	55	348	0.85	-
RDEB01000241.1_IkBa-like_cnidaria_d5b655b1	-	374	IkB-like-1_cnidaria	-	442	1.1e-69	229.1	1.4	2	2	0.004	0.0043	9.6	0.0	362	389	335	362	333	371	0.83	-
BLAZ01000379.1_IkBa-like_cnidaria_d4087f07	-	375	IkB-like-1_cnidaria	-	442	1.7e-69	228.4	0.1	1	2	7.6e-69	8.2e-69	226.2	0.1	199	407	126	348	55	356	0.83	-
BLAZ01000379.1_IkBa-like_cnidaria_d4087f07	-	375	IkB-like-1_cnidaria	-	442	1.7e-69	228.4	0.1	2	2	0.0089	0.0096	8.4	0.0	361	388	335	362	334	368	0.89	-
KAJ7330771.1	-	369	IkB-like-1_cnidaria	-	442	1.8e-69	228.3	0.2	1	1	2.6e-69	2.8e-69	227.7	0.2	95	408	14	345	2	367	0.73	-
MU827791.1_IkBa-like_cnidaria_6b58b217	-	369	IkB-like-1_cnidaria	-	442	1.8e-69	228.3	0.2	1	1	2.4e-69	2.6e-69	227.8	0.2	96	408	14	344	2	366	0.72	-
BLFE01000447.1_IkBa-like_cnidaria_12d513b1	-	375	IkB-like-1_cnidaria	-	442	4.7e-69	227.0	1.2	1	2	3.3e-67	3.6e-67	220.8	0.3	147	400	73	341	3	342	0.78	-
BLFE01000447.1_IkBa-like_cnidaria_12d513b1	-	375	IkB-like-1_cnidaria	-	442	4.7e-69	227.0	1.2	2	2	0.0012	0.0012	11.3	0.1	361	388	335	362	334	370	0.89	-
XP_032228503.2	-	383	IkB-like-1_cnidaria	-	442	4.8e-69	226.9	4.3	1	2	4.3e-68	4.7e-68	223.7	1.7	145	400	80	349	47	350	0.82	-
XP_032228503.2	-	383	IkB-like-1_cnidaria	-	442	4.8e-69	226.9	4.3	2	2	0.027	0.029	6.9	0.1	263	286	347	370	344	374	0.79	-
OZ116701.1_IkBa-like_cnidaria_f420e57a	-	369	IkB-like-1_cnidaria	-	442	4.9e-69	226.9	2.2	1	1	2e-68	2.1e-68	224.8	2.2	179	408	98	343	43	364	0.78	-
MPSW01005782.1_IkBa-like_cnidaria_ad08a3a6	-	369	IkB-like-1_cnidaria	-	442	5.4e-69	226.8	2.5	1	2	6.2e-65	6.8e-65	213.3	1.4	146	405	67	340	48	343	0.77	-
MPSW01005782.1_IkBa-like_cnidaria_ad08a3a6	-	369	IkB-like-1_cnidaria	-	442	5.4e-69	226.8	2.5	2	2	2.2e-06	2.4e-06	20.3	0.0	348	388	316	356	313	363	0.94	-
XP_032228503.1	-	383	IkB-like-1_cnidaria	-	442	9.7e-69	225.9	3.9	1	2	9.5e-68	1e-67	222.6	1.4	145	400	80	349	47	350	0.82	-
XP_032228503.1	-	383	IkB-like-1_cnidaria	-	442	9.7e-69	225.9	3.9	2	2	0.027	0.029	6.9	0.1	263	286	347	370	344	374	0.79	-
XP_020604255.1	-	368	IkB-like-1_cnidaria	-	442	1.2e-68	225.6	1.5	1	1	8.7e-68	9.4e-68	222.7	1.5	145	408	67	344	47	359	0.78	-
XP_020604254.1	-	376	IkB-like-1_cnidaria	-	442	1.7e-68	225.1	1.5	1	1	7.4e-68	8e-68	222.9	1.5	145	408	67	344	47	365	0.78	-
XP_068682682.1	-	370	IkB-like-1_cnidaria	-	442	2.5e-68	224.6	1.4	1	2	4.5e-67	4.9e-67	220.3	1.3	201	404	127	344	58	348	0.86	-
XP_068682682.1	-	370	IkB-like-1_cnidaria	-	442	2.5e-68	224.6	1.4	2	2	0.0071	0.0077	8.7	0.0	363	389	336	362	334	370	0.84	-
XP_068728612.1	-	370	IkB-like-1_cnidaria	-	442	2.5e-68	224.6	1.4	1	2	4.5e-67	4.9e-67	220.3	1.3	201	404	127	344	58	348	0.86	-
XP_068728612.1	-	370	IkB-like-1_cnidaria	-	442	2.5e-68	224.6	1.4	2	2	0.0071	0.0077	8.7	0.0	363	389	336	362	334	370	0.84	-
XP_068682681.1	-	385	IkB-like-1_cnidaria	-	442	2.8e-68	224.4	1.7	1	1	1.7e-67	1.8e-67	221.7	1.7	201	409	127	349	58	382	0.84	-
XP_068728611.1	-	385	IkB-like-1_cnidaria	-	442	2.8e-68	224.4	1.7	1	1	1.7e-67	1.8e-67	221.7	1.7	201	409	127	349	58	382	0.84	-
CALNXJ010000034.1_IkBa-like_cnidaria_66571076	-	376	IkB-like-1_cnidaria	-	442	8.6e-67	219.5	2.1	1	1	4.5e-66	4.9e-66	217.0	1.9	203	408	126	350	48	368	0.88	-
CM106371.1_p105-like_cnidaria_95385fb0	-	919	IkB-like-1_cnidaria	-	442	1.2e-66	219.0	7.9	1	1	2e-66	2.1e-66	218.2	7.9	152	413	456	728	434	754	0.80	-
XP_046853943.1	-	364	IkB-like-1_cnidaria	-	442	1.7e-66	218.5	10.9	1	1	4.4e-66	4.7e-66	217.1	10.9	138	408	48	332	4	363	0.77	-
XP_046853944.1	-	364	IkB-like-1_cnidaria	-	442	1.7e-66	218.5	10.9	1	1	4.4e-66	4.7e-66	217.1	10.9	138	408	48	332	4	363	0.77	-
CAH3116438.1	-	390	IkB-like-1_cnidaria	-	442	1.9e-66	218.4	0.1	1	1	3.5e-66	3.8e-66	217.4	0.1	108	405	32	350	3	365	0.70	-
BLFE01006569.1_p105-like_cnidaria_aa59d0aa	-	913	IkB-like-1_cnidaria	-	442	1.9e-66	218.4	2.4	1	1	3e-66	3.2e-66	217.6	2.4	192	408	494	715	485	741	0.91	-
XP_073248334.1	-	377	IkB-like-1_cnidaria	-	442	1.9e-66	218.4	0.2	1	1	4.6e-66	5e-66	217.0	0.2	103	406	28	351	3	374	0.70	-
CALNXK010000029.1_IkBa-like_cnidaria_36d8db0b	-	372	IkB-like-1_cnidaria	-	442	2.2e-66	218.2	0.2	1	1	3.9e-66	4.2e-66	217.2	0.2	130	406	47	344	2	366	0.71	-
CAH3027709.1	-	912	IkB-like-1_cnidaria	-	442	2.4e-66	218.1	4.7	1	1	3.6e-66	3.9e-66	217.4	4.7	143	414	452	724	435	750	0.83	-
XP_073248332.1	-	390	IkB-like-1_cnidaria	-	442	2.5e-66	218.0	0.2	1	1	5.3e-66	5.7e-66	216.8	0.2	103	406	28	351	3	374	0.70	-
XP_073234456.1	-	909	IkB-like-1_cnidaria	-	442	2.7e-66	217.9	4.9	1	1	3.8e-66	4.1e-66	217.3	4.9	144	414	450	721	431	747	0.82	-
OZ116707.1_p105-like_cnidaria_9f32f0b0	-	918	IkB-like-1_cnidaria	-	442	2.9e-66	217.8	6.9	1	1	4.7e-66	5e-66	217.0	6.9	148	414	452	725	430	753	0.80	-
CAH3028528.1	-	386	IkB-like-1_cnidaria	-	442	3.1e-66	217.7	0.5	1	1	6.3e-66	6.9e-66	216.5	0.5	101	406	26	351	3	373	0.71	-
XP_029186950.1	-	904	IkB-like-1_cnidaria	-	442	3.5e-66	217.5	2.6	1	1	5.7e-66	6.2e-66	216.7	2.6	197	408	492	708	476	734	0.91	-
XP_067053651.1	-	904	IkB-like-1_cnidaria	-	442	4e-66	217.3	2.7	1	1	6.3e-66	6.8e-66	216.5	2.7	197	408	492	708	480	734	0.91	-
XP_029186950.2	-	904	IkB-like-1_cnidaria	-	442	4.5e-66	217.1	2.8	1	1	7.2e-66	7.8e-66	216.4	2.8	197	407	492	707	476	734	0.91	-
